NGO_ID,NGO_Name,Country,Sector,Focus_Area
2618,Global Impact Foundation 2618,USA,Health,Disaster Relief
2619,Global Impact Foundation 2619,Germany,Education,Urban Support
2620,Global Impact Foundation 2620,Germany,Women Empowerment,Policy Advocacy
2621,Global Impact Foundation 2621,Germany,Women Empowerment,Urban Support
2622,Global Impact Foundation 2622,Germany,Human Rights,Community Health
2623,Global Impact Foundation 2623,Canada,Women Empowerment,Policy Advocacy
2624,Global Impact Foundation 2624,South Africa,Environment,Policy Advocacy
2625,Global Impact Foundation 2625,UAE,Poverty Relief,Community Health
2626,Global Impact Foundation 2626,Germany,Poverty Relief,Urban Support
2627,Global Impact Foundation 2627,UK,Environment,Skill Development
2628,Global Impact Foundation 2628,South Africa,Environment,Skill Development
2629,Global Impact Foundation 2629,USA,Human Rights,Urban Support
2630,Global Impact Foundation 2630,UAE,Child Welfare,Disaster Relief
2631,Global Impact Foundation 2631,Kenya,Child Welfare,Skill Development
2632,Global Impact Foundation 2632,Germany,Human Rights,Community Health
2633,Global Impact Foundation 2633,Australia,Environment,Urban Support
2634,Global Impact Foundation 2634,UAE,Health,Policy Advocacy
2635,Global Impact Foundation 2635,USA,Women Empowerment,Disaster Relief
2636,Global Impact Foundation 2636,India,Child Welfare,Urban Support
2637,Global Impact Foundation 2637,UAE,Poverty Relief,Community Health
2638,Global Impact Foundation 2638,USA,Child Welfare,Disaster Relief
2639,Global Impact Foundation 2639,UAE,Child Welfare,Disaster Relief
2640,Global Impact Foundation 2640,UK,Child Welfare,Policy Advocacy
2641,Global Impact Foundation 2641,Kenya,Health,Policy Advocacy
2642,Global Impact Foundation 2642,Kenya,Human Rights,Disaster Relief
2643,Global Impact Foundation 2643,Germany,Human Rights,Urban Support
2644,Global Impact Foundation 2644,Australia,Environment,Urban Support
2645,Global Impact Foundation 2645,USA,Human Rights,Skill Development
2646,Global Impact Foundation 2646,Germany,Child Welfare,Skill Development
2647,Global Impact Foundation 2647,Germany,Human Rights,Community Health
2648,Global Impact Foundation 2648,USA,Education,Disaster Relief
2649,Global Impact Foundation 2649,Kenya,Child Welfare,Policy Advocacy
2650,Global Impact Foundation 2650,Germany,Health,Rural Development
2651,Global Impact Foundation 2651,UK,Poverty Relief,Skill Development
2652,Global Impact Foundation 2652,Germany,Environment,Policy Advocacy
2653,Global Impact Foundation 2653,UK,Women Empowerment,Disaster Relief
2654,Global Impact Foundation 2654,UK,Poverty Relief,Policy Advocacy
2655,Global Impact Foundation 2655,UK,Women Empowerment,Rural Development
2656,Global Impact Foundation 2656,Australia,Human Rights,Skill Development
2657,Global Impact Foundation 2657,UK,Health,Rural Development
2658,Global Impact Foundation 2658,India,Poverty Relief,Skill Development
2659,Global Impact Foundation 2659,India,Environment,Rural Development
2660,Global Impact Foundation 2660,Germany,Child Welfare,Disaster Relief
2661,Global Impact Foundation 2661,UK,Health,Rural Development
2662,Global Impact Foundation 2662,UAE,Women Empowerment,Policy Advocacy
2663,Global Impact Foundation 2663,Kenya,Human Rights,Policy Advocacy
2664,Global Impact Foundation 2664,Brazil,Women Empowerment,Urban Support
2665,Global Impact Foundation 2665,UAE,Human Rights,Community Health
2666,Global Impact Foundation 2666,India,Child Welfare,Rural Development
2667,Global Impact Foundation 2667,India,Women Empowerment,Policy Advocacy
2668,Global Impact Foundation 2668,Australia,Child Welfare,Community Health
2669,Global Impact Foundation 2669,USA,Poverty Relief,Urban Support
2670,Global Impact Foundation 2670,UAE,Poverty Relief,Policy Advocacy
2671,Global Impact Foundation 2671,India,Women Empowerment,Urban Support
2672,Global Impact Foundation 2672,South Africa,Education,Urban Support
2673,Global Impact Foundation 2673,UAE,Poverty Relief,Rural Development
2674,Global Impact Foundation 2674,Australia,Human Rights,Community Health
2675,Global Impact Foundation 2675,USA,Environment,Rural Development
2676,Global Impact Foundation 2676,India,Child Welfare,Community Health
2677,Global Impact Foundation 2677,UK,Human Rights,Disaster Relief
2678,Global Impact Foundation 2678,USA,Human Rights,Community Health
2679,Global Impact Foundation 2679,Canada,Education,Community Health
2680,Global Impact Foundation 2680,UK,Poverty Relief,Disaster Relief
2681,Global Impact Foundation 2681,UK,Education,Disaster Relief
2682,Global Impact Foundation 2682,Germany,Environment,Disaster Relief
2683,Global Impact Foundation 2683,Kenya,Women Empowerment,Community Health
2684,Global Impact Foundation 2684,Australia,Human Rights,Skill Development
2685,Global Impact Foundation 2685,Brazil,Women Empowerment,Disaster Relief
2686,Global Impact Foundation 2686,South Africa,Education,Urban Support
2687,Global Impact Foundation 2687,India,Poverty Relief,Policy Advocacy
2688,Global Impact Foundation 2688,South Africa,Education,Skill Development
2689,Global Impact Foundation 2689,Germany,Education,Rural Development
2690,Global Impact Foundation 2690,Brazil,Child Welfare,Disaster Relief
2691,Global Impact Foundation 2691,Canada,Health,Skill Development
2692,Global Impact Foundation 2692,Canada,Child Welfare,Skill Development
2693,Global Impact Foundation 2693,Kenya,Poverty Relief,Community Health
2694,Global Impact Foundation 2694,USA,Women Empowerment,Skill Development
2695,Global Impact Foundation 2695,Kenya,Women Empowerment,Policy Advocacy
2696,Global Impact Foundation 2696,South Africa,Human Rights,Disaster Relief
2697,Global Impact Foundation 2697,Brazil,Human Rights,Disaster Relief
2698,Global Impact Foundation 2698,Australia,Environment,Disaster Relief
2699,Global Impact Foundation 2699,Australia,Environment,Skill Development
2700,Global Impact Foundation 2700,India,Health,Disaster Relief
2701,Global Impact Foundation 2701,Germany,Poverty Relief,Urban Support
2702,Global Impact Foundation 2702,USA,Women Empowerment,Disaster Relief
2703,Global Impact Foundation 2703,India,Poverty Relief,Community Health
2704,Global Impact Foundation 2704,Brazil,Human Rights,Community Health
2705,Global Impact Foundation 2705,USA,Education,Disaster Relief
2706,Global Impact Foundation 2706,Australia,Education,Skill Development
2707,Global Impact Foundation 2707,Germany,Environment,Skill Development
2708,Global Impact Foundation 2708,USA,Human Rights,Urban Support
2709,Global Impact Foundation 2709,UAE,Child Welfare,Urban Support
2710,Global Impact Foundation 2710,Australia,Environment,Community Health
2711,Global Impact Foundation 2711,Kenya,Health,Policy Advocacy
2712,Global Impact Foundation 2712,UK,Women Empowerment,Community Health
2713,Global Impact Foundation 2713,Brazil,Human Rights,Urban Support
2714,Global Impact Foundation 2714,Kenya,Human Rights,Rural Development
2715,Global Impact Foundation 2715,USA,Child Welfare,Rural Development
2716,Global Impact Foundation 2716,Australia,Poverty Relief,Policy Advocacy
2717,Global Impact Foundation 2717,UAE,Environment,Disaster Relief
2718,Global Impact Foundation 2718,Canada,Health,Skill Development
2719,Global Impact Foundation 2719,Germany,Child Welfare,Policy Advocacy
2720,Global Impact Foundation 2720,Australia,Poverty Relief,Disaster Relief
2721,Global Impact Foundation 2721,India,Education,Community Health
2722,Global Impact Foundation 2722,Kenya,Poverty Relief,Disaster Relief
2723,Global Impact Foundation 2723,South Africa,Education,Skill Development
2724,Global Impact Foundation 2724,Kenya,Health,Community Health
2725,Global Impact Foundation 2725,UK,Education,Skill Development
2726,Global Impact Foundation 2726,Kenya,Human Rights,Urban Support
2727,Global Impact Foundation 2727,Brazil,Human Rights,Community Health
2728,Global Impact Foundation 2728,South Africa,Women Empowerment,Community Health
2729,Global Impact Foundation 2729,Brazil,Poverty Relief,Disaster Relief
2730,Global Impact Foundation 2730,Kenya,Women Empowerment,Policy Advocacy
2731,Global Impact Foundation 2731,Australia,Education,Community Health
2732,Global Impact Foundation 2732,South Africa,Environment,Disaster Relief
2733,Global Impact Foundation 2733,Germany,Education,Policy Advocacy
2734,Global Impact Foundation 2734,India,Poverty Relief,Rural Development
2735,Global Impact Foundation 2735,Brazil,Education,Rural Development
2736,Global Impact Foundation 2736,Kenya,Environment,Disaster Relief
2737,Global Impact Foundation 2737,USA,Human Rights,Disaster Relief
2738,Global Impact Foundation 2738,Germany,Women Empowerment,Community Health
2739,Global Impact Foundation 2739,Brazil,Health,Urban Support
2740,Global Impact Foundation 2740,Australia,Women Empowerment,Urban Support
2741,Global Impact Foundation 2741,USA,Health,Disaster Relief
2742,Global Impact Foundation 2742,Kenya,Environment,Policy Advocacy
2743,Global Impact Foundation 2743,India,Education,Skill Development
2744,Global Impact Foundation 2744,UAE,Poverty Relief,Urban Support
2745,Global Impact Foundation 2745,Brazil,Women Empowerment,Urban Support
2746,Global Impact Foundation 2746,South Africa,Child Welfare,Community Health
2747,Global Impact Foundation 2747,South Africa,Women Empowerment,Disaster Relief
2748,Global Impact Foundation 2748,Kenya,Human Rights,Urban Support
2749,Global Impact Foundation 2749,UAE,Health,Skill Development
2750,Global Impact Foundation 2750,South Africa,Health,Community Health
2751,Global Impact Foundation 2751,South Africa,Child Welfare,Disaster Relief
2752,Global Impact Foundation 2752,UK,Education,Disaster Relief
2753,Global Impact Foundation 2753,Kenya,Education,Skill Development
2754,Global Impact Foundation 2754,Australia,Poverty Relief,Urban Support
2755,Global Impact Foundation 2755,South Africa,Poverty Relief,Urban Support
2756,Global Impact Foundation 2756,Canada,Human Rights,Rural Development
2757,Global Impact Foundation 2757,Germany,Environment,Community Health
2758,Global Impact Foundation 2758,USA,Poverty Relief,Skill Development
2759,Global Impact Foundation 2759,Canada,Women Empowerment,Urban Support
2760,Global Impact Foundation 2760,Australia,Poverty Relief,Disaster Relief
2761,Global Impact Foundation 2761,Kenya,Child Welfare,Community Health
2762,Global Impact Foundation 2762,India,Child Welfare,Urban Support
2763,Global Impact Foundation 2763,India,Human Rights,Skill Development
2764,Global Impact Foundation 2764,India,Education,Policy Advocacy
2765,Global Impact Foundation 2765,Germany,Poverty Relief,Skill Development
2766,Global Impact Foundation 2766,Germany,Environment,Urban Support
2767,Global Impact Foundation 2767,Canada,Human Rights,Disaster Relief
2768,Global Impact Foundation 2768,Kenya,Environment,Urban Support
2769,Global Impact Foundation 2769,India,Women Empowerment,Rural Development
2770,Global Impact Foundation 2770,South Africa,Women Empowerment,Urban Support
2771,Global Impact Foundation 2771,Brazil,Poverty Relief,Skill Development
2772,Global Impact Foundation 2772,South Africa,Child Welfare,Disaster Relief
2773,Global Impact Foundation 2773,Brazil,Women Empowerment,Policy Advocacy
2774,Global Impact Foundation 2774,Germany,Child Welfare,Urban Support
2775,Global Impact Foundation 2775,UK,Poverty Relief,Policy Advocacy
2776,Global Impact Foundation 2776,Germany,Environment,Community Health
2777,Global Impact Foundation 2777,Kenya,Child Welfare,Policy Advocacy
2778,Global Impact Foundation 2778,Brazil,Human Rights,Policy Advocacy
2779,Global Impact Foundation 2779,Germany,Women Empowerment,Rural Development
2780,Global Impact Foundation 2780,Australia,Human Rights,Policy Advocacy
2781,Global Impact Foundation 2781,India,Child Welfare,Rural Development
2782,Global Impact Foundation 2782,Kenya,Education,Skill Development
2783,Global Impact Foundation 2783,South Africa,Women Empowerment,Urban Support
2784,Global Impact Foundation 2784,Australia,Education,Policy Advocacy
2785,Global Impact Foundation 2785,Brazil,Women Empowerment,Rural Development
2786,Global Impact Foundation 2786,UK,Environment,Skill Development
2787,Global Impact Foundation 2787,USA,Child Welfare,Policy Advocacy
2788,Global Impact Foundation 2788,South Africa,Child Welfare,Policy Advocacy
2789,Global Impact Foundation 2789,Australia,Child Welfare,Policy Advocacy
2790,Global Impact Foundation 2790,South Africa,Environment,Community Health
2791,Global Impact Foundation 2791,UAE,Environment,Urban Support
2792,Global Impact Foundation 2792,UAE,Human Rights,Urban Support
2793,Global Impact Foundation 2793,USA,Human Rights,Policy Advocacy
2794,Global Impact Foundation 2794,South Africa,Human Rights,Disaster Relief
2795,Global Impact Foundation 2795,Canada,Education,Urban Support
2796,Global Impact Foundation 2796,South Africa,Women Empowerment,Skill Development
2797,Global Impact Foundation 2797,UK,Environment,Policy Advocacy
2798,Global Impact Foundation 2798,India,Environment,Rural Development
2799,Global Impact Foundation 2799,USA,Health,Skill Development
2800,Global Impact Foundation 2800,Brazil,Women Empowerment,Community Health
2801,Global Impact Foundation 2801,Canada,Environment,Urban Support
2802,Global Impact Foundation 2802,Australia,Human Rights,Rural Development
2803,Global Impact Foundation 2803,Australia,Health,Policy Advocacy
2804,Global Impact Foundation 2804,Canada,Women Empowerment,Policy Advocacy
2805,Global Impact Foundation 2805,Canada,Environment,Policy Advocacy
2806,Global Impact Foundation 2806,Australia,Health,Disaster Relief
2807,Global Impact Foundation 2807,South Africa,Environment,Urban Support
2808,Global Impact Foundation 2808,Germany,Poverty Relief,Urban Support
2809,Global Impact Foundation 2809,Canada,Education,Disaster Relief
2810,Global Impact Foundation 2810,UAE,Women Empowerment,Skill Development
2811,Global Impact Foundation 2811,USA,Human Rights,Rural Development
2812,Global Impact Foundation 2812,Canada,Environment,Urban Support
2813,Global Impact Foundation 2813,Australia,Human Rights,Policy Advocacy
2814,Global Impact Foundation 2814,Brazil,Women Empowerment,Community Health
2815,Global Impact Foundation 2815,Kenya,Education,Urban Support
2816,Global Impact Foundation 2816,India,Health,Rural Development
2817,Global Impact Foundation 2817,India,Human Rights,Skill Development
2818,Global Impact Foundation 2818,USA,Poverty Relief,Policy Advocacy
2819,Global Impact Foundation 2819,Australia,Child Welfare,Urban Support
2820,Global Impact Foundation 2820,Australia,Child Welfare,Community Health
2821,Global Impact Foundation 2821,India,Education,Disaster Relief
2822,Global Impact Foundation 2822,Canada,Health,Policy Advocacy
2823,Global Impact Foundation 2823,USA,Poverty Relief,Disaster Relief
2824,Global Impact Foundation 2824,Australia,Child Welfare,Rural Development
2825,Global Impact Foundation 2825,South Africa,Women Empowerment,Community Health
2826,Global Impact Foundation 2826,UK,Women Empowerment,Policy Advocacy
2827,Global Impact Foundation 2827,UAE,Women Empowerment,Disaster Relief
2828,Global Impact Foundation 2828,South Africa,Child Welfare,Community Health
2829,Global Impact Foundation 2829,Canada,Poverty Relief,Urban Support
2830,Global Impact Foundation 2830,Australia,Education,Skill Development
2831,Global Impact Foundation 2831,UK,Health,Policy Advocacy
2832,Global Impact Foundation 2832,South Africa,Child Welfare,Rural Development
2833,Global Impact Foundation 2833,South Africa,Environment,Policy Advocacy
2834,Global Impact Foundation 2834,USA,Poverty Relief,Disaster Relief
2835,Global Impact Foundation 2835,Kenya,Poverty Relief,Rural Development
2836,Global Impact Foundation 2836,UAE,Women Empowerment,Urban Support
2837,Global Impact Foundation 2837,UK,Health,Rural Development
2838,Global Impact Foundation 2838,Canada,Health,Urban Support
2839,Global Impact Foundation 2839,Brazil,Health,Skill Development
2840,Global Impact Foundation 2840,UK,Poverty Relief,Skill Development
2841,Global Impact Foundation 2841,USA,Women Empowerment,Disaster Relief
2842,Global Impact Foundation 2842,Canada,Education,Skill Development
2843,Global Impact Foundation 2843,UAE,Education,Community Health
2844,Global Impact Foundation 2844,UAE,Human Rights,Community Health
2845,Global Impact Foundation 2845,UAE,Women Empowerment,Disaster Relief
2846,Global Impact Foundation 2846,Germany,Child Welfare,Community Health
2847,Global Impact Foundation 2847,Brazil,Health,Skill Development
2848,Global Impact Foundation 2848,India,Education,Urban Support
2849,Global Impact Foundation 2849,Kenya,Education,Skill Development
2850,Global Impact Foundation 2850,Kenya,Human Rights,Rural Development
2851,Global Impact Foundation 2851,UAE,Human Rights,Urban Support
2852,Global Impact Foundation 2852,Canada,Health,Community Health
2853,Global Impact Foundation 2853,India,Human Rights,Rural Development
2854,Global Impact Foundation 2854,USA,Women Empowerment,Policy Advocacy
2855,Global Impact Foundation 2855,USA,Women Empowerment,Rural Development
2856,Global Impact Foundation 2856,Kenya,Health,Rural Development
2857,Global Impact Foundation 2857,Brazil,Health,Policy Advocacy
2858,Global Impact Foundation 2858,Brazil,Women Empowerment,Community Health
2859,Global Impact Foundation 2859,UAE,Child Welfare,Skill Development
2860,Global Impact Foundation 2860,Australia,Human Rights,Disaster Relief
2861,Global Impact Foundation 2861,Kenya,Women Empowerment,Policy Advocacy
2862,Global Impact Foundation 2862,India,Poverty Relief,Skill Development
2863,Global Impact Foundation 2863,Canada,Environment,Urban Support
2864,Global Impact Foundation 2864,UK,Women Empowerment,Rural Development
2865,Global Impact Foundation 2865,Germany,Human Rights,Disaster Relief
2866,Global Impact Foundation 2866,Canada,Health,Skill Development
2867,Global Impact Foundation 2867,Australia,Human Rights,Community Health
2868,Global Impact Foundation 2868,Canada,Women Empowerment,Community Health
2869,Global Impact Foundation 2869,Brazil,Poverty Relief,Community Health
2870,Global Impact Foundation 2870,India,Human Rights,Disaster Relief
2871,Global Impact Foundation 2871,Australia,Women Empowerment,Rural Development
2872,Global Impact Foundation 2872,Germany,Poverty Relief,Disaster Relief
2873,Global Impact Foundation 2873,South Africa,Human Rights,Skill Development
2874,Global Impact Foundation 2874,UK,Poverty Relief,Urban Support
2875,Global Impact Foundation 2875,UAE,Poverty Relief,Community Health
2876,Global Impact Foundation 2876,Australia,Human Rights,Urban Support
2877,Global Impact Foundation 2877,UK,Human Rights,Community Health
2878,Global Impact Foundation 2878,Australia,Women Empowerment,Policy Advocacy
2879,Global Impact Foundation 2879,UAE,Human Rights,Urban Support
2880,Global Impact Foundation 2880,Germany,Environment,Policy Advocacy
2881,Global Impact Foundation 2881,Kenya,Environment,Community Health
2882,Global Impact Foundation 2882,Kenya,Human Rights,Community Health
2883,Global Impact Foundation 2883,South Africa,Environment,Skill Development
2884,Global Impact Foundation 2884,Germany,Health,Disaster Relief
2885,Global Impact Foundation 2885,USA,Environment,Skill Development
2886,Global Impact Foundation 2886,Kenya,Environment,Skill Development
2887,Global Impact Foundation 2887,Australia,Education,Rural Development
2888,Global Impact Foundation 2888,UAE,Environment,Rural Development
2889,Global Impact Foundation 2889,Germany,Poverty Relief,Community Health
2890,Global Impact Foundation 2890,UK,Child Welfare,Rural Development
2891,Global Impact Foundation 2891,Kenya,Child Welfare,Rural Development
2892,Global Impact Foundation 2892,Canada,Environment,Disaster Relief
2893,Global Impact Foundation 2893,USA,Human Rights,Policy Advocacy
2894,Global Impact Foundation 2894,UK,Environment,Urban Support
2895,Global Impact Foundation 2895,USA,Education,Rural Development
2896,Global Impact Foundation 2896,UK,Health,Rural Development
2897,Global Impact Foundation 2897,Canada,Human Rights,Disaster Relief
2898,Global Impact Foundation 2898,South Africa,Education,Skill Development
2899,Global Impact Foundation 2899,Australia,Poverty Relief,Skill Development
2900,Global Impact Foundation 2900,India,Human Rights,Policy Advocacy
2901,Global Impact Foundation 2901,Kenya,Child Welfare,Rural Development
2902,Global Impact Foundation 2902,UK,Environment,Policy Advocacy
2903,Global Impact Foundation 2903,Canada,Women Empowerment,Rural Development
2904,Global Impact Foundation 2904,UAE,Women Empowerment,Disaster Relief
2905,Global Impact Foundation 2905,India,Education,Policy Advocacy
2906,Global Impact Foundation 2906,Australia,Child Welfare,Skill Development
2907,Global Impact Foundation 2907,South Africa,Human Rights,Disaster Relief
2908,Global Impact Foundation 2908,Germany,Child Welfare,Skill Development
2909,Global Impact Foundation 2909,Kenya,Education,Community Health
2910,Global Impact Foundation 2910,South Africa,Women Empowerment,Urban Support
2911,Global Impact Foundation 2911,Germany,Health,Policy Advocacy
2912,Global Impact Foundation 2912,Kenya,Women Empowerment,Community Health
2913,Global Impact Foundation 2913,USA,Human Rights,Disaster Relief
2914,Global Impact Foundation 2914,Canada,Education,Policy Advocacy
2915,Global Impact Foundation 2915,Brazil,Poverty Relief,Disaster Relief
2916,Global Impact Foundation 2916,Germany,Education,Disaster Relief
2917,Global Impact Foundation 2917,Australia,Environment,Community Health
2918,Global Impact Foundation 2918,Germany,Human Rights,Skill Development
2919,Global Impact Foundation 2919,Kenya,Women Empowerment,Disaster Relief
2920,Global Impact Foundation 2920,India,Health,Disaster Relief
2921,Global Impact Foundation 2921,USA,Women Empowerment,Rural Development
2922,Global Impact Foundation 2922,Germany,Health,Skill Development
2923,Global Impact Foundation 2923,South Africa,Human Rights,Skill Development
2924,Global Impact Foundation 2924,Canada,Education,Skill Development
2925,Global Impact Foundation 2925,UK,Education,Rural Development
2926,Global Impact Foundation 2926,UK,Poverty Relief,Skill Development
2927,Global Impact Foundation 2927,South Africa,Environment,Disaster Relief
2928,Global Impact Foundation 2928,USA,Child Welfare,Community Health
2929,Global Impact Foundation 2929,South Africa,Women Empowerment,Community Health
2930,Global Impact Foundation 2930,South Africa,Education,Community Health
2931,Global Impact Foundation 2931,Canada,Poverty Relief,Community Health
2932,Global Impact Foundation 2932,Kenya,Health,Skill Development
2933,Global Impact Foundation 2933,Canada,Human Rights,Urban Support
2934,Global Impact Foundation 2934,UK,Child Welfare,Community Health
2935,Global Impact Foundation 2935,USA,Poverty Relief,Skill Development
2936,Global Impact Foundation 2936,USA,Education,Skill Development
2937,Global Impact Foundation 2937,Kenya,Human Rights,Policy Advocacy
2938,Global Impact Foundation 2938,UK,Child Welfare,Policy Advocacy
2939,Global Impact Foundation 2939,UAE,Environment,Urban Support
2940,Global Impact Foundation 2940,Australia,Education,Urban Support
2941,Global Impact Foundation 2941,South Africa,Child Welfare,Skill Development
2942,Global Impact Foundation 2942,South Africa,Women Empowerment,Skill Development
2943,Global Impact Foundation 2943,Brazil,Education,Community Health
2944,Global Impact Foundation 2944,USA,Education,Disaster Relief
2945,Global Impact Foundation 2945,Canada,Health,Skill Development
2946,Global Impact Foundation 2946,Australia,Human Rights,Urban Support
2947,Global Impact Foundation 2947,India,Health,Policy Advocacy
2948,Global Impact Foundation 2948,India,Poverty Relief,Community Health
2949,Global Impact Foundation 2949,USA,Women Empowerment,Urban Support
2950,Global Impact Foundation 2950,India,Poverty Relief,Rural Development
2951,Global Impact Foundation 2951,UK,Health,Disaster Relief
2952,Global Impact Foundation 2952,UK,Health,Policy Advocacy
2953,Global Impact Foundation 2953,India,Health,Disaster Relief
2954,Global Impact Foundation 2954,South Africa,Health,Policy Advocacy
2955,Global Impact Foundation 2955,Australia,Health,Community Health
2956,Global Impact Foundation 2956,Canada,Women Empowerment,Urban Support
2957,Global Impact Foundation 2957,UAE,Child Welfare,Urban Support
2958,Global Impact Foundation 2958,UAE,Environment,Rural Development
2959,Global Impact Foundation 2959,USA,Human Rights,Skill Development
2960,Global Impact Foundation 2960,USA,Health,Skill Development
2961,Global Impact Foundation 2961,Australia,Human Rights,Community Health
2962,Global Impact Foundation 2962,Brazil,Women Empowerment,Urban Support
2963,Global Impact Foundation 2963,South Africa,Women Empowerment,Skill Development
2964,Global Impact Foundation 2964,Germany,Human Rights,Disaster Relief
2965,Global Impact Foundation 2965,UAE,Environment,Skill Development
2966,Global Impact Foundation 2966,UK,Human Rights,Skill Development
2967,Global Impact Foundation 2967,Kenya,Child Welfare,Policy Advocacy
2968,Global Impact Foundation 2968,Germany,Environment,Policy Advocacy
2969,Global Impact Foundation 2969,UK,Human Rights,Disaster Relief
2970,Global Impact Foundation 2970,Canada,Environment,Community Health
2971,Global Impact Foundation 2971,Australia,Poverty Relief,Rural Development
2972,Global Impact Foundation 2972,Kenya,Health,Skill Development
2973,Global Impact Foundation 2973,USA,Health,Community Health
2974,Global Impact Foundation 2974,UAE,Poverty Relief,Community Health
2975,Global Impact Foundation 2975,Germany,Child Welfare,Skill Development
2976,Global Impact Foundation 2976,Brazil,Education,Policy Advocacy
2977,Global Impact Foundation 2977,USA,Child Welfare,Skill Development
2978,Global Impact Foundation 2978,USA,Poverty Relief,Disaster Relief
2979,Global Impact Foundation 2979,Canada,Women Empowerment,Skill Development
2980,Global Impact Foundation 2980,USA,Child Welfare,Rural Development
2981,Global Impact Foundation 2981,UK,Education,Skill Development
2982,Global Impact Foundation 2982,South Africa,Education,Skill Development
2983,Global Impact Foundation 2983,USA,Health,Community Health
2984,Global Impact Foundation 2984,Kenya,Health,Disaster Relief
2985,Global Impact Foundation 2985,India,Environment,Community Health
2986,Global Impact Foundation 2986,UK,Poverty Relief,Urban Support
2987,Global Impact Foundation 2987,Germany,Poverty Relief,Urban Support
2988,Global Impact Foundation 2988,USA,Human Rights,Disaster Relief
2989,Global Impact Foundation 2989,Australia,Health,Disaster Relief
2990,Global Impact Foundation 2990,India,Education,Urban Support
2991,Global Impact Foundation 2991,Australia,Women Empowerment,Urban Support
2992,Global Impact Foundation 2992,UAE,Human Rights,Skill Development
2993,Global Impact Foundation 2993,Australia,Women Empowerment,Policy Advocacy
2994,Global Impact Foundation 2994,South Africa,Women Empowerment,Policy Advocacy
2995,Global Impact Foundation 2995,USA,Human Rights,Rural Development
2996,Global Impact Foundation 2996,Brazil,Education,Policy Advocacy
2997,Global Impact Foundation 2997,UK,Poverty Relief,Policy Advocacy
2998,Global Impact Foundation 2998,South Africa,Health,Rural Development
2999,Global Impact Foundation 2999,India,Poverty Relief,Community Health
3000,Global Impact Foundation 3000,Kenya,Health,Community Health
3001,Global Impact Foundation 3001,UAE,Education,Disaster Relief
3002,Global Impact Foundation 3002,USA,Environment,Rural Development
3003,Global Impact Foundation 3003,Australia,Poverty Relief,Community Health
3004,Global Impact Foundation 3004,India,Child Welfare,Community Health
3005,Global Impact Foundation 3005,South Africa,Education,Skill Development
3006,Global Impact Foundation 3006,Australia,Education,Rural Development
3007,Global Impact Foundation 3007,South Africa,Health,Skill Development
3008,Global Impact Foundation 3008,UK,Women Empowerment,Rural Development
3009,Global Impact Foundation 3009,UK,Child Welfare,Community Health
3010,Global Impact Foundation 3010,India,Women Empowerment,Disaster Relief
3011,Global Impact Foundation 3011,UK,Child Welfare,Policy Advocacy
3012,Global Impact Foundation 3012,South Africa,Education,Rural Development
3013,Global Impact Foundation 3013,Kenya,Human Rights,Urban Support
3014,Global Impact Foundation 3014,USA,Child Welfare,Urban Support
3015,Global Impact Foundation 3015,India,Human Rights,Urban Support
3016,Global Impact Foundation 3016,India,Education,Urban Support
3017,Global Impact Foundation 3017,UAE,Poverty Relief,Rural Development
3018,Global Impact Foundation 3018,Brazil,Education,Skill Development
3019,Global Impact Foundation 3019,Australia,Women Empowerment,Policy Advocacy
3020,Global Impact Foundation 3020,Brazil,Education,Skill Development
3021,Global Impact Foundation 3021,UK,Women Empowerment,Skill Development
3022,Global Impact Foundation 3022,USA,Women Empowerment,Policy Advocacy
3023,Global Impact Foundation 3023,Canada,Women Empowerment,Community Health
3024,Global Impact Foundation 3024,Kenya,Poverty Relief,Skill Development
3025,Global Impact Foundation 3025,UAE,Child Welfare,Urban Support
3026,Global Impact Foundation 3026,Canada,Education,Disaster Relief
3027,Global Impact Foundation 3027,Australia,Child Welfare,Policy Advocacy
3028,Global Impact Foundation 3028,Canada,Human Rights,Policy Advocacy
3029,Global Impact Foundation 3029,USA,Poverty Relief,Community Health
3030,Global Impact Foundation 3030,Kenya,Education,Rural Development
3031,Global Impact Foundation 3031,India,Women Empowerment,Policy Advocacy
3032,Global Impact Foundation 3032,South Africa,Environment,Urban Support
3033,Global Impact Foundation 3033,Canada,Environment,Skill Development
3034,Global Impact Foundation 3034,Germany,Child Welfare,Community Health
3035,Global Impact Foundation 3035,Kenya,Women Empowerment,Rural Development
3036,Global Impact Foundation 3036,South Africa,Child Welfare,Community Health
3037,Global Impact Foundation 3037,Brazil,Health,Rural Development
3038,Global Impact Foundation 3038,Australia,Health,Community Health
3039,Global Impact Foundation 3039,Germany,Human Rights,Disaster Relief
3040,Global Impact Foundation 3040,UK,Health,Urban Support
3041,Global Impact Foundation 3041,Canada,Environment,Urban Support
3042,Global Impact Foundation 3042,Australia,Human Rights,Disaster Relief
3043,Global Impact Foundation 3043,Kenya,Health,Urban Support
3044,Global Impact Foundation 3044,South Africa,Human Rights,Rural Development
3045,Global Impact Foundation 3045,UK,Health,Urban Support
3046,Global Impact Foundation 3046,South Africa,Women Empowerment,Community Health
3047,Global Impact Foundation 3047,Brazil,Health,Skill Development
3048,Global Impact Foundation 3048,Germany,Human Rights,Skill Development
3049,Global Impact Foundation 3049,Canada,Human Rights,Policy Advocacy
3050,Global Impact Foundation 3050,Australia,Education,Policy Advocacy
