Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%,Dataset_Type
P16_47,2018,Q3,Odisha,Cuttack,Malaria Control,CARE India,198453,28445,152,4427,737,77,79,Health_Program
P16_48,2016,Q1,Punjab,Amritsar,TB Control,UNICEF India,281588,5032,104,3035,703,91,67,Health_Program
P16_49,2016,Q2,Rajasthan,Jaipur,Malaria Control,NHM Odisha,133115,26839,240,4456,635,37,72,Health_Program
P16_50,2016,Q1,Kerala,Kochi,TB Control,State Health Society Rajasthan,356461,28900,64,3961,522,27,74,Health_Program
P16_51,2017,Q4,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,169112,31765,48,1488,688,136,77,Health_Program
P16_52,2018,Q2,Punjab,Patiala,TB Control,Assam NRHM,173444,12645,238,1933,590,35,74,Health_Program
P16_53,2016,Q3,Rajasthan,Udaipur,Child Immunization,Assam NRHM,69491,41598,105,3056,179,43,82,Health_Program
P16_54,2017,Q1,Odisha,Puri,Child Immunization,State Health Society Rajasthan,314419,29101,61,4364,261,154,75,Health_Program
P16_55,2017,Q4,Kerala,Kochi,Malaria Control,Assam NRHM,87190,40257,190,563,525,124,71,Health_Program
P16_56,2018,Q3,Rajasthan,Udaipur,Malaria Control,CARE India,319590,45162,243,4466,271,165,65,Health_Program
P16_57,2016,Q2,Kerala,Thrissur,Child Immunization,Punjab Health Mission,54924,16293,102,1695,568,34,75,Health_Program
P16_58,2017,Q1,Kerala,Kochi,Maternal Health,Punjab Health Mission,227591,40747,77,3640,777,141,90,Health_Program
P16_59,2016,Q4,Assam,Guwahati,Malaria Control,NHM Odisha,231937,47653,224,4443,535,175,84,Health_Program
P16_60,2018,Q3,Punjab,Amritsar,TB Control,Punjab Health Mission,56204,20468,205,772,793,7,88,Health_Program
P16_61,2017,Q3,Punjab,Patiala,TB Control,Punjab Health Mission,118016,34016,50,561,587,117,96,Health_Program
P16_62,2016,Q4,Assam,Guwahati,TB Control,Punjab Health Mission,89948,37255,200,1269,656,193,85,Health_Program
P16_63,2017,Q2,Kerala,Kozhikode,Malaria Control,State Health Society Rajasthan,119596,6362,134,1630,680,198,91,Health_Program
P16_64,2016,Q1,Rajasthan,Jaipur,Child Immunization,Punjab Health Mission,112647,16426,94,4378,304,89,92,Health_Program
P16_65,2018,Q3,Kerala,Kochi,Malaria Control,Punjab Health Mission,386009,42845,233,2709,457,113,66,Health_Program
P16_66,2018,Q3,Rajasthan,Jodhpur,Maternal Health,CARE India,221632,28269,116,2928,536,155,68,Health_Program
P16_67,2017,Q1,Odisha,Cuttack,Child Immunization,UNICEF India,315180,32789,227,1921,181,38,75,Health_Program
P16_68,2017,Q4,Kerala,Thrissur,Malaria Control,NHM Odisha,228311,21153,88,2604,199,136,69,Health_Program
P16_69,2016,Q2,Punjab,Patiala,Maternal Health,State Health Society Rajasthan,191836,37907,77,3172,600,1,79,Health_Program
P16_70,2018,Q1,Rajasthan,Jaipur,Malaria Control,Kerala Health Department,331491,33515,140,3288,448,137,69,Health_Program
P16_71,2017,Q2,Odisha,Bhubaneswar,Malaria Control,CARE India,85632,43545,28,385,367,167,88,Health_Program
P16_72,2017,Q2,Assam,Silchar,Malaria Control,Kerala Health Department,222130,42235,36,4518,532,153,68,Health_Program
P16_73,2018,Q1,Punjab,Ludhiana,Nutrition Program,Punjab Health Mission,297852,26805,100,2517,388,137,83,Health_Program
P16_74,2017,Q1,Kerala,Kochi,Maternal Health,Assam NRHM,144896,31195,69,607,144,116,72,Health_Program
P16_75,2017,Q1,Odisha,Bhubaneswar,Nutrition Program,CARE India,121491,35208,218,3058,64,150,67,Health_Program
P16_76,2018,Q3,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,237132,38253,48,1994,376,106,74,Health_Program
P16_77,2017,Q3,Rajasthan,Jaipur,Maternal Health,CARE India,349837,37782,35,3923,280,8,68,Health_Program
P16_78,2018,Q3,Rajasthan,Jaipur,TB Control,Assam NRHM,397104,31864,148,622,252,36,60,Health_Program
P16_79,2016,Q3,Kerala,Kozhikode,Maternal Health,Assam NRHM,88734,34889,202,2632,76,6,69,Health_Program
P16_80,2017,Q2,Assam,Silchar,Malaria Control,Kerala Health Department,71113,30014,206,3720,434,12,69,Health_Program
P16_81,2018,Q2,Assam,Dibrugarh,Maternal Health,CARE India,268051,8880,66,4314,96,21,96,Health_Program
P16_82,2017,Q1,Assam,Silchar,Child Immunization,Punjab Health Mission,381592,38227,32,1813,187,179,90,Health_Program
P16_83,2016,Q1,Rajasthan,Jodhpur,Maternal Health,Punjab Health Mission,246272,15940,187,1138,411,166,67,Health_Program
P16_84,2016,Q4,Punjab,Amritsar,Nutrition Program,Kerala Health Department,198977,22350,217,1803,206,187,86,Health_Program
P16_85,2017,Q1,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,315877,30718,228,2646,658,76,75,Health_Program
P16_86,2017,Q3,Assam,Guwahati,Nutrition Program,Kerala Health Department,185404,44086,121,930,341,85,97,Health_Program
P16_87,2018,Q4,Assam,Guwahati,TB Control,Assam NRHM,192245,30907,25,4800,744,65,76,Health_Program
P16_88,2016,Q4,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,334274,31164,222,1366,724,130,66,Health_Program
P16_89,2017,Q3,Odisha,Bhubaneswar,Nutrition Program,Punjab Health Mission,247608,34439,97,1517,633,90,91,Health_Program
P16_90,2018,Q4,Rajasthan,Udaipur,Child Immunization,NHM Odisha,171898,35715,107,2786,193,64,87,Health_Program
P16_91,2018,Q2,Assam,Dibrugarh,TB Control,CARE India,282230,45897,225,988,444,155,63,Health_Program
P16_92,2016,Q3,Assam,Dibrugarh,Nutrition Program,Assam NRHM,65303,40103,81,415,598,189,98,Health_Program
P16_93,2016,Q1,Punjab,Patiala,Maternal Health,Assam NRHM,94537,24161,131,4531,72,121,92,Health_Program
P16_94,2016,Q1,Punjab,Ludhiana,Nutrition Program,UNICEF India,72074,15636,40,156,103,136,63,Health_Program
P16_95,2018,Q3,Kerala,Kozhikode,TB Control,UNICEF India,310080,29901,139,4384,461,56,83,Health_Program
P16_96,2017,Q2,Kerala,Kozhikode,Child Immunization,Assam NRHM,111231,9702,132,1720,706,57,70,Health_Program
P16_97,2016,Q3,Punjab,Patiala,Malaria Control,Assam NRHM,207180,19441,100,4704,506,118,62,Health_Program
P16_98,2018,Q4,Rajasthan,Jaipur,Child Immunization,Assam NRHM,192875,38334,113,2548,201,99,64,Health_Program
P16_99,2016,Q3,Punjab,Patiala,Nutrition Program,NHM Odisha,145128,11521,243,497,233,160,73,Health_Program
P16_100,2017,Q4,Odisha,Cuttack,Maternal Health,CARE India,106679,16086,47,2129,562,55,63,Health_Program
P16_101,2016,Q3,Punjab,Amritsar,TB Control,CARE India,388375,32987,204,4125,573,53,97,Health_Program
P16_102,2018,Q2,Kerala,Thrissur,Maternal Health,NHM Odisha,166031,11943,216,3577,340,181,97,Health_Program
P16_103,2018,Q4,Assam,Silchar,Child Immunization,CARE India,192885,18031,141,2987,642,49,64,Health_Program
P16_104,2017,Q2,Kerala,Kochi,Child Immunization,UNICEF India,201850,10521,178,1210,648,122,96,Health_Program
P16_105,2016,Q3,Odisha,Bhubaneswar,Child Immunization,UNICEF India,324610,25477,222,2631,133,169,68,Health_Program
P16_106,2016,Q3,Odisha,Cuttack,Maternal Health,UNICEF India,246594,31360,64,1447,68,9,86,Health_Program
P16_107,2017,Q3,Kerala,Thrissur,Child Immunization,NHM Odisha,372437,8483,31,2474,501,2,94,Health_Program
P16_108,2017,Q1,Punjab,Ludhiana,Child Immunization,NHM Odisha,323001,44406,212,4343,225,20,70,Health_Program
P16_109,2018,Q3,Assam,Guwahati,Child Immunization,Punjab Health Mission,378231,26060,94,3788,190,123,74,Health_Program
P16_110,2017,Q1,Odisha,Puri,Nutrition Program,Punjab Health Mission,85759,33958,43,1436,712,130,93,Health_Program
P16_111,2017,Q4,Punjab,Patiala,Maternal Health,CARE India,226074,42842,91,2713,234,161,89,Health_Program
P16_112,2016,Q4,Rajasthan,Udaipur,Malaria Control,NHM Odisha,90021,26443,166,777,613,22,68,Health_Program
P16_113,2018,Q1,Assam,Silchar,Child Immunization,CARE India,78630,25971,40,839,431,20,97,Health_Program
P16_114,2018,Q1,Odisha,Bhubaneswar,Malaria Control,UNICEF India,347013,27355,89,2195,759,89,98,Health_Program
P16_115,2018,Q2,Punjab,Amritsar,TB Control,State Health Society Rajasthan,51050,45143,131,3347,637,76,92,Health_Program
P16_116,2016,Q1,Rajasthan,Jaipur,TB Control,NHM Odisha,361434,31884,200,4274,320,128,84,Health_Program
P16_117,2017,Q1,Punjab,Ludhiana,Child Immunization,Assam NRHM,258584,26684,227,4639,235,159,87,Health_Program
P16_118,2017,Q3,Rajasthan,Udaipur,Malaria Control,CARE India,147957,45196,163,4392,401,181,70,Health_Program
P16_119,2016,Q1,Odisha,Bhubaneswar,Malaria Control,State Health Society Rajasthan,358062,11664,37,2676,439,7,65,Health_Program
P16_120,2016,Q4,Odisha,Cuttack,Maternal Health,Punjab Health Mission,382978,48284,210,2898,377,173,66,Health_Program
P16_121,2017,Q4,Assam,Silchar,TB Control,Punjab Health Mission,211406,30128,72,3329,666,80,90,Health_Program
P16_122,2017,Q3,Rajasthan,Jodhpur,Maternal Health,Punjab Health Mission,327015,36297,58,4493,318,68,84,Health_Program
P16_123,2017,Q3,Assam,Guwahati,Maternal Health,Assam NRHM,376309,5155,131,4396,378,57,74,Health_Program
P16_124,2017,Q2,Punjab,Amritsar,Child Immunization,Punjab Health Mission,201039,45968,161,4326,470,5,90,Health_Program
P16_125,2018,Q4,Assam,Silchar,Maternal Health,Assam NRHM,221458,14830,113,1085,121,176,68,Health_Program
P16_126,2018,Q4,Rajasthan,Jaipur,Child Immunization,Kerala Health Department,63506,21899,173,3600,518,105,72,Health_Program
P16_127,2017,Q2,Assam,Guwahati,Nutrition Program,UNICEF India,359716,44597,139,1707,155,8,78,Health_Program
P16_128,2017,Q3,Rajasthan,Udaipur,Malaria Control,CARE India,137659,19667,149,1272,199,58,80,Health_Program
P16_129,2017,Q3,Odisha,Cuttack,Nutrition Program,CARE India,277126,7018,182,4781,408,133,84,Health_Program
P16_130,2018,Q2,Punjab,Ludhiana,Nutrition Program,State Health Society Rajasthan,370050,11170,223,1892,772,56,77,Health_Program
P16_131,2016,Q2,Odisha,Cuttack,Maternal Health,UNICEF India,352683,42142,191,1687,573,85,62,Health_Program
P16_132,2017,Q1,Rajasthan,Jaipur,TB Control,Kerala Health Department,63218,36401,87,357,380,70,91,Health_Program
P16_133,2016,Q3,Rajasthan,Jodhpur,Child Immunization,Punjab Health Mission,291681,46246,176,1775,257,179,97,Health_Program
P16_134,2018,Q2,Punjab,Amritsar,Child Immunization,UNICEF India,41390,28494,97,1052,375,49,68,Health_Program
P16_135,2016,Q1,Punjab,Patiala,TB Control,Punjab Health Mission,67536,17378,44,4983,632,140,69,Health_Program
P16_136,2017,Q4,Rajasthan,Udaipur,Malaria Control,NHM Odisha,124756,29877,25,2247,280,90,68,Health_Program
P16_137,2017,Q1,Odisha,Cuttack,Nutrition Program,Assam NRHM,40774,39960,139,3645,221,5,86,Health_Program
P16_138,2016,Q1,Odisha,Puri,Maternal Health,Kerala Health Department,44881,28074,211,570,424,25,92,Health_Program
P16_139,2016,Q1,Punjab,Ludhiana,Maternal Health,Assam NRHM,253710,29264,190,184,317,171,82,Health_Program
P16_140,2017,Q4,Odisha,Bhubaneswar,TB Control,CARE India,175075,21430,64,4101,217,91,60,Health_Program
P16_141,2017,Q1,Kerala,Kozhikode,Maternal Health,UNICEF India,357823,33588,158,3523,225,166,95,Health_Program
P16_142,2018,Q3,Kerala,Kochi,TB Control,CARE India,296857,37821,177,3257,74,160,73,Health_Program
P16_143,2017,Q1,Kerala,Kochi,TB Control,Assam NRHM,334942,15013,92,3638,160,152,87,Health_Program
P16_144,2018,Q3,Rajasthan,Jaipur,Nutrition Program,NHM Odisha,231557,11724,153,278,591,13,96,Health_Program
P16_145,2018,Q3,Punjab,Patiala,Nutrition Program,Assam NRHM,230188,20587,190,1718,128,8,68,Health_Program
P16_146,2018,Q1,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,144732,11163,139,2068,725,21,88,Health_Program
P16_147,2018,Q4,Punjab,Amritsar,Maternal Health,State Health Society Rajasthan,301682,49323,119,4150,80,140,67,Health_Program
P16_148,2017,Q4,Kerala,Thrissur,Child Immunization,UNICEF India,170195,42663,40,2111,229,21,68,Health_Program
P16_149,2017,Q3,Punjab,Ludhiana,Malaria Control,Assam NRHM,143538,26733,176,357,223,38,74,Health_Program
P16_150,2018,Q4,Assam,Dibrugarh,TB Control,CARE India,181272,13407,107,2497,133,30,79,Health_Program
P16_151,2017,Q3,Assam,Dibrugarh,Malaria Control,State Health Society Rajasthan,229096,16919,141,1957,586,104,68,Health_Program
P16_152,2017,Q1,Rajasthan,Jodhpur,Maternal Health,Punjab Health Mission,252962,12348,71,3661,755,30,75,Health_Program
P16_153,2016,Q3,Punjab,Patiala,Malaria Control,UNICEF India,56320,11965,157,4732,658,147,71,Health_Program
P16_154,2018,Q4,Odisha,Bhubaneswar,TB Control,Kerala Health Department,196886,15994,208,628,324,77,80,Health_Program
P16_155,2017,Q2,Assam,Silchar,Malaria Control,Kerala Health Department,306753,48748,192,935,371,101,97,Health_Program
P16_156,2018,Q3,Rajasthan,Jaipur,TB Control,Assam NRHM,308940,16020,200,4137,382,163,87,Health_Program
P16_157,2016,Q3,Kerala,Kozhikode,Nutrition Program,Kerala Health Department,286844,28763,149,2773,418,188,97,Health_Program
P16_158,2017,Q1,Odisha,Puri,Malaria Control,NHM Odisha,387867,35016,220,177,646,67,87,Health_Program
P16_159,2016,Q1,Odisha,Cuttack,TB Control,Kerala Health Department,275355,34927,73,3697,413,102,92,Health_Program
P16_160,2016,Q4,Punjab,Patiala,Malaria Control,UNICEF India,360577,41947,64,3478,668,66,63,Health_Program
P16_161,2017,Q3,Kerala,Kozhikode,Nutrition Program,Kerala Health Department,185716,38793,69,4353,170,81,95,Health_Program
P16_162,2016,Q3,Rajasthan,Udaipur,Malaria Control,Punjab Health Mission,325231,15206,176,4977,677,149,88,Health_Program
P16_163,2017,Q2,Assam,Guwahati,Malaria Control,State Health Society Rajasthan,255581,38318,33,3677,564,91,72,Health_Program
P16_164,2017,Q2,Kerala,Thrissur,Child Immunization,CARE India,189696,41834,50,203,788,190,70,Health_Program
P16_165,2017,Q1,Punjab,Patiala,Malaria Control,Assam NRHM,358305,10829,112,1414,388,29,69,Health_Program
P16_166,2017,Q3,Assam,Guwahati,Maternal Health,NHM Odisha,253107,33240,91,3566,396,75,76,Health_Program
P16_167,2016,Q1,Kerala,Kozhikode,Malaria Control,UNICEF India,333691,31698,231,1417,730,152,71,Health_Program
P16_168,2018,Q3,Odisha,Bhubaneswar,Maternal Health,Kerala Health Department,131179,10302,95,3453,120,81,71,Health_Program
P16_169,2018,Q2,Kerala,Kozhikode,TB Control,Kerala Health Department,178549,46489,229,380,628,148,86,Health_Program
P16_170,2016,Q4,Odisha,Cuttack,Child Immunization,CARE India,338380,16214,20,4609,601,94,66,Health_Program
P16_171,2018,Q3,Odisha,Bhubaneswar,Maternal Health,CARE India,300141,31000,33,3237,756,102,88,Health_Program
P16_172,2017,Q2,Odisha,Bhubaneswar,Child Immunization,Assam NRHM,167154,45824,238,3327,694,29,86,Health_Program
P16_173,2018,Q2,Rajasthan,Udaipur,Maternal Health,State Health Society Rajasthan,385514,8905,31,1009,258,23,85,Health_Program
P16_174,2017,Q2,Kerala,Thrissur,Child Immunization,CARE India,376283,8342,93,2697,774,180,95,Health_Program
P16_175,2016,Q1,Assam,Dibrugarh,TB Control,UNICEF India,93879,14504,23,2003,345,143,96,Health_Program
P16_176,2017,Q4,Rajasthan,Udaipur,Maternal Health,Assam NRHM,303195,36830,204,2363,56,46,78,Health_Program
P16_177,2016,Q3,Punjab,Patiala,Nutrition Program,State Health Society Rajasthan,147018,26925,78,3674,798,84,75,Health_Program
P16_178,2017,Q1,Rajasthan,Udaipur,TB Control,CARE India,125252,24719,137,2005,190,123,77,Health_Program
P16_179,2017,Q3,Punjab,Patiala,Malaria Control,Assam NRHM,191342,28674,199,3185,230,133,86,Health_Program
P17_0,2014,Q4,Assam,Silchar,Malaria Control,Kerala Health Department,159336,9642,69,3684,569,194,83,Health_Program
P17_1,2015,Q4,Punjab,Patiala,Child Immunization,UNICEF India,393336,11307,39,1985,215,63,72,Health_Program
P17_2,2015,Q3,Kerala,Thrissur,Maternal Health,State Health Society Rajasthan,378692,41420,188,4425,436,72,93,Health_Program
P17_3,2014,Q1,Punjab,Amritsar,TB Control,Assam NRHM,187779,17355,112,3753,267,134,88,Health_Program
P17_4,2015,Q2,Assam,Dibrugarh,TB Control,NHM Odisha,329965,12969,91,3908,218,19,68,Health_Program
P17_5,2016,Q1,Kerala,Kozhikode,Maternal Health,Assam NRHM,142473,21353,228,4618,533,136,94,Health_Program
P17_6,2015,Q4,Kerala,Thrissur,Nutrition Program,Kerala Health Department,230668,41961,130,3482,542,116,66,Health_Program
P17_7,2016,Q1,Odisha,Puri,TB Control,Punjab Health Mission,228652,7418,172,912,241,124,63,Health_Program
P17_8,2014,Q2,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,52271,7839,196,3219,200,56,83,Health_Program
P17_9,2015,Q3,Rajasthan,Jodhpur,TB Control,CARE India,81986,28135,164,1692,267,170,68,Health_Program
P17_10,2015,Q4,Rajasthan,Jodhpur,Maternal Health,CARE India,169372,6127,235,2567,528,44,86,Health_Program
P17_11,2016,Q1,Assam,Dibrugarh,TB Control,NHM Odisha,348095,8610,203,4886,611,4,66,Health_Program
P17_12,2014,Q4,Rajasthan,Udaipur,Child Immunization,NHM Odisha,338436,32285,169,3292,778,86,96,Health_Program
P17_13,2014,Q2,Assam,Silchar,Malaria Control,NHM Odisha,164069,44097,20,3178,489,63,65,Health_Program
P17_14,2015,Q3,Kerala,Kozhikode,Nutrition Program,State Health Society Rajasthan,251210,34602,158,266,338,13,94,Health_Program
P17_15,2015,Q4,Assam,Guwahati,Malaria Control,CARE India,397359,18851,250,2280,717,164,96,Health_Program
P17_16,2015,Q1,Assam,Silchar,Maternal Health,Kerala Health Department,300108,47265,235,3933,128,63,71,Health_Program
P17_17,2016,Q2,Rajasthan,Jaipur,Maternal Health,Assam NRHM,237021,11559,67,2630,714,101,79,Health_Program
P17_18,2016,Q3,Kerala,Thrissur,Malaria Control,State Health Society Rajasthan,381670,8919,241,4197,124,198,68,Health_Program
P17_19,2015,Q2,Kerala,Thrissur,TB Control,Assam NRHM,146580,35785,112,4889,639,188,63,Health_Program
P17_20,2015,Q2,Assam,Silchar,Maternal Health,UNICEF India,295428,39067,62,1493,771,137,89,Health_Program
P17_21,2016,Q2,Punjab,Ludhiana,Child Immunization,NHM Odisha,129571,6865,180,442,257,71,88,Health_Program
P17_22,2016,Q3,Assam,Dibrugarh,TB Control,UNICEF India,115909,23455,228,3255,664,72,72,Health_Program
P17_23,2015,Q4,Assam,Silchar,Maternal Health,Kerala Health Department,331626,13766,65,294,195,18,80,Health_Program
P17_24,2015,Q4,Kerala,Kozhikode,Maternal Health,Assam NRHM,300452,6473,27,1670,84,11,82,Health_Program
P17_25,2015,Q4,Odisha,Bhubaneswar,Malaria Control,State Health Society Rajasthan,305678,29586,72,3577,302,178,78,Health_Program
P17_26,2016,Q4,Kerala,Kochi,Child Immunization,Kerala Health Department,302262,9183,111,3480,515,43,76,Health_Program
P17_27,2014,Q3,Odisha,Puri,Malaria Control,UNICEF India,313285,5888,56,376,697,196,62,Health_Program
P17_28,2014,Q3,Assam,Silchar,Maternal Health,Assam NRHM,293120,34741,81,3016,108,99,88,Health_Program
P17_29,2015,Q3,Punjab,Ludhiana,Nutrition Program,State Health Society Rajasthan,164779,11539,232,2659,616,4,90,Health_Program
P17_30,2015,Q2,Odisha,Cuttack,Maternal Health,Assam NRHM,182875,8365,231,3492,795,124,78,Health_Program
P17_31,2016,Q2,Kerala,Kochi,Child Immunization,Kerala Health Department,182531,25104,192,3696,281,43,63,Health_Program
P17_32,2016,Q4,Assam,Silchar,TB Control,Punjab Health Mission,291791,32299,94,3843,520,3,85,Health_Program
P17_33,2016,Q4,Kerala,Kochi,Malaria Control,NHM Odisha,76608,21522,126,2145,763,62,84,Health_Program
P17_34,2014,Q2,Kerala,Kozhikode,Nutrition Program,NHM Odisha,64633,47516,145,3767,370,33,96,Health_Program
P17_35,2015,Q1,Rajasthan,Udaipur,Nutrition Program,CARE India,43378,31104,128,1143,489,48,95,Health_Program
P17_36,2016,Q4,Punjab,Ludhiana,Maternal Health,NHM Odisha,383668,35495,241,3915,571,130,89,Health_Program
P17_37,2016,Q2,Assam,Guwahati,Nutrition Program,Punjab Health Mission,144037,5796,220,1664,392,29,69,Health_Program
P17_38,2014,Q1,Assam,Dibrugarh,Nutrition Program,State Health Society Rajasthan,169317,35896,25,345,647,72,63,Health_Program
P17_39,2014,Q3,Kerala,Kochi,Malaria Control,Assam NRHM,288816,28424,233,838,527,59,94,Health_Program
P17_40,2014,Q3,Rajasthan,Jodhpur,TB Control,CARE India,122829,27989,24,3016,151,86,62,Health_Program
P17_41,2015,Q4,Rajasthan,Jaipur,Maternal Health,Assam NRHM,315008,27218,36,3040,132,11,78,Health_Program
P17_42,2016,Q4,Kerala,Thrissur,Nutrition Program,State Health Society Rajasthan,384858,25507,223,2261,784,199,60,Health_Program
P17_43,2015,Q4,Assam,Guwahati,Malaria Control,NHM Odisha,121773,30726,86,4306,72,138,62,Health_Program
P17_44,2014,Q4,Punjab,Amritsar,Maternal Health,NHM Odisha,75615,21599,124,569,90,82,66,Health_Program
P17_45,2016,Q4,Odisha,Bhubaneswar,Maternal Health,Assam NRHM,43745,46023,29,2844,351,103,88,Health_Program
P17_46,2016,Q4,Kerala,Kozhikode,TB Control,Kerala Health Department,246639,43044,180,4234,382,97,77,Health_Program
P17_47,2014,Q4,Assam,Silchar,Child Immunization,Assam NRHM,228507,46733,89,3150,464,36,68,Health_Program
P17_48,2016,Q3,Kerala,Kochi,Malaria Control,NHM Odisha,242245,14242,210,3502,612,18,91,Health_Program
P17_49,2015,Q1,Punjab,Ludhiana,Nutrition Program,UNICEF India,85572,22784,92,2225,455,41,61,Health_Program
P17_50,2014,Q3,Assam,Guwahati,Child Immunization,State Health Society Rajasthan,235831,27662,123,1710,549,90,67,Health_Program
P17_51,2015,Q1,Kerala,Thrissur,Nutrition Program,Kerala Health Department,374893,31748,40,1731,681,54,94,Health_Program
P17_52,2014,Q4,Assam,Guwahati,Maternal Health,NHM Odisha,67044,42027,42,375,205,66,62,Health_Program
P17_53,2015,Q1,Rajasthan,Jaipur,Malaria Control,UNICEF India,64043,28276,230,845,303,56,89,Health_Program
P17_54,2014,Q3,Rajasthan,Jodhpur,Malaria Control,State Health Society Rajasthan,275914,13951,97,3783,396,87,71,Health_Program
P17_55,2014,Q3,Odisha,Bhubaneswar,Malaria Control,Kerala Health Department,87552,17698,33,956,714,1,66,Health_Program
P17_56,2016,Q3,Assam,Dibrugarh,Maternal Health,Kerala Health Department,47147,31441,34,2861,449,70,73,Health_Program
P17_57,2015,Q3,Assam,Dibrugarh,TB Control,Kerala Health Department,198224,30778,94,270,415,167,73,Health_Program
P17_58,2014,Q1,Punjab,Amritsar,TB Control,Kerala Health Department,117723,29698,150,1477,552,96,87,Health_Program
P17_59,2016,Q2,Rajasthan,Jodhpur,Malaria Control,Kerala Health Department,353605,21169,249,2917,345,60,66,Health_Program
P17_60,2014,Q2,Punjab,Patiala,Child Immunization,NHM Odisha,310818,36903,135,3432,231,124,90,Health_Program
P17_61,2016,Q3,Rajasthan,Jodhpur,TB Control,Assam NRHM,335142,29671,31,4684,762,152,83,Health_Program
P17_62,2016,Q2,Assam,Dibrugarh,TB Control,CARE India,344653,15320,81,3676,231,193,66,Health_Program
P17_63,2014,Q3,Assam,Silchar,Malaria Control,Kerala Health Department,51269,18829,108,862,772,66,81,Health_Program
P17_64,2015,Q2,Punjab,Amritsar,Malaria Control,Assam NRHM,370768,33585,77,4615,372,172,80,Health_Program
P17_65,2015,Q3,Assam,Silchar,Child Immunization,State Health Society Rajasthan,178893,24757,81,1763,168,94,74,Health_Program
P17_66,2016,Q4,Odisha,Cuttack,Child Immunization,State Health Society Rajasthan,154847,25308,223,3551,433,132,79,Health_Program
P17_67,2015,Q3,Rajasthan,Jaipur,TB Control,UNICEF India,183917,43220,45,348,188,145,85,Health_Program
P17_68,2016,Q3,Punjab,Ludhiana,Malaria Control,UNICEF India,218086,27971,65,2671,711,146,98,Health_Program
P17_69,2015,Q3,Odisha,Puri,Child Immunization,Kerala Health Department,146160,23291,54,2971,534,67,93,Health_Program
P17_70,2015,Q3,Kerala,Kochi,Malaria Control,UNICEF India,319303,35882,86,3433,128,63,73,Health_Program
P17_71,2015,Q3,Rajasthan,Jodhpur,Malaria Control,State Health Society Rajasthan,388250,45924,32,2551,98,113,82,Health_Program
P17_72,2016,Q2,Kerala,Kochi,Child Immunization,NHM Odisha,160504,26949,86,1342,375,136,97,Health_Program
P17_73,2014,Q2,Kerala,Kochi,TB Control,CARE India,130091,46827,153,797,413,48,67,Health_Program
P17_74,2014,Q1,Odisha,Cuttack,Maternal Health,Assam NRHM,244803,11880,32,533,470,186,94,Health_Program
P17_75,2016,Q2,Assam,Silchar,Malaria Control,Assam NRHM,378524,26918,73,2598,589,11,69,Health_Program
P17_76,2015,Q1,Rajasthan,Jaipur,Nutrition Program,CARE India,295209,41039,190,3681,411,56,75,Health_Program
P17_77,2014,Q1,Assam,Silchar,Nutrition Program,CARE India,314813,27710,184,2397,603,192,92,Health_Program
P17_78,2014,Q3,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,47547,26516,183,4917,789,169,79,Health_Program
P17_79,2014,Q3,Assam,Silchar,Nutrition Program,Assam NRHM,223723,12278,243,3808,165,87,62,Health_Program
P17_80,2016,Q1,Rajasthan,Udaipur,Malaria Control,Assam NRHM,43670,40155,147,1128,263,185,69,Health_Program
P17_81,2016,Q2,Assam,Dibrugarh,Child Immunization,Kerala Health Department,107947,30104,141,3389,477,56,82,Health_Program
P17_82,2014,Q2,Odisha,Puri,Nutrition Program,CARE India,393326,11206,77,1694,658,181,75,Health_Program
P17_83,2016,Q4,Odisha,Puri,TB Control,State Health Society Rajasthan,389708,38787,93,1816,107,129,75,Health_Program
P17_84,2014,Q1,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,227935,30038,64,4499,161,53,65,Health_Program
P17_85,2014,Q2,Punjab,Patiala,Child Immunization,Kerala Health Department,78038,16482,41,1561,100,37,92,Health_Program
P17_86,2016,Q2,Assam,Dibrugarh,Maternal Health,UNICEF India,214140,24322,60,419,403,178,85,Health_Program
P17_87,2014,Q1,Rajasthan,Jodhpur,Nutrition Program,Punjab Health Mission,378148,48537,160,4954,605,124,83,Health_Program
P17_88,2015,Q4,Punjab,Ludhiana,Nutrition Program,UNICEF India,196147,30649,25,3005,784,82,72,Health_Program
P17_89,2015,Q4,Odisha,Cuttack,Malaria Control,Assam NRHM,198674,40437,107,2885,713,134,70,Health_Program
P17_90,2015,Q1,Kerala,Kochi,TB Control,State Health Society Rajasthan,283112,10671,199,3939,340,16,92,Health_Program
P17_91,2014,Q1,Punjab,Patiala,Nutrition Program,CARE India,114627,7830,209,4325,750,155,72,Health_Program
P17_92,2016,Q4,Assam,Guwahati,Maternal Health,Punjab Health Mission,367537,17657,186,3920,659,193,84,Health_Program
