NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
3021,Global Impact Foundation 3021,India,Education,Skill Development,www.globalimpactfoundation3021.foundation,contact@globalimpactfoundation3021.org,Medium,Funding
3022,Global Impact Foundation 3022,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation3022.ngo,contact@globalimpactfoundation3022.global,High,Pilot Testing
3023,Global Impact Foundation 3023,UK,Education,Disaster Relief,www.globalimpactfoundation3023.org,contact@globalimpactfoundation3023.ngo,High,Funding
3024,Global Impact Foundation 3024,Germany,Human Rights,Urban Support,www.globalimpactfoundation3024.ngo,contact@globalimpactfoundation3024.org,Low,Partnership
3025,Global Impact Foundation 3025,Kenya,Human Rights,Rural Development,www.globalimpactfoundation3025.global,contact@globalimpactfoundation3025.org,Low,Pilot Testing
3026,Global Impact Foundation 3026,Kenya,Child Welfare,Disaster Relief,www.globalimpactfoundation3026.org,contact@globalimpactfoundation3026.global,Medium,Funding
3027,Global Impact Foundation 3027,India,Health,Community Health,www.globalimpactfoundation3027.global,contact@globalimpactfoundation3027.org,Low,Outreach
3028,Global Impact Foundation 3028,South Africa,Education,Rural Development,www.globalimpactfoundation3028.ngo,contact@globalimpactfoundation3028.global,Medium,Pilot Testing
3029,Global Impact Foundation 3029,UK,Human Rights,Rural Development,www.globalimpactfoundation3029.ngo,contact@globalimpactfoundation3029.foundation,Low,Funding
3030,Global Impact Foundation 3030,South Africa,Women Empowerment,Community Health,www.globalimpactfoundation3030.foundation,contact@globalimpactfoundation3030.ngo,High,Funding
3031,Global Impact Foundation 3031,USA,Health,Disaster Relief,www.globalimpactfoundation3031.global,contact@globalimpactfoundation3031.org,Low,Outreach
3032,Global Impact Foundation 3032,Kenya,Poverty Relief,Disaster Relief,www.globalimpactfoundation3032.foundation,contact@globalimpactfoundation3032.global,Low,Funding
3033,Global Impact Foundation 3033,South Africa,Child Welfare,Policy Advocacy,www.globalimpactfoundation3033.global,contact@globalimpactfoundation3033.ngo,Medium,Pilot Testing
3034,Global Impact Foundation 3034,Australia,Education,Policy Advocacy,www.globalimpactfoundation3034.ngo,contact@globalimpactfoundation3034.foundation,High,Pilot Testing
3035,Global Impact Foundation 3035,UK,Poverty Relief,Urban Support,www.globalimpactfoundation3035.org,contact@globalimpactfoundation3035.org,Low,Outreach
3036,Global Impact Foundation 3036,South Africa,Child Welfare,Urban Support,www.globalimpactfoundation3036.global,contact@globalimpactfoundation3036.global,Low,Pilot Testing
3037,Global Impact Foundation 3037,Kenya,Human Rights,Rural Development,www.globalimpactfoundation3037.org,contact@globalimpactfoundation3037.foundation,Low,Partnership
3038,Global Impact Foundation 3038,Brazil,Child Welfare,Urban Support,www.globalimpactfoundation3038.org,contact@globalimpactfoundation3038.foundation,Low,Funding
3039,Global Impact Foundation 3039,Brazil,Health,Disaster Relief,www.globalimpactfoundation3039.org,contact@globalimpactfoundation3039.org,Medium,Funding
3040,Global Impact Foundation 3040,Australia,Women Empowerment,Community Health,www.globalimpactfoundation3040.global,contact@globalimpactfoundation3040.foundation,Low,Outreach
3041,Global Impact Foundation 3041,Australia,Child Welfare,Disaster Relief,www.globalimpactfoundation3041.global,contact@globalimpactfoundation3041.org,Medium,Pilot Testing
3042,Global Impact Foundation 3042,USA,Environment,Disaster Relief,www.globalimpactfoundation3042.global,contact@globalimpactfoundation3042.org,Medium,Partnership
3043,Global Impact Foundation 3043,Germany,Human Rights,Disaster Relief,www.globalimpactfoundation3043.org,contact@globalimpactfoundation3043.ngo,High,Partnership
3044,Global Impact Foundation 3044,UK,Environment,Urban Support,www.globalimpactfoundation3044.ngo,contact@globalimpactfoundation3044.ngo,Medium,Funding
3045,Global Impact Foundation 3045,Germany,Health,Disaster Relief,www.globalimpactfoundation3045.ngo,contact@globalimpactfoundation3045.org,Low,Outreach
3046,Global Impact Foundation 3046,Australia,Education,Community Health,www.globalimpactfoundation3046.ngo,contact@globalimpactfoundation3046.foundation,Low,Partnership
3047,Global Impact Foundation 3047,Kenya,Education,Skill Development,www.globalimpactfoundation3047.foundation,contact@globalimpactfoundation3047.org,Medium,Funding
3048,Global Impact Foundation 3048,Canada,Health,Disaster Relief,www.globalimpactfoundation3048.foundation,contact@globalimpactfoundation3048.org,Low,Outreach
3049,Global Impact Foundation 3049,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation3049.ngo,contact@globalimpactfoundation3049.global,Low,Partnership
3050,Global Impact Foundation 3050,South Africa,Health,Disaster Relief,www.globalimpactfoundation3050.global,contact@globalimpactfoundation3050.ngo,Low,Funding
3051,Global Impact Foundation 3051,Australia,Environment,Rural Development,www.globalimpactfoundation3051.ngo,contact@globalimpactfoundation3051.org,Medium,Pilot Testing
3052,Global Impact Foundation 3052,Germany,Human Rights,Rural Development,www.globalimpactfoundation3052.org,contact@globalimpactfoundation3052.ngo,High,Outreach
3053,Global Impact Foundation 3053,India,Education,Community Health,www.globalimpactfoundation3053.foundation,contact@globalimpactfoundation3053.foundation,High,Outreach
3054,Global Impact Foundation 3054,Canada,Human Rights,Skill Development,www.globalimpactfoundation3054.org,contact@globalimpactfoundation3054.global,Low,Partnership
3055,Global Impact Foundation 3055,Australia,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3055.foundation,contact@globalimpactfoundation3055.org,High,Partnership
3056,Global Impact Foundation 3056,Australia,Human Rights,Policy Advocacy,www.globalimpactfoundation3056.org,contact@globalimpactfoundation3056.global,High,Partnership
3057,Global Impact Foundation 3057,Germany,Human Rights,Policy Advocacy,www.globalimpactfoundation3057.ngo,contact@globalimpactfoundation3057.ngo,Low,Partnership
3058,Global Impact Foundation 3058,Germany,Women Empowerment,Rural Development,www.globalimpactfoundation3058.foundation,contact@globalimpactfoundation3058.global,Medium,Pilot Testing
3059,Global Impact Foundation 3059,Germany,Child Welfare,Urban Support,www.globalimpactfoundation3059.foundation,contact@globalimpactfoundation3059.org,Low,Funding
3060,Global Impact Foundation 3060,Australia,Women Empowerment,Urban Support,www.globalimpactfoundation3060.global,contact@globalimpactfoundation3060.org,Low,Funding
3061,Global Impact Foundation 3061,Kenya,Health,Urban Support,www.globalimpactfoundation3061.org,contact@globalimpactfoundation3061.foundation,High,Partnership
3062,Global Impact Foundation 3062,India,Poverty Relief,Community Health,www.globalimpactfoundation3062.org,contact@globalimpactfoundation3062.org,Low,Partnership
3063,Global Impact Foundation 3063,Germany,Poverty Relief,Urban Support,www.globalimpactfoundation3063.global,contact@globalimpactfoundation3063.ngo,Medium,Outreach
3064,Global Impact Foundation 3064,South Africa,Human Rights,Policy Advocacy,www.globalimpactfoundation3064.foundation,contact@globalimpactfoundation3064.global,Low,Outreach
3065,Global Impact Foundation 3065,South Africa,Education,Skill Development,www.globalimpactfoundation3065.ngo,contact@globalimpactfoundation3065.global,High,Pilot Testing
3066,Global Impact Foundation 3066,Kenya,Women Empowerment,Urban Support,www.globalimpactfoundation3066.ngo,contact@globalimpactfoundation3066.org,Low,Partnership
3067,Global Impact Foundation 3067,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation3067.ngo,contact@globalimpactfoundation3067.global,Medium,Funding
3068,Global Impact Foundation 3068,UK,Poverty Relief,Disaster Relief,www.globalimpactfoundation3068.org,contact@globalimpactfoundation3068.ngo,High,Pilot Testing
3069,Global Impact Foundation 3069,USA,Human Rights,Community Health,www.globalimpactfoundation3069.global,contact@globalimpactfoundation3069.org,Low,Partnership
3070,Global Impact Foundation 3070,UAE,Child Welfare,Community Health,www.globalimpactfoundation3070.org,contact@globalimpactfoundation3070.global,High,Partnership
3071,Global Impact Foundation 3071,South Africa,Women Empowerment,Rural Development,www.globalimpactfoundation3071.ngo,contact@globalimpactfoundation3071.foundation,Low,Funding
3072,Global Impact Foundation 3072,UAE,Environment,Community Health,www.globalimpactfoundation3072.global,contact@globalimpactfoundation3072.foundation,Medium,Pilot Testing
3073,Global Impact Foundation 3073,Canada,Human Rights,Policy Advocacy,www.globalimpactfoundation3073.global,contact@globalimpactfoundation3073.ngo,Medium,Funding
3074,Global Impact Foundation 3074,Germany,Women Empowerment,Urban Support,www.globalimpactfoundation3074.global,contact@globalimpactfoundation3074.ngo,Low,Partnership
3075,Global Impact Foundation 3075,South Africa,Child Welfare,Policy Advocacy,www.globalimpactfoundation3075.global,contact@globalimpactfoundation3075.global,Medium,Funding
3076,Global Impact Foundation 3076,Kenya,Human Rights,Community Health,www.globalimpactfoundation3076.org,contact@globalimpactfoundation3076.global,Low,Outreach
3077,Global Impact Foundation 3077,Australia,Women Empowerment,Rural Development,www.globalimpactfoundation3077.global,contact@globalimpactfoundation3077.foundation,Medium,Funding
3078,Global Impact Foundation 3078,Australia,Human Rights,Policy Advocacy,www.globalimpactfoundation3078.ngo,contact@globalimpactfoundation3078.org,High,Funding
3079,Global Impact Foundation 3079,Germany,Women Empowerment,Skill Development,www.globalimpactfoundation3079.foundation,contact@globalimpactfoundation3079.org,Low,Partnership
3080,Global Impact Foundation 3080,Germany,Human Rights,Skill Development,www.globalimpactfoundation3080.org,contact@globalimpactfoundation3080.org,High,Outreach
3081,Global Impact Foundation 3081,UAE,Poverty Relief,Policy Advocacy,www.globalimpactfoundation3081.ngo,contact@globalimpactfoundation3081.ngo,High,Outreach
3082,Global Impact Foundation 3082,USA,Women Empowerment,Rural Development,www.globalimpactfoundation3082.org,contact@globalimpactfoundation3082.global,Low,Partnership
3083,Global Impact Foundation 3083,USA,Health,Policy Advocacy,www.globalimpactfoundation3083.org,contact@globalimpactfoundation3083.foundation,High,Funding
3084,Global Impact Foundation 3084,Canada,Child Welfare,Policy Advocacy,www.globalimpactfoundation3084.foundation,contact@globalimpactfoundation3084.foundation,Low,Outreach
3085,Global Impact Foundation 3085,India,Education,Policy Advocacy,www.globalimpactfoundation3085.global,contact@globalimpactfoundation3085.ngo,Medium,Outreach
3086,Global Impact Foundation 3086,Australia,Human Rights,Community Health,www.globalimpactfoundation3086.ngo,contact@globalimpactfoundation3086.org,Medium,Pilot Testing
3087,Global Impact Foundation 3087,UAE,Education,Rural Development,www.globalimpactfoundation3087.ngo,contact@globalimpactfoundation3087.ngo,High,Outreach
3088,Global Impact Foundation 3088,Brazil,Education,Community Health,www.globalimpactfoundation3088.org,contact@globalimpactfoundation3088.global,High,Outreach
3089,Global Impact Foundation 3089,Australia,Education,Community Health,www.globalimpactfoundation3089.global,contact@globalimpactfoundation3089.global,Low,Outreach
3090,Global Impact Foundation 3090,USA,Health,Disaster Relief,www.globalimpactfoundation3090.org,contact@globalimpactfoundation3090.global,Low,Outreach
3091,Global Impact Foundation 3091,Germany,Child Welfare,Community Health,www.globalimpactfoundation3091.org,contact@globalimpactfoundation3091.global,Medium,Pilot Testing
3092,Global Impact Foundation 3092,UAE,Environment,Disaster Relief,www.globalimpactfoundation3092.foundation,contact@globalimpactfoundation3092.global,Low,Outreach
3093,Global Impact Foundation 3093,South Africa,Poverty Relief,Rural Development,www.globalimpactfoundation3093.global,contact@globalimpactfoundation3093.foundation,Medium,Partnership
3094,Global Impact Foundation 3094,Canada,Education,Skill Development,www.globalimpactfoundation3094.org,contact@globalimpactfoundation3094.global,Medium,Pilot Testing
3095,Global Impact Foundation 3095,USA,Health,Disaster Relief,www.globalimpactfoundation3095.foundation,contact@globalimpactfoundation3095.global,High,Funding
3096,Global Impact Foundation 3096,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation3096.org,contact@globalimpactfoundation3096.ngo,Medium,Partnership
3097,Global Impact Foundation 3097,Kenya,Human Rights,Skill Development,www.globalimpactfoundation3097.foundation,contact@globalimpactfoundation3097.ngo,Low,Funding
3098,Global Impact Foundation 3098,UK,Environment,Urban Support,www.globalimpactfoundation3098.ngo,contact@globalimpactfoundation3098.org,Low,Funding
3099,Global Impact Foundation 3099,UK,Poverty Relief,Skill Development,www.globalimpactfoundation3099.global,contact@globalimpactfoundation3099.global,High,Funding
3100,Global Impact Foundation 3100,Germany,Environment,Policy Advocacy,www.globalimpactfoundation3100.foundation,contact@globalimpactfoundation3100.foundation,High,Partnership
3101,Global Impact Foundation 3101,Kenya,Human Rights,Disaster Relief,www.globalimpactfoundation3101.global,contact@globalimpactfoundation3101.global,High,Pilot Testing
3102,Global Impact Foundation 3102,Kenya,Poverty Relief,Skill Development,www.globalimpactfoundation3102.org,contact@globalimpactfoundation3102.org,Medium,Pilot Testing
3103,Global Impact Foundation 3103,Germany,Poverty Relief,Policy Advocacy,www.globalimpactfoundation3103.global,contact@globalimpactfoundation3103.ngo,Medium,Partnership
3104,Global Impact Foundation 3104,Germany,Education,Urban Support,www.globalimpactfoundation3104.foundation,contact@globalimpactfoundation3104.org,High,Outreach
3105,Global Impact Foundation 3105,India,Human Rights,Community Health,www.globalimpactfoundation3105.ngo,contact@globalimpactfoundation3105.global,Low,Funding
3106,Global Impact Foundation 3106,UAE,Poverty Relief,Skill Development,www.globalimpactfoundation3106.org,contact@globalimpactfoundation3106.ngo,Low,Pilot Testing
3107,Global Impact Foundation 3107,UK,Environment,Community Health,www.globalimpactfoundation3107.org,contact@globalimpactfoundation3107.foundation,High,Funding
3108,Global Impact Foundation 3108,Australia,Child Welfare,Rural Development,www.globalimpactfoundation3108.foundation,contact@globalimpactfoundation3108.ngo,Low,Funding
3109,Global Impact Foundation 3109,Brazil,Environment,Skill Development,www.globalimpactfoundation3109.global,contact@globalimpactfoundation3109.foundation,Low,Partnership
3110,Global Impact Foundation 3110,Canada,Women Empowerment,Skill Development,www.globalimpactfoundation3110.global,contact@globalimpactfoundation3110.ngo,High,Partnership
3111,Global Impact Foundation 3111,Australia,Child Welfare,Rural Development,www.globalimpactfoundation3111.foundation,contact@globalimpactfoundation3111.ngo,Low,Partnership
3112,Global Impact Foundation 3112,Canada,Poverty Relief,Disaster Relief,www.globalimpactfoundation3112.foundation,contact@globalimpactfoundation3112.foundation,High,Outreach
3113,Global Impact Foundation 3113,India,Women Empowerment,Disaster Relief,www.globalimpactfoundation3113.org,contact@globalimpactfoundation3113.org,High,Pilot Testing
3114,Global Impact Foundation 3114,South Africa,Child Welfare,Skill Development,www.globalimpactfoundation3114.foundation,contact@globalimpactfoundation3114.org,Medium,Partnership
3115,Global Impact Foundation 3115,Brazil,Child Welfare,Community Health,www.globalimpactfoundation3115.ngo,contact@globalimpactfoundation3115.global,High,Outreach
3116,Global Impact Foundation 3116,Kenya,Education,Community Health,www.globalimpactfoundation3116.org,contact@globalimpactfoundation3116.global,Low,Partnership
3117,Global Impact Foundation 3117,USA,Women Empowerment,Community Health,www.globalimpactfoundation3117.ngo,contact@globalimpactfoundation3117.global,High,Outreach
3118,Global Impact Foundation 3118,Brazil,Women Empowerment,Rural Development,www.globalimpactfoundation3118.org,contact@globalimpactfoundation3118.foundation,Medium,Pilot Testing
3119,Global Impact Foundation 3119,South Africa,Environment,Community Health,www.globalimpactfoundation3119.global,contact@globalimpactfoundation3119.ngo,High,Funding
3120,Global Impact Foundation 3120,India,Environment,Urban Support,www.globalimpactfoundation3120.ngo,contact@globalimpactfoundation3120.org,High,Funding
3121,Global Impact Foundation 3121,UAE,Health,Skill Development,www.globalimpactfoundation3121.global,contact@globalimpactfoundation3121.org,High,Funding
3122,Global Impact Foundation 3122,Kenya,Poverty Relief,Disaster Relief,www.globalimpactfoundation3122.ngo,contact@globalimpactfoundation3122.org,High,Pilot Testing
3123,Global Impact Foundation 3123,USA,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3123.ngo,contact@globalimpactfoundation3123.global,Low,Outreach
3124,Global Impact Foundation 3124,Australia,Women Empowerment,Urban Support,www.globalimpactfoundation3124.org,contact@globalimpactfoundation3124.ngo,Medium,Funding
3125,Global Impact Foundation 3125,South Africa,Education,Disaster Relief,www.globalimpactfoundation3125.foundation,contact@globalimpactfoundation3125.ngo,Medium,Pilot Testing
3126,Global Impact Foundation 3126,Canada,Environment,Skill Development,www.globalimpactfoundation3126.ngo,contact@globalimpactfoundation3126.global,Medium,Partnership
3127,Global Impact Foundation 3127,Kenya,Poverty Relief,Skill Development,www.globalimpactfoundation3127.foundation,contact@globalimpactfoundation3127.org,High,Partnership
3128,Global Impact Foundation 3128,USA,Human Rights,Rural Development,www.globalimpactfoundation3128.ngo,contact@globalimpactfoundation3128.global,Medium,Outreach
3129,Global Impact Foundation 3129,Brazil,Environment,Community Health,www.globalimpactfoundation3129.global,contact@globalimpactfoundation3129.org,Medium,Funding
3130,Global Impact Foundation 3130,South Africa,Women Empowerment,Community Health,www.globalimpactfoundation3130.org,contact@globalimpactfoundation3130.org,Low,Pilot Testing
3131,Global Impact Foundation 3131,South Africa,Women Empowerment,Urban Support,www.globalimpactfoundation3131.org,contact@globalimpactfoundation3131.ngo,Medium,Funding
3132,Global Impact Foundation 3132,Kenya,Women Empowerment,Urban Support,www.globalimpactfoundation3132.global,contact@globalimpactfoundation3132.global,Low,Pilot Testing
3133,Global Impact Foundation 3133,Canada,Child Welfare,Rural Development,www.globalimpactfoundation3133.foundation,contact@globalimpactfoundation3133.org,High,Pilot Testing
3134,Global Impact Foundation 3134,USA,Women Empowerment,Disaster Relief,www.globalimpactfoundation3134.foundation,contact@globalimpactfoundation3134.global,Medium,Outreach
3135,Global Impact Foundation 3135,Brazil,Education,Disaster Relief,www.globalimpactfoundation3135.global,contact@globalimpactfoundation3135.ngo,High,Partnership
3136,Global Impact Foundation 3136,Australia,Human Rights,Skill Development,www.globalimpactfoundation3136.ngo,contact@globalimpactfoundation3136.org,Low,Funding
3137,Global Impact Foundation 3137,Kenya,Education,Policy Advocacy,www.globalimpactfoundation3137.ngo,contact@globalimpactfoundation3137.ngo,Low,Partnership
3138,Global Impact Foundation 3138,USA,Women Empowerment,Skill Development,www.globalimpactfoundation3138.ngo,contact@globalimpactfoundation3138.org,High,Partnership
3139,Global Impact Foundation 3139,USA,Human Rights,Disaster Relief,www.globalimpactfoundation3139.global,contact@globalimpactfoundation3139.global,Medium,Outreach
3140,Global Impact Foundation 3140,Kenya,Education,Skill Development,www.globalimpactfoundation3140.global,contact@globalimpactfoundation3140.ngo,High,Partnership
3141,Global Impact Foundation 3141,South Africa,Education,Disaster Relief,www.globalimpactfoundation3141.ngo,contact@globalimpactfoundation3141.foundation,High,Partnership
3142,Global Impact Foundation 3142,Kenya,Environment,Community Health,www.globalimpactfoundation3142.ngo,contact@globalimpactfoundation3142.org,Low,Partnership
3143,Global Impact Foundation 3143,Germany,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3143.global,contact@globalimpactfoundation3143.global,High,Outreach
3144,Global Impact Foundation 3144,India,Child Welfare,Disaster Relief,www.globalimpactfoundation3144.foundation,contact@globalimpactfoundation3144.ngo,Medium,Outreach
3145,Global Impact Foundation 3145,UK,Human Rights,Rural Development,www.globalimpactfoundation3145.foundation,contact@globalimpactfoundation3145.foundation,Medium,Pilot Testing
3146,Global Impact Foundation 3146,Germany,Health,Urban Support,www.globalimpactfoundation3146.org,contact@globalimpactfoundation3146.ngo,Medium,Pilot Testing
3147,Global Impact Foundation 3147,UK,Poverty Relief,Community Health,www.globalimpactfoundation3147.ngo,contact@globalimpactfoundation3147.ngo,High,Pilot Testing
3148,Global Impact Foundation 3148,Brazil,Women Empowerment,Skill Development,www.globalimpactfoundation3148.foundation,contact@globalimpactfoundation3148.foundation,Low,Pilot Testing
3149,Global Impact Foundation 3149,USA,Child Welfare,Community Health,www.globalimpactfoundation3149.foundation,contact@globalimpactfoundation3149.org,High,Funding
3150,Global Impact Foundation 3150,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation3150.foundation,contact@globalimpactfoundation3150.org,Low,Outreach
3151,Global Impact Foundation 3151,UAE,Education,Urban Support,www.globalimpactfoundation3151.org,contact@globalimpactfoundation3151.ngo,High,Outreach
3152,Global Impact Foundation 3152,UAE,Child Welfare,Urban Support,www.globalimpactfoundation3152.ngo,contact@globalimpactfoundation3152.global,Low,Pilot Testing
3153,Global Impact Foundation 3153,UK,Poverty Relief,Disaster Relief,www.globalimpactfoundation3153.global,contact@globalimpactfoundation3153.global,High,Partnership
3154,Global Impact Foundation 3154,USA,Poverty Relief,Skill Development,www.globalimpactfoundation3154.ngo,contact@globalimpactfoundation3154.foundation,Low,Partnership
3155,Global Impact Foundation 3155,Kenya,Child Welfare,Disaster Relief,www.globalimpactfoundation3155.org,contact@globalimpactfoundation3155.foundation,High,Outreach
3156,Global Impact Foundation 3156,Brazil,Environment,Rural Development,www.globalimpactfoundation3156.foundation,contact@globalimpactfoundation3156.global,Medium,Partnership
3157,Global Impact Foundation 3157,Brazil,Education,Rural Development,www.globalimpactfoundation3157.org,contact@globalimpactfoundation3157.ngo,Medium,Outreach
3158,Global Impact Foundation 3158,India,Education,Rural Development,www.globalimpactfoundation3158.org,contact@globalimpactfoundation3158.org,Medium,Pilot Testing
3159,Global Impact Foundation 3159,USA,Poverty Relief,Policy Advocacy,www.globalimpactfoundation3159.foundation,contact@globalimpactfoundation3159.foundation,Medium,Partnership
3160,Global Impact Foundation 3160,UAE,Environment,Skill Development,www.globalimpactfoundation3160.foundation,contact@globalimpactfoundation3160.org,Medium,Outreach
3161,Global Impact Foundation 3161,UAE,Child Welfare,Disaster Relief,www.globalimpactfoundation3161.org,contact@globalimpactfoundation3161.global,Low,Outreach
3162,Global Impact Foundation 3162,Canada,Environment,Policy Advocacy,www.globalimpactfoundation3162.org,contact@globalimpactfoundation3162.org,Low,Outreach
3163,Global Impact Foundation 3163,USA,Poverty Relief,Urban Support,www.globalimpactfoundation3163.org,contact@globalimpactfoundation3163.global,Low,Outreach
3164,Global Impact Foundation 3164,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation3164.global,contact@globalimpactfoundation3164.ngo,Medium,Partnership
3165,Global Impact Foundation 3165,USA,Education,Rural Development,www.globalimpactfoundation3165.ngo,contact@globalimpactfoundation3165.global,Medium,Funding
3166,Global Impact Foundation 3166,India,Health,Community Health,www.globalimpactfoundation3166.global,contact@globalimpactfoundation3166.foundation,Medium,Funding
3167,Global Impact Foundation 3167,Canada,Health,Disaster Relief,www.globalimpactfoundation3167.ngo,contact@globalimpactfoundation3167.org,High,Partnership
3168,Global Impact Foundation 3168,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation3168.foundation,contact@globalimpactfoundation3168.ngo,Medium,Partnership
3169,Global Impact Foundation 3169,UK,Health,Urban Support,www.globalimpactfoundation3169.ngo,contact@globalimpactfoundation3169.ngo,Low,Partnership
3170,Global Impact Foundation 3170,Brazil,Health,Urban Support,www.globalimpactfoundation3170.org,contact@globalimpactfoundation3170.ngo,Medium,Funding
3171,Global Impact Foundation 3171,Brazil,Women Empowerment,Community Health,www.globalimpactfoundation3171.org,contact@globalimpactfoundation3171.global,High,Pilot Testing
3172,Global Impact Foundation 3172,Brazil,Education,Community Health,www.globalimpactfoundation3172.org,contact@globalimpactfoundation3172.ngo,Medium,Funding
3173,Global Impact Foundation 3173,Australia,Women Empowerment,Rural Development,www.globalimpactfoundation3173.global,contact@globalimpactfoundation3173.global,Low,Pilot Testing
3174,Global Impact Foundation 3174,Kenya,Child Welfare,Urban Support,www.globalimpactfoundation3174.ngo,contact@globalimpactfoundation3174.foundation,High,Funding
3175,Global Impact Foundation 3175,South Africa,Human Rights,Rural Development,www.globalimpactfoundation3175.global,contact@globalimpactfoundation3175.ngo,Low,Funding
3176,Global Impact Foundation 3176,USA,Women Empowerment,Rural Development,www.globalimpactfoundation3176.foundation,contact@globalimpactfoundation3176.ngo,Medium,Pilot Testing
3177,Global Impact Foundation 3177,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation3177.foundation,contact@globalimpactfoundation3177.ngo,Low,Partnership
3178,Global Impact Foundation 3178,South Africa,Child Welfare,Skill Development,www.globalimpactfoundation3178.org,contact@globalimpactfoundation3178.org,Low,Funding
3179,Global Impact Foundation 3179,South Africa,Environment,Policy Advocacy,www.globalimpactfoundation3179.foundation,contact@globalimpactfoundation3179.org,Low,Pilot Testing
3180,Global Impact Foundation 3180,India,Child Welfare,Rural Development,www.globalimpactfoundation3180.foundation,contact@globalimpactfoundation3180.foundation,Low,Funding
3181,Global Impact Foundation 3181,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation3181.org,contact@globalimpactfoundation3181.ngo,Medium,Partnership
3182,Global Impact Foundation 3182,Canada,Women Empowerment,Disaster Relief,www.globalimpactfoundation3182.org,contact@globalimpactfoundation3182.org,Medium,Outreach
3183,Global Impact Foundation 3183,Canada,Women Empowerment,Disaster Relief,www.globalimpactfoundation3183.global,contact@globalimpactfoundation3183.global,Medium,Pilot Testing
3184,Global Impact Foundation 3184,Germany,Health,Rural Development,www.globalimpactfoundation3184.foundation,contact@globalimpactfoundation3184.foundation,Medium,Pilot Testing
3185,Global Impact Foundation 3185,Kenya,Environment,Skill Development,www.globalimpactfoundation3185.ngo,contact@globalimpactfoundation3185.org,High,Outreach
3186,Global Impact Foundation 3186,India,Health,Skill Development,www.globalimpactfoundation3186.ngo,contact@globalimpactfoundation3186.global,Medium,Outreach
3187,Global Impact Foundation 3187,Germany,Environment,Skill Development,www.globalimpactfoundation3187.global,contact@globalimpactfoundation3187.foundation,Low,Outreach
3188,Global Impact Foundation 3188,South Africa,Education,Community Health,www.globalimpactfoundation3188.foundation,contact@globalimpactfoundation3188.ngo,Low,Outreach
3189,Global Impact Foundation 3189,USA,Education,Disaster Relief,www.globalimpactfoundation3189.foundation,contact@globalimpactfoundation3189.global,Low,Partnership
3190,Global Impact Foundation 3190,USA,Human Rights,Community Health,www.globalimpactfoundation3190.org,contact@globalimpactfoundation3190.global,Medium,Pilot Testing
3191,Global Impact Foundation 3191,UAE,Women Empowerment,Urban Support,www.globalimpactfoundation3191.global,contact@globalimpactfoundation3191.foundation,Low,Outreach
3192,Global Impact Foundation 3192,Canada,Environment,Rural Development,www.globalimpactfoundation3192.org,contact@globalimpactfoundation3192.foundation,Low,Funding
3193,Global Impact Foundation 3193,Kenya,Human Rights,Disaster Relief,www.globalimpactfoundation3193.org,contact@globalimpactfoundation3193.org,High,Funding
3194,Global Impact Foundation 3194,USA,Women Empowerment,Policy Advocacy,www.globalimpactfoundation3194.foundation,contact@globalimpactfoundation3194.global,High,Outreach
3195,Global Impact Foundation 3195,Kenya,Human Rights,Skill Development,www.globalimpactfoundation3195.org,contact@globalimpactfoundation3195.global,Low,Partnership
3196,Global Impact Foundation 3196,India,Health,Disaster Relief,www.globalimpactfoundation3196.ngo,contact@globalimpactfoundation3196.org,High,Pilot Testing
3197,Global Impact Foundation 3197,UK,Human Rights,Community Health,www.globalimpactfoundation3197.foundation,contact@globalimpactfoundation3197.ngo,Low,Funding
3198,Global Impact Foundation 3198,Canada,Human Rights,Disaster Relief,www.globalimpactfoundation3198.ngo,contact@globalimpactfoundation3198.ngo,Medium,Partnership
3199,Global Impact Foundation 3199,Germany,Education,Skill Development,www.globalimpactfoundation3199.org,contact@globalimpactfoundation3199.org,Low,Funding
3200,Global Impact Foundation 3200,Germany,Human Rights,Urban Support,www.globalimpactfoundation3200.global,contact@globalimpactfoundation3200.foundation,Low,Funding
3201,Global Impact Foundation 3201,UK,Human Rights,Policy Advocacy,www.globalimpactfoundation3201.global,contact@globalimpactfoundation3201.foundation,Low,Pilot Testing
3202,Global Impact Foundation 3202,USA,Child Welfare,Disaster Relief,www.globalimpactfoundation3202.org,contact@globalimpactfoundation3202.global,Medium,Partnership
3203,Global Impact Foundation 3203,UK,Women Empowerment,Community Health,www.globalimpactfoundation3203.org,contact@globalimpactfoundation3203.ngo,Low,Pilot Testing
3204,Global Impact Foundation 3204,UAE,Human Rights,Policy Advocacy,www.globalimpactfoundation3204.ngo,contact@globalimpactfoundation3204.foundation,Low,Pilot Testing
