Record_ID,Year,Month,State,District,Data_Source,Population,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases
REC0600,2024,Jan,Maharashtra,Pune,National Health Mission (NHM),127334,743,1452,158,135,88
REC0601,2021,May,Maharashtra,Mumbai,NFHS Survey,193815,321,491,117,130,62
REC0602,2022,Mar,Karnataka,Mysuru,Doctors For You,102875,681,669,141,83,99
REC0603,2023,Jun,Tamil Nadu,Madurai,HMIS Portal India,98288,534,355,172,100,18
REC0604,2023,Feb,Maharashtra,Pune,National Health Mission (NHM),164232,971,754,114,111,48
REC0605,2022,Mar,Karnataka,Mysuru,WHO India,112273,326,782,69,114,67
REC0606,2023,Mar,Uttar Pradesh,Lucknow,Doctors For You,138437,655,324,52,96,12
REC0607,2021,Apr,Uttar Pradesh,Lucknow,Smile Foundation,95448,364,583,180,86,47
REC0608,2025,Apr,Karnataka,Mysuru,HMIS Portal India,118472,103,214,47,139,40
REC0609,2025,May,Tamil Nadu,Madurai,Smile Foundation,77261,653,1428,74,60,76
REC0610,2024,May,Maharashtra,Mumbai,CARE India,163764,931,1257,200,50,18
REC0611,2025,May,Uttar Pradesh,Lucknow,NFHS Survey,176581,706,1325,197,117,6
REC0612,2025,Mar,Maharashtra,Pune,NFHS Survey,76336,803,689,51,78,77
REC0613,2023,Apr,Uttar Pradesh,Varanasi,Doctors For You,181388,821,602,61,86,96
REC0614,2023,Jun,Karnataka,Mysuru,HMIS Portal India,120275,242,222,82,136,93
REC0615,2022,Feb,Uttar Pradesh,Varanasi,National Health Mission (NHM),52431,888,919,9,89,73
REC0616,2023,May,Karnataka,Bengaluru,National Health Mission (NHM),58205,468,1033,170,98,57
REC0617,2025,Mar,Tamil Nadu,Chennai,Doctors For You,184435,634,675,187,43,94
REC0618,2024,Jun,Tamil Nadu,Madurai,HMIS Portal India,85161,539,697,107,10,31
REC0619,2023,Jan,Uttar Pradesh,Lucknow,WHO India,115368,870,1059,91,74,16
REC0620,2021,Mar,Maharashtra,Pune,HMIS Portal India,78253,592,735,183,121,28
REC0621,2023,Jan,Uttar Pradesh,Varanasi,National Health Mission (NHM),135662,573,672,60,45,5
REC0622,2025,Jun,Uttar Pradesh,Lucknow,NFHS Survey,91913,116,248,87,104,8
REC0623,2024,Jan,Maharashtra,Mumbai,WHO India,80025,559,1395,125,140,85
REC0624,2023,Apr,Maharashtra,Mumbai,National Health Mission (NHM),185852,299,918,51,112,10
REC0625,2024,Jan,Uttar Pradesh,Lucknow,WHO India,149094,326,677,157,69,37
REC0626,2025,Apr,Karnataka,Bengaluru,CARE India,152121,352,224,24,137,69
REC0627,2021,May,Uttar Pradesh,Lucknow,National Health Mission (NHM),169832,728,896,139,122,54
REC0628,2024,Apr,Maharashtra,Mumbai,Doctors For You,134137,692,517,113,1,88
REC0629,2022,Mar,Karnataka,Bengaluru,HMIS Portal India,102984,426,1497,114,32,21
REC0630,2025,Mar,Tamil Nadu,Chennai,HMIS Portal India,141904,587,472,96,26,24
REC0631,2022,Jan,Karnataka,Bengaluru,NFHS Survey,60678,466,653,10,116,86
REC0632,2025,Jan,Uttar Pradesh,Varanasi,Smile Foundation,133341,624,1174,37,149,43
REC0633,2024,Mar,Maharashtra,Pune,WHO India,147334,677,1416,171,7,52
REC0634,2021,Jan,Maharashtra,Pune,NFHS Survey,166501,543,910,150,70,87
REC0635,2021,Jan,Tamil Nadu,Chennai,Smile Foundation,87675,451,962,0,59,24
REC0636,2024,Jan,Tamil Nadu,Madurai,Smile Foundation,102323,476,1313,130,83,46
REC0637,2025,Mar,Karnataka,Bengaluru,Smile Foundation,155476,217,1499,117,12,19
REC0638,2022,Jun,Tamil Nadu,Madurai,NFHS Survey,132385,369,548,140,4,71
REC0639,2024,Feb,Tamil Nadu,Chennai,WHO India,57082,590,1222,169,76,70
REC0640,2024,Jan,Maharashtra,Mumbai,National Health Mission (NHM),77617,866,1345,49,57,61
REC0641,2024,Apr,Maharashtra,Mumbai,CARE India,196066,509,1207,166,43,29
REC0642,2022,May,Maharashtra,Mumbai,National Health Mission (NHM),82264,775,1313,50,82,88
REC0643,2022,Mar,Tamil Nadu,Chennai,WHO India,55882,991,1210,88,62,19
REC0644,2023,Apr,Maharashtra,Pune,WHO India,155743,506,1063,181,49,38
REC0645,2024,Apr,Tamil Nadu,Chennai,NFHS Survey,106168,176,613,172,143,57
REC0646,2023,Jan,Tamil Nadu,Chennai,Smile Foundation,158474,864,1431,166,98,41
REC0647,2021,Feb,Tamil Nadu,Madurai,HMIS Portal India,130974,809,989,105,134,90
REC0648,2024,Jun,Maharashtra,Pune,HMIS Portal India,73579,776,1040,46,131,50
REC0649,2025,Jun,Uttar Pradesh,Varanasi,National Health Mission (NHM),161519,291,793,109,41,69
REC0650,2024,Apr,Maharashtra,Mumbai,CARE India,193361,728,936,14,32,56
REC0651,2025,May,Uttar Pradesh,Varanasi,CARE India,116762,107,1496,193,131,81
REC0652,2022,Jun,Tamil Nadu,Chennai,NFHS Survey,107744,117,345,105,119,35
REC0653,2021,Mar,Karnataka,Bengaluru,National Health Mission (NHM),166868,870,815,80,149,67
REC0654,2022,Mar,Karnataka,Mysuru,NFHS Survey,77938,332,406,151,20,41
REC0655,2022,Mar,Uttar Pradesh,Varanasi,HMIS Portal India,176258,641,576,110,34,27
REC0656,2021,Apr,Uttar Pradesh,Varanasi,National Health Mission (NHM),68652,684,1065,133,113,16
REC0657,2024,Apr,Karnataka,Bengaluru,HMIS Portal India,77854,681,1361,194,27,87
REC0658,2023,Jan,Karnataka,Mysuru,CARE India,101947,665,282,108,132,7
REC0659,2021,Jun,Karnataka,Mysuru,National Health Mission (NHM),77024,279,260,115,120,11
REC0660,2021,Apr,Maharashtra,Mumbai,Smile Foundation,148648,144,271,127,58,34
REC0661,2024,Jun,Uttar Pradesh,Varanasi,National Health Mission (NHM),115475,414,1177,156,79,55
REC0662,2021,Apr,Uttar Pradesh,Varanasi,WHO India,140509,566,252,82,33,26
REC0663,2025,Apr,Uttar Pradesh,Varanasi,Doctors For You,122980,705,848,182,81,21
REC0664,2022,Jun,Maharashtra,Pune,NFHS Survey,137629,670,1021,35,58,97
REC0665,2025,May,Uttar Pradesh,Varanasi,National Health Mission (NHM),155929,303,739,84,133,22
REC0666,2023,Apr,Uttar Pradesh,Lucknow,NFHS Survey,60095,968,502,28,127,60
REC0667,2025,Apr,Maharashtra,Pune,CARE India,134030,444,1466,113,130,5
REC0668,2024,Jun,Uttar Pradesh,Varanasi,Smile Foundation,176331,503,425,96,144,18
REC0669,2025,Jun,Karnataka,Bengaluru,NFHS Survey,199173,176,588,99,40,0
REC0670,2025,Jun,Tamil Nadu,Madurai,NFHS Survey,134481,539,854,177,121,33
REC0671,2024,Feb,Tamil Nadu,Madurai,Doctors For You,140179,613,841,114,36,85
REC0672,2021,Mar,Tamil Nadu,Madurai,HMIS Portal India,196931,130,1258,105,121,69
REC0673,2021,Feb,Uttar Pradesh,Varanasi,Smile Foundation,97786,112,464,92,40,19
REC0674,2021,Mar,Uttar Pradesh,Varanasi,WHO India,163436,250,1258,72,112,46
REC0675,2024,May,Uttar Pradesh,Lucknow,National Health Mission (NHM),77057,192,665,146,21,88
REC0676,2023,May,Maharashtra,Mumbai,Smile Foundation,133753,359,736,184,87,69
REC0677,2025,Jan,Maharashtra,Mumbai,NFHS Survey,69486,786,1430,2,86,9
REC0678,2024,Jan,Maharashtra,Mumbai,National Health Mission (NHM),127934,671,441,83,14,48
REC0679,2024,Mar,Maharashtra,Mumbai,Doctors For You,74937,783,838,126,79,85
REC0680,2025,Mar,Maharashtra,Pune,Doctors For You,130447,343,280,169,77,11
REC0681,2021,Feb,Karnataka,Mysuru,National Health Mission (NHM),97930,275,1430,24,4,100
REC0682,2022,Apr,Uttar Pradesh,Lucknow,Smile Foundation,141789,533,997,178,119,75
REC0683,2021,Feb,Karnataka,Mysuru,National Health Mission (NHM),108925,948,1137,166,144,78
REC0684,2023,Apr,Maharashtra,Pune,Smile Foundation,111044,405,385,75,36,88
REC0685,2025,Mar,Uttar Pradesh,Lucknow,HMIS Portal India,107099,764,716,187,38,61
REC0686,2022,Jun,Karnataka,Mysuru,WHO India,186138,988,289,46,82,13
REC0687,2021,Apr,Uttar Pradesh,Lucknow,NFHS Survey,125451,254,1432,101,131,44
REC0688,2022,Jun,Tamil Nadu,Madurai,Smile Foundation,104943,393,948,194,67,91
REC0689,2023,Feb,Uttar Pradesh,Lucknow,NFHS Survey,162084,528,316,32,8,84
REC0690,2021,Feb,Maharashtra,Pune,Smile Foundation,148644,910,1154,167,23,26
REC0691,2024,Mar,Maharashtra,Mumbai,Smile Foundation,188776,368,715,121,21,63
REC0692,2024,Jan,Tamil Nadu,Madurai,NFHS Survey,133296,299,348,77,3,20
REC0693,2024,Mar,Uttar Pradesh,Lucknow,NFHS Survey,140326,703,914,161,140,99
REC0694,2022,Apr,Uttar Pradesh,Varanasi,NFHS Survey,113878,553,1100,115,39,38
REC0695,2024,Mar,Tamil Nadu,Madurai,HMIS Portal India,54181,455,352,90,69,74
REC0696,2025,May,Karnataka,Bengaluru,WHO India,119018,894,757,130,17,59
REC0697,2021,Mar,Tamil Nadu,Chennai,Smile Foundation,64572,831,495,46,13,21
REC0698,2024,May,Maharashtra,Pune,WHO India,175186,114,991,12,90,77
REC0699,2021,Apr,Maharashtra,Mumbai,HMIS Portal India,117637,166,501,160,121,99
REC0700,2024,Jun,Uttar Pradesh,Varanasi,HMIS Portal India,116339,477,807,123,21,55
REC0701,2022,Jan,Karnataka,Mysuru,WHO India,91053,498,1028,93,4,2
REC0702,2024,May,Karnataka,Bengaluru,Smile Foundation,117970,674,1422,182,130,59
REC0703,2022,Jun,Tamil Nadu,Madurai,Doctors For You,122147,125,588,23,30,52
REC0704,2023,Feb,Tamil Nadu,Chennai,Smile Foundation,119166,429,675,169,139,96
REC0705,2022,Apr,Karnataka,Mysuru,NFHS Survey,77891,866,762,68,122,78
REC0706,2025,Jan,Tamil Nadu,Chennai,WHO India,110094,755,698,105,62,1
REC0707,2021,Feb,Karnataka,Bengaluru,National Health Mission (NHM),189603,551,1315,35,24,35
REC0708,2021,Mar,Karnataka,Bengaluru,NFHS Survey,122507,842,222,155,28,44
REC0709,2021,Mar,Karnataka,Bengaluru,NFHS Survey,188564,241,393,179,102,81
REC0710,2023,Apr,Uttar Pradesh,Lucknow,NFHS Survey,134929,635,1009,126,61,15
REC0711,2023,Mar,Tamil Nadu,Chennai,NFHS Survey,112966,980,878,179,50,62
REC0712,2025,Feb,Maharashtra,Mumbai,Doctors For You,182380,473,999,15,133,64
REC0713,2023,Jan,Maharashtra,Mumbai,NFHS Survey,164445,802,414,200,109,28
REC0714,2025,Apr,Karnataka,Bengaluru,Doctors For You,82387,695,1223,10,137,86
REC0715,2021,May,Tamil Nadu,Chennai,National Health Mission (NHM),73719,619,993,23,137,36
REC0716,2025,Jan,Karnataka,Mysuru,NFHS Survey,106718,833,533,94,86,11
REC0717,2025,Jun,Uttar Pradesh,Lucknow,Smile Foundation,175445,894,204,112,139,15
REC0718,2025,May,Tamil Nadu,Chennai,CARE India,111499,186,426,102,122,20
REC0719,2022,Feb,Karnataka,Mysuru,WHO India,104521,228,340,53,147,71
REC0720,2022,Feb,Karnataka,Mysuru,National Health Mission (NHM),50170,919,895,19,113,15
REC0721,2021,Feb,Uttar Pradesh,Lucknow,CARE India,80434,325,1307,84,43,36
REC0722,2022,Apr,Tamil Nadu,Chennai,National Health Mission (NHM),171290,413,1014,163,44,96
REC0723,2021,Mar,Karnataka,Bengaluru,WHO India,86269,443,331,164,61,15
REC0724,2025,Feb,Tamil Nadu,Chennai,WHO India,125311,111,937,24,91,28
REC0725,2023,Feb,Uttar Pradesh,Varanasi,CARE India,141578,300,398,137,79,61
REC0726,2025,Apr,Tamil Nadu,Chennai,Doctors For You,103015,671,515,151,7,0
REC0727,2024,Jun,Karnataka,Mysuru,Doctors For You,179253,402,305,134,101,70
REC0728,2022,Mar,Karnataka,Bengaluru,Smile Foundation,176574,418,1106,88,124,29
REC0729,2022,Jun,Maharashtra,Mumbai,CARE India,172653,188,482,60,132,5
REC0730,2023,Jun,Uttar Pradesh,Lucknow,WHO India,196040,307,1336,66,65,50
REC0731,2024,Jun,Maharashtra,Mumbai,NFHS Survey,115548,743,294,163,52,65
REC0732,2022,May,Tamil Nadu,Chennai,Smile Foundation,189756,633,1421,137,41,18
REC0733,2024,Mar,Karnataka,Bengaluru,HMIS Portal India,180764,537,737,179,39,79
REC0734,2021,Jun,Maharashtra,Pune,National Health Mission (NHM),143690,492,1099,116,108,20
REC0735,2023,Mar,Karnataka,Bengaluru,HMIS Portal India,71632,721,1494,44,116,29
REC0736,2025,Feb,Maharashtra,Mumbai,Doctors For You,79824,139,279,83,113,47
REC0737,2021,Jun,Tamil Nadu,Madurai,National Health Mission (NHM),132556,135,432,195,16,73
REC0738,2022,Feb,Uttar Pradesh,Lucknow,Doctors For You,99085,336,1156,199,38,98
REC0739,2023,Mar,Tamil Nadu,Chennai,HMIS Portal India,131345,189,784,112,79,8
REC0740,2025,Jan,Maharashtra,Pune,National Health Mission (NHM),164852,347,873,2,48,82
REC0741,2025,Jan,Uttar Pradesh,Lucknow,WHO India,166162,432,1159,85,125,88
REC0742,2025,Apr,Karnataka,Mysuru,Smile Foundation,172592,278,1216,73,131,38
REC0743,2021,Apr,Maharashtra,Pune,WHO India,77808,330,1373,96,104,80
REC0744,2023,Jan,Karnataka,Bengaluru,CARE India,56761,806,1429,47,124,26
REC0745,2023,Feb,Uttar Pradesh,Varanasi,Smile Foundation,50559,288,1062,1,25,71
REC0746,2022,Jan,Maharashtra,Pune,HMIS Portal India,62067,518,1298,15,95,15
REC0747,2023,Jun,Uttar Pradesh,Lucknow,Smile Foundation,62489,227,1132,84,62,7
REC0748,2022,May,Tamil Nadu,Chennai,Doctors For You,159883,746,1455,54,89,30
REC0749,2023,Feb,Uttar Pradesh,Varanasi,CARE India,142187,540,1455,147,110,92
REC0750,2022,Apr,Maharashtra,Mumbai,HMIS Portal India,165222,446,1319,166,1,60
REC0751,2021,Jun,Uttar Pradesh,Lucknow,Smile Foundation,172619,939,749,104,44,63
REC0752,2021,Mar,Karnataka,Mysuru,HMIS Portal India,119623,428,1427,176,62,66
REC0753,2023,Apr,Karnataka,Mysuru,NFHS Survey,153010,492,1370,81,143,52
REC0754,2021,Feb,Maharashtra,Mumbai,CARE India,174756,257,649,136,71,64
REC0755,2025,Feb,Tamil Nadu,Madurai,Smile Foundation,164669,236,922,72,84,71
REC0756,2021,Apr,Uttar Pradesh,Lucknow,NFHS Survey,106517,924,1086,13,117,33
REC0757,2023,Apr,Karnataka,Bengaluru,WHO India,115474,874,581,56,54,20
REC0758,2021,Mar,Tamil Nadu,Chennai,CARE India,59244,304,618,31,54,71
REC0759,2024,Jun,Uttar Pradesh,Varanasi,Smile Foundation,184200,138,820,88,46,29
REC0760,2024,Jan,Karnataka,Bengaluru,Doctors For You,50694,852,210,167,121,51
REC0761,2024,Jan,Tamil Nadu,Chennai,WHO India,91149,692,825,129,113,23
REC0762,2022,Jun,Karnataka,Bengaluru,NFHS Survey,141460,536,818,87,70,14
REC0763,2021,Jan,Uttar Pradesh,Lucknow,National Health Mission (NHM),199705,396,456,53,128,11
REC0764,2023,Mar,Tamil Nadu,Chennai,National Health Mission (NHM),87882,768,847,142,111,24
REC0765,2022,Jan,Tamil Nadu,Chennai,NFHS Survey,120533,620,667,79,52,41
REC0766,2024,Mar,Maharashtra,Pune,National Health Mission (NHM),183347,585,597,166,111,45
REC0767,2025,Feb,Tamil Nadu,Madurai,Doctors For You,99380,646,989,145,146,71
REC0768,2023,May,Tamil Nadu,Madurai,WHO India,62461,160,1021,143,58,84
REC0769,2022,Mar,Tamil Nadu,Chennai,National Health Mission (NHM),59497,919,448,53,49,38
REC0770,2022,May,Tamil Nadu,Chennai,HMIS Portal India,82970,452,712,126,48,59
REC0771,2021,Apr,Uttar Pradesh,Lucknow,WHO India,56873,532,548,95,149,85
REC0772,2021,Jan,Karnataka,Mysuru,Smile Foundation,161323,142,932,24,118,88
REC0773,2021,Jan,Karnataka,Mysuru,Doctors For You,58467,988,1365,103,136,47
REC0774,2022,Mar,Tamil Nadu,Chennai,NFHS Survey,104878,835,583,110,140,13
REC0775,2022,Feb,Uttar Pradesh,Varanasi,National Health Mission (NHM),161955,935,316,65,23,71
REC0776,2024,May,Maharashtra,Pune,NFHS Survey,175720,844,365,162,82,38
REC0777,2025,Apr,Maharashtra,Pune,Doctors For You,193719,456,1212,151,50,41
REC0778,2024,May,Tamil Nadu,Chennai,Smile Foundation,175333,356,1207,148,71,49
REC0779,2025,May,Maharashtra,Pune,Smile Foundation,111790,802,613,194,100,36
REC0780,2024,Jan,Karnataka,Bengaluru,Doctors For You,73916,514,256,71,71,21
REC0781,2023,Mar,Tamil Nadu,Madurai,WHO India,180126,255,821,185,12,61
REC0782,2024,Mar,Tamil Nadu,Chennai,Smile Foundation,144468,358,500,136,143,31
REC0783,2025,Feb,Uttar Pradesh,Lucknow,Smile Foundation,56034,981,1405,107,87,72
REC0784,2025,Mar,Tamil Nadu,Madurai,WHO India,171941,144,482,41,14,70
REC0785,2022,May,Tamil Nadu,Madurai,Doctors For You,98014,665,1339,91,48,18
REC0786,2023,Apr,Tamil Nadu,Madurai,WHO India,187241,213,1044,125,49,99
REC0787,2022,Feb,Maharashtra,Pune,Smile Foundation,189515,839,960,117,44,64
REC0788,2021,Feb,Tamil Nadu,Madurai,CARE India,91234,205,1296,40,135,17
REC0789,2025,Jan,Karnataka,Bengaluru,CARE India,193379,322,990,197,91,91
REC0790,2023,Jan,Maharashtra,Pune,National Health Mission (NHM),169363,104,300,1,28,10
REC0791,2025,May,Karnataka,Mysuru,NFHS Survey,180422,459,837,149,4,16
REC0792,2024,May,Maharashtra,Pune,NFHS Survey,53371,197,829,3,95,28
REC0793,2023,Feb,Maharashtra,Pune,WHO India,83621,813,297,124,60,61
REC0794,2024,Feb,Karnataka,Bengaluru,National Health Mission (NHM),117460,279,250,122,76,54
REC0795,2021,Jun,Karnataka,Bengaluru,Doctors For You,123628,888,939,150,22,5
REC0796,2022,Feb,Tamil Nadu,Chennai,Doctors For You,153862,837,655,6,48,26
REC0797,2024,May,Uttar Pradesh,Varanasi,Doctors For You,142029,836,647,52,4,41
REC0798,2024,May,Tamil Nadu,Madurai,NFHS Survey,133566,843,686,162,12,97
REC0799,2021,Jan,Karnataka,Mysuru,HMIS Portal India,100465,443,632,173,70,16
REC0800,2024,Jun,Tamil Nadu,Madurai,Smile Foundation,50275,128,616,9,149,37
