record_id,year,month,state,village_name,problem_type,cases,severity,population,affected_families,asha_workers,anc_registrations,immunization,institutional_deliveries,ngo_name,ngo_work
F51_REC00164,2023,Jul,Maharashtra,Mumbai,Malaria,328,Medium,87548,19455,112,616,1777,700,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00164,2023,Jul,Maharashtra,Mumbai,Dengue,22,Medium,87548,19455,112,616,1777,700,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00164,2023,Jul,Maharashtra,Mumbai,TB,259,Medium,87548,19455,112,616,1777,700,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00165,2021,Apr,Maharashtra,Nagpur,Malaria,156,Medium,342735,76163,344,1079,1641,1310,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00165,2021,Apr,Maharashtra,Nagpur,Dengue,119,Medium,342735,76163,344,1079,1641,1310,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00165,2021,Apr,Maharashtra,Nagpur,TB,130,Medium,342735,76163,344,1079,1641,1310,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00166,2023,May,Bihar,Patna,Malaria,266,Medium,189781,42173,382,1532,2539,1149,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00166,2023,May,Bihar,Patna,Dengue,8,Medium,189781,42173,382,1532,2539,1149,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00166,2023,May,Bihar,Patna,TB,67,Medium,189781,42173,382,1532,2539,1149,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00167,2023,Jun,West Bengal,Howrah,Malaria,433,Medium,234871,52193,143,550,2231,931,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00167,2023,Jun,West Bengal,Howrah,Dengue,124,Medium,234871,52193,143,550,2231,931,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00167,2023,Jun,West Bengal,Howrah,TB,20,Medium,234871,52193,143,550,2231,931,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00168,2023,Apr,Karnataka,Mysuru,Malaria,250,Low,245105,54467,399,969,686,64,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00168,2023,Apr,Karnataka,Mysuru,Dengue,220,Low,245105,54467,399,969,686,64,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00168,2023,Apr,Karnataka,Mysuru,TB,20,Low,245105,54467,399,969,686,64,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00169,2024,Apr,Maharashtra,Mumbai,Malaria,384,High,485845,107965,314,1570,505,239,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00169,2024,Apr,Maharashtra,Mumbai,Dengue,382,High,485845,107965,314,1570,505,239,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00169,2024,Apr,Maharashtra,Mumbai,TB,157,High,485845,107965,314,1570,505,239,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00170,2021,Sep,Gujarat,Surat,Malaria,58,High,351848,78188,135,154,1170,1373,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00170,2021,Sep,Gujarat,Surat,Dengue,392,High,351848,78188,135,154,1170,1373,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00170,2021,Sep,Gujarat,Surat,TB,152,High,351848,78188,135,154,1170,1373,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00171,2023,Jun,Maharashtra,Nagpur,Malaria,406,High,414514,92114,120,652,2074,1022,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00171,2023,Jun,Maharashtra,Nagpur,Dengue,247,High,414514,92114,120,652,2074,1022,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00171,2023,Jun,Maharashtra,Nagpur,TB,85,High,414514,92114,120,652,2074,1022,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00172,2024,Jun,West Bengal,Kolkata,Malaria,303,High,315802,70178,200,836,359,1346,NFHS,National health survey & maternal/child health data collection
F51_REC00172,2024,Jun,West Bengal,Kolkata,Dengue,267,High,315802,70178,200,836,359,1346,NFHS,National health survey & maternal/child health data collection
F51_REC00172,2024,Jun,West Bengal,Kolkata,TB,23,High,315802,70178,200,836,359,1346,NFHS,National health survey & maternal/child health data collection
F51_REC00173,2024,Aug,Uttar Pradesh,Lucknow,Malaria,139,High,64456,14323,192,687,1358,524,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00173,2024,Aug,Uttar Pradesh,Lucknow,Dengue,115,High,64456,14323,192,687,1358,524,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00173,2024,Aug,Uttar Pradesh,Lucknow,TB,204,High,64456,14323,192,687,1358,524,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00174,2024,Jul,Bihar,Gaya,Malaria,396,High,421040,93564,364,431,692,463,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00174,2024,Jul,Bihar,Gaya,Dengue,243,High,421040,93564,364,431,692,463,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00174,2024,Jul,Bihar,Gaya,TB,292,High,421040,93564,364,431,692,463,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00175,2023,Feb,Tamil Nadu,Coimbatore,Malaria,53,High,380325,84516,234,1342,846,1445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00175,2023,Feb,Tamil Nadu,Coimbatore,Dengue,16,High,380325,84516,234,1342,846,1445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00175,2023,Feb,Tamil Nadu,Coimbatore,TB,119,High,380325,84516,234,1342,846,1445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00176,2022,Jul,Karnataka,Hubli,Malaria,413,Low,62643,13920,217,1178,300,550,HMIS,Health management information systems & data monitoring
F51_REC00176,2022,Jul,Karnataka,Hubli,Dengue,309,Low,62643,13920,217,1178,300,550,HMIS,Health management information systems & data monitoring
F51_REC00176,2022,Jul,Karnataka,Hubli,TB,222,Low,62643,13920,217,1178,300,550,HMIS,Health management information systems & data monitoring
F51_REC00177,2024,Jan,Maharashtra,Pune,Malaria,90,Low,131879,29306,142,869,2743,383,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00177,2024,Jan,Maharashtra,Pune,Dengue,206,Low,131879,29306,142,869,2743,383,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00177,2024,Jan,Maharashtra,Pune,TB,32,Low,131879,29306,142,869,2743,383,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00178,2021,Jan,Karnataka,Mysuru,Malaria,474,Medium,102653,22811,283,1479,2956,164,HMIS,Health management information systems & data monitoring
F51_REC00178,2021,Jan,Karnataka,Mysuru,Dengue,38,Medium,102653,22811,283,1479,2956,164,HMIS,Health management information systems & data monitoring
F51_REC00178,2021,Jan,Karnataka,Mysuru,TB,202,Medium,102653,22811,283,1479,2956,164,HMIS,Health management information systems & data monitoring
F51_REC00179,2023,Apr,West Bengal,Kolkata,Malaria,177,High,271342,60298,151,1909,2150,209,NFHS,National health survey & maternal/child health data collection
F51_REC00179,2023,Apr,West Bengal,Kolkata,Dengue,62,High,271342,60298,151,1909,2150,209,NFHS,National health survey & maternal/child health data collection
F51_REC00179,2023,Apr,West Bengal,Kolkata,TB,71,High,271342,60298,151,1909,2150,209,NFHS,National health survey & maternal/child health data collection
F51_REC00180,2023,Jun,Uttar Pradesh,Agra,Malaria,211,Low,417376,92750,146,246,2838,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00180,2023,Jun,Uttar Pradesh,Agra,Dengue,134,Low,417376,92750,146,246,2838,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00180,2023,Jun,Uttar Pradesh,Agra,TB,179,Low,417376,92750,146,246,2838,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00181,2021,Jan,Maharashtra,Nagpur,Malaria,208,High,353405,78534,120,1568,417,862,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00181,2021,Jan,Maharashtra,Nagpur,Dengue,185,High,353405,78534,120,1568,417,862,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00181,2021,Jan,Maharashtra,Nagpur,TB,215,High,353405,78534,120,1568,417,862,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00182,2021,Apr,West Bengal,Siliguri,Malaria,352,Medium,483405,107423,98,1100,2847,1150,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00182,2021,Apr,West Bengal,Siliguri,Dengue,15,Medium,483405,107423,98,1100,2847,1150,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00182,2021,Apr,West Bengal,Siliguri,TB,261,Medium,483405,107423,98,1100,2847,1150,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00183,2023,Sep,Karnataka,Mysuru,Malaria,150,Medium,431045,95787,145,1543,1377,134,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00183,2023,Sep,Karnataka,Mysuru,Dengue,12,Medium,431045,95787,145,1543,1377,134,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00183,2023,Sep,Karnataka,Mysuru,TB,29,Medium,431045,95787,145,1543,1377,134,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00184,2022,Jul,Karnataka,Bengaluru,Malaria,233,High,189192,42042,85,193,539,77,HMIS,Health management information systems & data monitoring
F51_REC00184,2022,Jul,Karnataka,Bengaluru,Dengue,180,High,189192,42042,85,193,539,77,HMIS,Health management information systems & data monitoring
F51_REC00184,2022,Jul,Karnataka,Bengaluru,TB,67,High,189192,42042,85,193,539,77,HMIS,Health management information systems & data monitoring
F51_REC00185,2024,Aug,Tamil Nadu,Coimbatore,Malaria,177,High,88515,19670,364,552,442,524,HMIS,Health management information systems & data monitoring
F51_REC00185,2024,Aug,Tamil Nadu,Coimbatore,Dengue,353,High,88515,19670,364,552,442,524,HMIS,Health management information systems & data monitoring
F51_REC00185,2024,Aug,Tamil Nadu,Coimbatore,TB,233,High,88515,19670,364,552,442,524,HMIS,Health management information systems & data monitoring
F51_REC00186,2023,Jan,Maharashtra,Mumbai,Malaria,246,Medium,437988,97330,113,1415,224,183,NFHS,National health survey & maternal/child health data collection
F51_REC00186,2023,Jan,Maharashtra,Mumbai,Dengue,190,Medium,437988,97330,113,1415,224,183,NFHS,National health survey & maternal/child health data collection
F51_REC00186,2023,Jan,Maharashtra,Mumbai,TB,215,Medium,437988,97330,113,1415,224,183,NFHS,National health survey & maternal/child health data collection
F51_REC00187,2022,Apr,Karnataka,Bengaluru,Malaria,453,Medium,124323,27627,82,1307,1426,81,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00187,2022,Apr,Karnataka,Bengaluru,Dengue,308,Medium,124323,27627,82,1307,1426,81,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00187,2022,Apr,Karnataka,Bengaluru,TB,285,Medium,124323,27627,82,1307,1426,81,CARE India,"Women & child nutrition, sanitation & community health"
F51_REC00188,2021,May,Tamil Nadu,Coimbatore,Malaria,320,High,491788,109286,215,1166,2046,935,HMIS,Health management information systems & data monitoring
F51_REC00188,2021,May,Tamil Nadu,Coimbatore,Dengue,191,High,491788,109286,215,1166,2046,935,HMIS,Health management information systems & data monitoring
F51_REC00188,2021,May,Tamil Nadu,Coimbatore,TB,108,High,491788,109286,215,1166,2046,935,HMIS,Health management information systems & data monitoring
F51_REC00189,2022,Sep,Tamil Nadu,Madurai,Malaria,244,High,74273,16505,255,1578,2166,858,NFHS,National health survey & maternal/child health data collection
F51_REC00189,2022,Sep,Tamil Nadu,Madurai,Dengue,79,High,74273,16505,255,1578,2166,858,NFHS,National health survey & maternal/child health data collection
F51_REC00189,2022,Sep,Tamil Nadu,Madurai,TB,27,High,74273,16505,255,1578,2166,858,NFHS,National health survey & maternal/child health data collection
F51_REC00190,2024,Sep,Tamil Nadu,Coimbatore,Malaria,353,Medium,223672,49704,71,1160,465,1056,HMIS,Health management information systems & data monitoring
F51_REC00190,2024,Sep,Tamil Nadu,Coimbatore,Dengue,205,Medium,223672,49704,71,1160,465,1056,HMIS,Health management information systems & data monitoring
F51_REC00190,2024,Sep,Tamil Nadu,Coimbatore,TB,221,Medium,223672,49704,71,1160,465,1056,HMIS,Health management information systems & data monitoring
F51_REC00191,2024,Jul,Bihar,Patna,Malaria,196,High,58852,13078,398,1981,1602,168,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00191,2024,Jul,Bihar,Patna,Dengue,309,High,58852,13078,398,1981,1602,168,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00191,2024,Jul,Bihar,Patna,TB,136,High,58852,13078,398,1981,1602,168,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00192,2022,Apr,Maharashtra,Mumbai,Malaria,123,Low,137902,30644,59,829,1416,921,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00192,2022,Apr,Maharashtra,Mumbai,Dengue,241,Low,137902,30644,59,829,1416,921,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00192,2022,Apr,Maharashtra,Mumbai,TB,68,Low,137902,30644,59,829,1416,921,WHO India,"Disease surveillance, immunization programs & policy advisory"
F51_REC00193,2021,Feb,Tamil Nadu,Chennai,Malaria,409,Low,494724,109938,380,1775,922,1061,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00193,2021,Feb,Tamil Nadu,Chennai,Dengue,118,Low,494724,109938,380,1775,922,1061,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00193,2021,Feb,Tamil Nadu,Chennai,TB,269,Low,494724,109938,380,1775,922,1061,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F51_REC00194,2023,Feb,Tamil Nadu,Chennai,Malaria,494,Medium,318500,70777,174,1765,917,1228,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00194,2023,Feb,Tamil Nadu,Chennai,Dengue,193,Medium,318500,70777,174,1765,917,1228,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00194,2023,Feb,Tamil Nadu,Chennai,TB,44,Medium,318500,70777,174,1765,917,1228,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00195,2022,Jan,West Bengal,Siliguri,Malaria,124,Medium,453140,100697,198,1307,1380,215,NFHS,National health survey & maternal/child health data collection
F51_REC00195,2022,Jan,West Bengal,Siliguri,Dengue,44,Medium,453140,100697,198,1307,1380,215,NFHS,National health survey & maternal/child health data collection
F51_REC00195,2022,Jan,West Bengal,Siliguri,TB,197,Medium,453140,100697,198,1307,1380,215,NFHS,National health survey & maternal/child health data collection
F51_REC00196,2022,Mar,West Bengal,Howrah,Malaria,144,High,82258,18279,164,1471,2477,1174,Doctors For You,Emergency medical relief & rural health camps
F51_REC00196,2022,Mar,West Bengal,Howrah,Dengue,287,High,82258,18279,164,1471,2477,1174,Doctors For You,Emergency medical relief & rural health camps
F51_REC00196,2022,Mar,West Bengal,Howrah,TB,70,High,82258,18279,164,1471,2477,1174,Doctors For You,Emergency medical relief & rural health camps
F51_REC00197,2023,Jul,Gujarat,Ahmedabad,Malaria,219,Medium,409119,90915,166,668,726,1123,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00197,2023,Jul,Gujarat,Ahmedabad,Dengue,181,Medium,409119,90915,166,668,726,1123,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00197,2023,Jul,Gujarat,Ahmedabad,TB,41,Medium,409119,90915,166,668,726,1123,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F51_REC00198,2023,May,Maharashtra,Pune,Malaria,101,Low,268671,59704,77,1803,2813,1169,HMIS,Health management information systems & data monitoring
F51_REC00198,2023,May,Maharashtra,Pune,Dengue,225,Low,268671,59704,77,1803,2813,1169,HMIS,Health management information systems & data monitoring
F51_REC00198,2023,May,Maharashtra,Pune,TB,71,Low,268671,59704,77,1803,2813,1169,HMIS,Health management information systems & data monitoring
F51_REC00199,2024,Apr,Karnataka,Mysuru,Malaria,480,High,431424,95872,337,975,1454,900,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00199,2024,Apr,Karnataka,Mysuru,Dengue,294,High,431424,95872,337,975,1454,900,UNICEF India,"Child nutrition, immunization & maternal health programs"
F51_REC00199,2024,Apr,Karnataka,Mysuru,TB,264,High,431424,95872,337,975,1454,900,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00000,2017,Apr,Gujarat,Ahmedabad,Malaria,353,Medium,454060,100902,254,1564,2832,1400,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00000,2017,Apr,Gujarat,Ahmedabad,Dengue,183,Medium,454060,100902,254,1564,2832,1400,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00000,2017,Apr,Gujarat,Ahmedabad,TB,244,Medium,454060,100902,254,1564,2832,1400,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00001,2017,Sep,Uttar Pradesh,Varanasi,Malaria,209,High,449069,99793,84,346,1761,954,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00001,2017,Sep,Uttar Pradesh,Varanasi,Dengue,324,High,449069,99793,84,346,1761,954,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00001,2017,Sep,Uttar Pradesh,Varanasi,TB,119,High,449069,99793,84,346,1761,954,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00002,2015,Aug,Bihar,Gaya,Malaria,91,Medium,293868,65304,41,1830,1623,946,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00002,2015,Aug,Bihar,Gaya,Dengue,49,Medium,293868,65304,41,1830,1623,946,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00002,2015,Aug,Bihar,Gaya,TB,157,Medium,293868,65304,41,1830,1623,946,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00003,2015,Feb,Uttar Pradesh,Agra,Malaria,264,Medium,100845,22410,217,1700,2800,755,NFHS,National health survey & maternal/child health data collection
F52_REC00003,2015,Feb,Uttar Pradesh,Agra,Dengue,296,Medium,100845,22410,217,1700,2800,755,NFHS,National health survey & maternal/child health data collection
F52_REC00003,2015,Feb,Uttar Pradesh,Agra,TB,133,Medium,100845,22410,217,1700,2800,755,NFHS,National health survey & maternal/child health data collection
F52_REC00004,2015,Feb,Uttar Pradesh,Varanasi,Malaria,468,High,233854,51967,383,559,2634,491,Doctors For You,Emergency medical relief & rural health camps
F52_REC00004,2015,Feb,Uttar Pradesh,Varanasi,Dengue,63,High,233854,51967,383,559,2634,491,Doctors For You,Emergency medical relief & rural health camps
F52_REC00004,2015,Feb,Uttar Pradesh,Varanasi,TB,276,High,233854,51967,383,559,2634,491,Doctors For You,Emergency medical relief & rural health camps
F52_REC00005,2016,Mar,West Bengal,Siliguri,Malaria,489,High,362425,80538,110,774,2049,640,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00005,2016,Mar,West Bengal,Siliguri,Dengue,263,High,362425,80538,110,774,2049,640,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00005,2016,Mar,West Bengal,Siliguri,TB,123,High,362425,80538,110,774,2049,640,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00006,2015,Jun,Bihar,Patna,Malaria,428,Medium,365210,81157,333,1856,500,1469,HMIS,Health management information systems & data monitoring
F52_REC00006,2015,Jun,Bihar,Patna,Dengue,285,Medium,365210,81157,333,1856,500,1469,HMIS,Health management information systems & data monitoring
F52_REC00006,2015,Jun,Bihar,Patna,TB,58,Medium,365210,81157,333,1856,500,1469,HMIS,Health management information systems & data monitoring
F52_REC00007,2016,Jan,West Bengal,Howrah,Malaria,89,Medium,314608,69912,237,1047,842,1172,NFHS,National health survey & maternal/child health data collection
F52_REC00007,2016,Jan,West Bengal,Howrah,Dengue,63,Medium,314608,69912,237,1047,842,1172,NFHS,National health survey & maternal/child health data collection
F52_REC00007,2016,Jan,West Bengal,Howrah,TB,291,Medium,314608,69912,237,1047,842,1172,NFHS,National health survey & maternal/child health data collection
F52_REC00008,2016,Jun,Gujarat,Ahmedabad,Malaria,416,High,297740,66164,271,555,594,292,Doctors For You,Emergency medical relief & rural health camps
F52_REC00008,2016,Jun,Gujarat,Ahmedabad,Dengue,316,High,297740,66164,271,555,594,292,Doctors For You,Emergency medical relief & rural health camps
F52_REC00008,2016,Jun,Gujarat,Ahmedabad,TB,204,High,297740,66164,271,555,594,292,Doctors For You,Emergency medical relief & rural health camps
F52_REC00009,2015,May,Uttar Pradesh,Lucknow,Malaria,72,Medium,379157,84257,71,1444,478,134,HMIS,Health management information systems & data monitoring
F52_REC00009,2015,May,Uttar Pradesh,Lucknow,Dengue,392,Medium,379157,84257,71,1444,478,134,HMIS,Health management information systems & data monitoring
F52_REC00009,2015,May,Uttar Pradesh,Lucknow,TB,35,Medium,379157,84257,71,1444,478,134,HMIS,Health management information systems & data monitoring
F52_REC00010,2016,Sep,Karnataka,Mysuru,Malaria,138,High,315139,70030,69,1932,714,466,Doctors For You,Emergency medical relief & rural health camps
F52_REC00010,2016,Sep,Karnataka,Mysuru,Dengue,398,High,315139,70030,69,1932,714,466,Doctors For You,Emergency medical relief & rural health camps
F52_REC00010,2016,Sep,Karnataka,Mysuru,TB,242,High,315139,70030,69,1932,714,466,Doctors For You,Emergency medical relief & rural health camps
F52_REC00011,2015,Feb,Karnataka,Bengaluru,Malaria,231,Medium,492081,109351,73,861,1966,1444,HMIS,Health management information systems & data monitoring
F52_REC00011,2015,Feb,Karnataka,Bengaluru,Dengue,218,Medium,492081,109351,73,861,1966,1444,HMIS,Health management information systems & data monitoring
F52_REC00011,2015,Feb,Karnataka,Bengaluru,TB,20,Medium,492081,109351,73,861,1966,1444,HMIS,Health management information systems & data monitoring
F52_REC00012,2017,May,Maharashtra,Pune,Malaria,363,High,134305,29845,240,1161,964,938,HMIS,Health management information systems & data monitoring
F52_REC00012,2017,May,Maharashtra,Pune,Dengue,231,High,134305,29845,240,1161,964,938,HMIS,Health management information systems & data monitoring
F52_REC00012,2017,May,Maharashtra,Pune,TB,82,High,134305,29845,240,1161,964,938,HMIS,Health management information systems & data monitoring
F52_REC00013,2015,Mar,Tamil Nadu,Coimbatore,Malaria,298,Low,484160,107591,221,1957,383,1084,HMIS,Health management information systems & data monitoring
F52_REC00013,2015,Mar,Tamil Nadu,Coimbatore,Dengue,55,Low,484160,107591,221,1957,383,1084,HMIS,Health management information systems & data monitoring
F52_REC00013,2015,Mar,Tamil Nadu,Coimbatore,TB,210,Low,484160,107591,221,1957,383,1084,HMIS,Health management information systems & data monitoring
F52_REC00014,2015,Aug,Maharashtra,Mumbai,Malaria,71,Medium,67835,15074,208,481,858,526,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00014,2015,Aug,Maharashtra,Mumbai,Dengue,211,Medium,67835,15074,208,481,858,526,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00014,2015,Aug,Maharashtra,Mumbai,TB,128,Medium,67835,15074,208,481,858,526,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00015,2017,Feb,Gujarat,Surat,Malaria,475,Medium,200090,44464,243,1194,1939,427,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00015,2017,Feb,Gujarat,Surat,Dengue,313,Medium,200090,44464,243,1194,1939,427,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00015,2017,Feb,Gujarat,Surat,TB,231,Medium,200090,44464,243,1194,1939,427,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00016,2016,May,West Bengal,Siliguri,Malaria,417,Low,94852,21078,199,594,745,684,NFHS,National health survey & maternal/child health data collection
F52_REC00016,2016,May,West Bengal,Siliguri,Dengue,265,Low,94852,21078,199,594,745,684,NFHS,National health survey & maternal/child health data collection
F52_REC00016,2016,May,West Bengal,Siliguri,TB,51,Low,94852,21078,199,594,745,684,NFHS,National health survey & maternal/child health data collection
F52_REC00017,2017,May,Bihar,Gaya,Malaria,234,High,386823,85960,30,278,637,547,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00017,2017,May,Bihar,Gaya,Dengue,363,High,386823,85960,30,278,637,547,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00017,2017,May,Bihar,Gaya,TB,34,High,386823,85960,30,278,637,547,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00018,2015,Jun,Maharashtra,Mumbai,Malaria,461,Low,302517,67226,334,617,2511,356,NFHS,National health survey & maternal/child health data collection
F52_REC00018,2015,Jun,Maharashtra,Mumbai,Dengue,188,Low,302517,67226,334,617,2511,356,NFHS,National health survey & maternal/child health data collection
F52_REC00018,2015,Jun,Maharashtra,Mumbai,TB,109,Low,302517,67226,334,617,2511,356,NFHS,National health survey & maternal/child health data collection
F52_REC00019,2016,Jan,Gujarat,Surat,Malaria,171,Low,173732,38607,233,1302,1071,928,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00019,2016,Jan,Gujarat,Surat,Dengue,167,Low,173732,38607,233,1302,1071,928,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00019,2016,Jan,Gujarat,Surat,TB,180,Low,173732,38607,233,1302,1071,928,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00020,2015,Sep,Gujarat,Ahmedabad,Malaria,345,Low,363731,80829,270,1618,1416,564,HMIS,Health management information systems & data monitoring
F52_REC00020,2015,Sep,Gujarat,Ahmedabad,Dengue,189,Low,363731,80829,270,1618,1416,564,HMIS,Health management information systems & data monitoring
F52_REC00020,2015,Sep,Gujarat,Ahmedabad,TB,271,Low,363731,80829,270,1618,1416,564,HMIS,Health management information systems & data monitoring
F52_REC00021,2017,Feb,Gujarat,Vadodara,Malaria,400,Medium,54222,12049,218,322,1042,271,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00021,2017,Feb,Gujarat,Vadodara,Dengue,386,Medium,54222,12049,218,322,1042,271,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00021,2017,Feb,Gujarat,Vadodara,TB,53,Medium,54222,12049,218,322,1042,271,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00022,2017,Jun,Gujarat,Vadodara,Malaria,49,Medium,442018,98226,30,1925,1286,901,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00022,2017,Jun,Gujarat,Vadodara,Dengue,334,Medium,442018,98226,30,1925,1286,901,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00022,2017,Jun,Gujarat,Vadodara,TB,1,Medium,442018,98226,30,1925,1286,901,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00023,2017,Mar,Tamil Nadu,Madurai,Malaria,15,Low,110370,24526,267,1375,2590,1280,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00023,2017,Mar,Tamil Nadu,Madurai,Dengue,315,Low,110370,24526,267,1375,2590,1280,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00023,2017,Mar,Tamil Nadu,Madurai,TB,84,Low,110370,24526,267,1375,2590,1280,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00024,2015,Jan,Maharashtra,Nagpur,Malaria,463,High,296247,65832,60,557,1130,984,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00024,2015,Jan,Maharashtra,Nagpur,Dengue,377,High,296247,65832,60,557,1130,984,UNICEF India,"Child nutrition, immunization & maternal health programs"
