Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level,Source_File
FILE15_REC00138,2019,Mar,Karnataka,Bengaluru,WHO India,272407,155,366,506,911,91,176,126,Low,File_15
FILE15_REC00139,2018,Jan,Tamil Nadu,Chennai,NHM,265828,107,1009,1360,590,273,57,96,High,File_15
FILE15_REC00140,2018,Jul,Maharashtra,Pune,NFHS,148735,210,513,362,483,15,297,66,High,File_15
FILE15_REC00141,2019,Feb,Uttar Pradesh,Lucknow,NFHS,243302,225,809,1510,387,272,165,78,Medium,File_15
FILE15_REC00142,2018,May,Tamil Nadu,Madurai,WHO India,245040,104,356,1867,1008,75,278,38,High,File_15
FILE15_REC00143,2018,Jul,Karnataka,Mysuru,Smile Foundation,153277,192,1090,630,856,84,97,142,High,File_15
FILE15_REC00144,2016,Feb,Karnataka,Hubli,UNICEF India,93712,286,1449,2425,637,103,194,171,Low,File_15
FILE15_REC00145,2017,Jan,Karnataka,Bengaluru,UNICEF India,286212,70,1112,1219,134,253,53,147,High,File_15
FILE15_REC00146,2018,Jan,Tamil Nadu,Chennai,UNICEF India,259624,187,790,356,620,278,108,86,Medium,File_15
FILE15_REC00147,2016,Jun,Uttar Pradesh,Lucknow,NHM,233312,223,1480,1588,296,43,9,49,High,File_15
FILE15_REC00148,2018,Feb,Karnataka,Hubli,CARE India,73957,130,963,2099,89,91,119,192,Low,File_15
FILE15_REC00149,2018,Jan,Karnataka,Mysuru,WHO India,280834,96,1011,959,738,93,202,157,Low,File_15
FILE15_REC00150,2018,Jan,Maharashtra,Nagpur,UNICEF India,197551,264,722,778,352,261,145,96,High,File_15
FILE15_REC00151,2017,May,Uttar Pradesh,Agra,WHO India,171108,208,1457,2480,1018,359,246,43,Medium,File_15
FILE15_REC00152,2017,Feb,Tamil Nadu,Madurai,UNICEF India,285597,63,735,1812,634,29,5,80,Low,File_15
FILE15_REC00153,2018,Feb,Tamil Nadu,Madurai,WHO India,263146,163,209,1634,998,102,223,46,Low,File_15
FILE15_REC00154,2017,Feb,Gujarat,Surat,Smile Foundation,94166,103,717,750,894,87,179,16,Low,File_15
FILE15_REC00155,2018,Jul,Uttar Pradesh,Varanasi,NFHS,238210,239,738,923,509,134,275,4,High,File_15
FILE15_REC00156,2017,Jul,Maharashtra,Mumbai,NFHS,58036,216,761,934,1063,247,78,19,High,File_15
FILE15_REC00157,2016,Feb,Maharashtra,Pune,CARE India,108557,61,1403,2296,728,389,119,169,Low,File_15
FILE15_REC00158,2018,Jan,Uttar Pradesh,Agra,NFHS,51417,84,1363,2337,471,63,282,73,Medium,File_15
FILE15_REC00159,2017,Jul,Gujarat,Ahmedabad,NHM,272626,258,584,596,431,27,80,115,Medium,File_15
FILE15_REC00160,2018,Mar,Tamil Nadu,Coimbatore,NFHS,228553,215,121,893,694,326,59,165,Medium,File_15
FILE15_REC00161,2016,Jul,Uttar Pradesh,Lucknow,UNICEF India,276638,273,1228,2004,1083,283,216,31,Low,File_15
FILE15_REC00162,2017,Apr,Tamil Nadu,Chennai,NFHS,203793,57,924,2224,186,171,206,131,High,File_15
FILE15_REC00163,2016,Apr,Gujarat,Vadodara,NHM,260340,125,849,1826,494,159,277,102,High,File_15
FILE15_REC00164,2018,Jan,Karnataka,Hubli,WHO India,186990,210,1367,694,482,376,174,189,Medium,File_15
FILE15_REC00165,2019,Feb,Karnataka,Bengaluru,NHM,217010,268,767,1281,1146,34,78,61,Medium,File_15
FILE15_REC00166,2016,Jun,Tamil Nadu,Madurai,NFHS,200868,239,1325,1606,702,15,174,30,High,File_15
FILE15_REC00167,2018,Feb,Gujarat,Ahmedabad,HMIS,148470,175,627,1339,257,299,119,24,Low,File_15
FILE15_REC00168,2016,May,Karnataka,Mysuru,HMIS,186370,280,461,857,522,19,200,130,Low,File_15
FILE15_REC00169,2017,Aug,Karnataka,Hubli,WHO India,195713,280,253,2193,213,352,295,113,Medium,File_15
FILE15_REC00170,2016,Jun,Karnataka,Hubli,CARE India,79353,158,227,1383,1078,183,299,85,Medium,File_15
FILE15_REC00171,2016,Apr,Karnataka,Hubli,Smile Foundation,150782,198,1225,755,616,223,174,146,Low,File_15
FILE15_REC00172,2019,Jul,Karnataka,Hubli,Smile Foundation,67691,280,556,1359,632,98,113,155,Low,File_15
FILE15_REC00173,2017,Jul,Tamil Nadu,Madurai,NHM,264927,238,473,785,1163,33,227,174,Medium,File_15
FILE15_REC00174,2016,Aug,Maharashtra,Pune,HMIS,171396,162,1285,1099,1035,22,158,32,Medium,File_15
FILE15_REC00175,2016,Jan,Gujarat,Surat,NFHS,147654,267,441,2123,72,307,60,40,Low,File_15
FILE15_REC00176,2016,Jul,Maharashtra,Pune,CARE India,91013,272,1009,2268,466,142,142,71,Low,File_15
FILE15_REC00177,2018,Apr,Karnataka,Hubli,UNICEF India,89729,128,795,1794,816,84,86,7,Low,File_15
FILE15_REC00178,2018,Jan,Maharashtra,Nagpur,NFHS,182667,225,622,1438,1063,85,248,82,Low,File_15
FILE15_REC00179,2019,Jan,Tamil Nadu,Madurai,NHM,96410,73,1465,848,735,331,88,174,High,File_15
FILE15_REC00180,2016,Aug,Uttar Pradesh,Agra,CARE India,87564,285,401,2054,482,122,51,102,Medium,File_15
FILE15_REC00181,2017,May,Uttar Pradesh,Lucknow,WHO India,99673,279,644,2060,201,257,91,135,High,File_15
FILE15_REC00182,2019,Jun,Maharashtra,Pune,NHM,138176,134,1030,1345,959,104,73,85,Low,File_15
FILE15_REC00183,2017,Aug,Gujarat,Ahmedabad,NHM,292890,140,210,814,290,157,109,63,Low,File_15
FILE15_REC00184,2017,Jun,Karnataka,Mysuru,NHM,115200,87,804,2300,373,288,136,167,Low,File_15
FILE15_REC00185,2017,Aug,Gujarat,Surat,Smile Foundation,90306,129,987,934,794,212,105,160,Low,File_15
FILE15_REC00186,2016,Mar,Gujarat,Ahmedabad,WHO India,238428,216,1375,1939,1051,270,94,108,Low,File_15
FILE15_REC00187,2018,Apr,Uttar Pradesh,Lucknow,Smile Foundation,73098,148,599,2286,1075,179,196,131,Medium,File_15
FILE15_REC00188,2017,Apr,Tamil Nadu,Coimbatore,UNICEF India,289597,51,189,1114,827,299,191,101,Low,File_15
FILE15_REC00189,2017,Jul,Maharashtra,Pune,HMIS,266607,145,1157,1893,269,323,205,0,Low,File_15
FILE15_REC00190,2017,Aug,Gujarat,Surat,NFHS,213648,51,1281,2318,755,58,102,179,Medium,File_15
FILE15_REC00191,2016,May,Tamil Nadu,Chennai,Smile Foundation,194183,269,596,2456,951,90,253,64,High,File_15
FILE15_REC00192,2019,Jan,Karnataka,Hubli,NHM,186536,197,711,1522,843,0,129,106,Low,File_15
FILE15_REC00193,2016,Feb,Uttar Pradesh,Varanasi,WHO India,256551,281,217,728,513,130,222,147,Low,File_15
FILE15_REC00194,2016,Feb,Tamil Nadu,Coimbatore,Smile Foundation,217883,287,993,917,1115,220,283,175,Medium,File_15
FILE15_REC00195,2019,Jun,Uttar Pradesh,Varanasi,Smile Foundation,64096,118,592,1760,1178,322,102,143,High,File_15
FILE15_REC00196,2016,Mar,Karnataka,Mysuru,UNICEF India,213295,86,1178,1512,789,206,175,105,Medium,File_15
FILE15_REC00197,2016,Aug,Tamil Nadu,Coimbatore,NFHS,238698,67,789,606,685,265,126,14,Low,File_15
FILE15_REC00198,2018,Jun,Gujarat,Vadodara,UNICEF India,164742,135,168,515,616,41,30,100,Low,File_15
FILE15_REC00199,2019,Jul,Tamil Nadu,Chennai,WHO India,127472,226,538,1378,614,43,28,16,Medium,File_15
FILE15_REC00200,2019,Apr,Maharashtra,Nagpur,Smile Foundation,113093,278,518,1065,639,240,10,127,Low,File_15
FILE15_REC00201,2017,Mar,Maharashtra,Pune,Smile Foundation,198923,70,734,1177,998,60,196,47,High,File_15
FILE15_REC00202,2018,Apr,Maharashtra,Pune,CARE India,140870,91,1031,1716,74,75,31,6,Medium,File_15
FILE15_REC00203,2016,Jul,Karnataka,Bengaluru,UNICEF India,75591,136,566,2362,280,344,261,179,Medium,File_15
FILE15_REC00204,2017,Mar,Gujarat,Ahmedabad,HMIS,206170,249,1179,1776,1036,107,266,152,Medium,File_15
FILE15_REC00205,2017,May,Maharashtra,Pune,HMIS,132793,55,1390,1275,795,15,68,79,Medium,File_15
FILE15_REC00206,2019,Feb,Maharashtra,Nagpur,WHO India,283443,239,1196,2356,162,159,146,178,Low,File_15
FILE15_REC00207,2019,Jul,Maharashtra,Mumbai,WHO India,228963,55,597,2019,175,141,49,95,High,File_15
FILE15_REC00208,2018,Apr,Maharashtra,Pune,WHO India,52597,248,655,277,378,162,139,49,Medium,File_15
FILE15_REC00209,2018,Apr,Tamil Nadu,Chennai,UNICEF India,168463,92,677,1578,107,177,3,199,High,File_15
FILE15_REC00210,2019,Feb,Tamil Nadu,Coimbatore,Smile Foundation,265877,75,753,1161,128,397,99,190,Low,File_15
FILE15_REC00211,2018,Jul,Uttar Pradesh,Varanasi,NHM,78044,200,577,2170,673,238,101,142,High,File_15
FILE15_REC00212,2018,Apr,Maharashtra,Pune,NHM,87808,241,100,875,1085,131,53,4,High,File_15
FILE15_REC00213,2018,Aug,Maharashtra,Nagpur,HMIS,170859,249,1090,2130,888,190,270,174,Medium,File_15
FILE15_REC00214,2017,Feb,Tamil Nadu,Coimbatore,CARE India,142683,208,434,449,367,232,142,85,High,File_15
FILE15_REC00215,2019,Feb,Uttar Pradesh,Lucknow,HMIS,202430,187,389,1306,112,88,163,31,Medium,File_15
FILE15_REC00216,2018,Jun,Gujarat,Vadodara,NFHS,171912,281,1379,840,642,384,227,28,Low,File_15
FILE15_REC00217,2019,Jun,Tamil Nadu,Madurai,NHM,264752,288,551,777,1127,306,151,10,High,File_15
FILE15_REC00218,2018,Jun,Gujarat,Vadodara,HMIS,161322,56,692,2073,1194,248,199,110,High,File_15
FILE15_REC00219,2018,Apr,Tamil Nadu,Coimbatore,Smile Foundation,295421,169,781,1038,908,29,133,48,Low,File_15
FILE15_REC00220,2016,Mar,Tamil Nadu,Coimbatore,CARE India,247687,142,1220,1172,164,174,89,137,Medium,File_15
FILE15_REC00221,2017,Jan,Uttar Pradesh,Lucknow,NHM,181822,294,1386,2101,770,66,128,101,Low,File_15
FILE15_REC00222,2017,Jan,Maharashtra,Pune,CARE India,263956,110,237,1531,792,93,36,89,Low,File_15
FILE15_REC00223,2017,Feb,Karnataka,Mysuru,CARE India,195081,56,486,1667,257,55,93,44,High,File_15
FILE15_REC00224,2017,Jan,Gujarat,Surat,HMIS,219057,51,1399,1665,1081,192,114,57,Low,File_15
FILE15_REC00225,2019,Feb,Uttar Pradesh,Agra,NHM,238326,167,1373,1772,164,221,288,70,Low,File_15
FILE15_REC00226,2019,Feb,Maharashtra,Nagpur,CARE India,123358,70,669,370,1194,358,278,24,Medium,File_15
FILE15_REC00227,2019,May,Karnataka,Mysuru,NHM,87323,92,1188,710,175,335,276,23,Low,File_15
FILE15_REC00228,2018,Jan,Maharashtra,Pune,HMIS,192506,274,762,2241,860,386,93,110,Medium,File_15
FILE15_REC00229,2016,Jan,Maharashtra,Nagpur,Smile Foundation,128782,70,607,1961,153,222,5,93,Medium,File_15
FILE15_REC00230,2016,Mar,Tamil Nadu,Coimbatore,CARE India,97368,228,1248,637,158,105,157,55,High,File_15
FILE15_REC00231,2019,Jan,Gujarat,Vadodara,CARE India,127249,150,693,2194,967,156,81,130,Low,File_15
FILE15_REC00232,2017,Jul,Uttar Pradesh,Agra,UNICEF India,100673,75,1110,1174,882,312,139,3,Low,File_15
FILE15_REC00233,2017,Jan,Maharashtra,Nagpur,HMIS,108541,165,1061,838,531,164,225,149,High,File_15
FILE15_REC00234,2017,Aug,Tamil Nadu,Chennai,Smile Foundation,196691,252,1345,2121,579,317,167,73,Low,File_15
FILE15_REC00235,2017,Aug,Uttar Pradesh,Varanasi,NFHS,199300,170,592,521,121,320,299,63,High,File_15
FILE15_REC00236,2016,Jul,Gujarat,Surat,Smile Foundation,126248,190,608,621,660,362,159,184,High,File_15
FILE15_REC00237,2018,Feb,Gujarat,Ahmedabad,CARE India,160751,269,1493,2174,248,136,226,78,Medium,File_15
FILE15_REC00238,2016,Mar,Tamil Nadu,Coimbatore,UNICEF India,143674,209,1058,1097,106,380,276,197,High,File_15
FILE15_REC00239,2019,Aug,Karnataka,Hubli,NHM,274045,114,623,355,610,107,144,100,High,File_15
FILE15_REC00240,2019,Jul,Tamil Nadu,Chennai,CARE India,261307,173,1061,2438,695,261,272,43,Low,File_15
FILE15_REC00241,2019,Apr,Maharashtra,Nagpur,Smile Foundation,198569,188,1384,1212,1072,102,2,64,Low,File_15
FILE15_REC00242,2016,Aug,Karnataka,Hubli,WHO India,113610,117,846,1135,872,47,248,160,Low,File_15
FILE15_REC00243,2016,Jan,Gujarat,Surat,NFHS,278907,60,126,2399,1001,50,236,176,High,File_15
FILE15_REC00244,2019,Aug,Gujarat,Surat,WHO India,60152,77,817,2436,1111,69,225,119,High,File_15
FILE15_REC00245,2018,May,Tamil Nadu,Madurai,NFHS,133278,137,772,593,991,167,296,109,Low,File_15
FILE15_REC00246,2016,Jan,Maharashtra,Pune,Smile Foundation,149872,206,529,1072,474,311,200,67,High,File_15
FILE15_REC00247,2019,Jan,Gujarat,Surat,UNICEF India,66141,54,1363,2319,97,142,210,71,Medium,File_15
FILE15_REC00248,2018,Aug,Tamil Nadu,Madurai,WHO India,294956,140,333,1068,120,14,25,147,High,File_15
FILE15_REC00249,2019,Apr,Karnataka,Bengaluru,UNICEF India,279200,143,955,1100,507,175,228,106,High,File_15
FILE15_REC00250,2016,Feb,Karnataka,Hubli,Smile Foundation,282758,148,940,537,771,377,75,79,Medium,File_15
FILE15_REC00251,2016,Aug,Gujarat,Vadodara,HMIS,103245,279,599,930,348,234,175,186,Medium,File_15
FILE15_REC00252,2019,Jan,Maharashtra,Mumbai,WHO India,292495,59,1309,629,229,259,268,77,High,File_15
FILE15_REC00253,2018,May,Uttar Pradesh,Varanasi,UNICEF India,296502,129,1335,2473,1011,160,172,108,High,File_15
FILE15_REC00254,2018,Jun,Gujarat,Ahmedabad,NFHS,183202,219,518,1133,359,330,114,148,Medium,File_15
FILE15_REC00255,2017,Jan,Gujarat,Ahmedabad,NFHS,117772,294,1138,1551,73,72,233,35,High,File_15
FILE15_REC00256,2018,Jan,Maharashtra,Nagpur,NFHS,103591,63,580,1906,230,22,235,59,Medium,File_15
FILE15_REC00257,2018,Jan,Maharashtra,Pune,UNICEF India,157797,247,742,741,1153,205,220,149,High,File_15
FILE15_REC00258,2016,Aug,Maharashtra,Mumbai,HMIS,52303,220,1321,736,1018,367,134,114,Medium,File_15
FILE15_REC00259,2018,Mar,Gujarat,Ahmedabad,HMIS,141742,168,1418,1901,216,254,199,39,High,File_15
FILE15_REC00260,2019,Apr,Uttar Pradesh,Lucknow,HMIS,213840,268,398,930,128,27,203,146,High,File_15
FILE15_REC00261,2018,Feb,Karnataka,Hubli,WHO India,284024,135,714,745,122,18,267,4,High,File_15
FILE15_REC00262,2018,Feb,Karnataka,Bengaluru,HMIS,196621,221,385,2173,177,5,3,145,Medium,File_15
FILE15_REC00263,2017,Apr,Tamil Nadu,Chennai,NHM,298157,276,774,1683,767,314,39,200,Low,File_15
FILE15_REC00264,2016,Jan,Maharashtra,Pune,WHO India,114877,242,151,2083,779,162,112,155,Medium,File_15
FILE15_REC00265,2019,Aug,Karnataka,Mysuru,WHO India,179020,88,1097,1898,1026,199,261,173,High,File_15
FILE15_REC00266,2018,Jan,Maharashtra,Pune,WHO India,140088,238,259,510,1154,201,149,116,Low,File_15
FILE15_REC00267,2017,Apr,Tamil Nadu,Chennai,UNICEF India,92967,89,439,1080,591,258,141,27,Low,File_15
FILE15_REC00268,2019,Jan,Karnataka,Hubli,WHO India,61004,279,1304,1413,679,342,54,9,Low,File_15
FILE15_REC00269,2018,Jan,Karnataka,Mysuru,NFHS,100413,121,1210,830,240,150,156,139,High,File_15
FILE15_REC00270,2017,Jan,Gujarat,Surat,NHM,59755,56,1451,324,663,126,49,183,Medium,File_15
FILE15_REC00271,2016,Mar,Uttar Pradesh,Lucknow,NFHS,109786,104,1106,1744,718,399,170,132,Medium,File_15
FILE15_REC00272,2017,Mar,Karnataka,Mysuru,UNICEF India,277233,229,394,2427,1175,332,163,200,Low,File_15
FILE15_REC00273,2018,May,Karnataka,Hubli,NFHS,245586,283,962,811,265,195,197,74,Low,File_15
FILE15_REC00274,2016,Mar,Karnataka,Mysuru,Smile Foundation,97526,138,726,486,223,146,280,178,Low,File_15
FILE15_REC00275,2017,Apr,Maharashtra,Nagpur,Smile Foundation,223446,244,275,367,1007,86,160,191,Medium,File_15
FILE15_REC00276,2018,Feb,Tamil Nadu,Coimbatore,Smile Foundation,212017,150,602,1909,857,341,47,2,High,File_15
FILE15_REC00277,2016,Feb,Tamil Nadu,Coimbatore,NHM,230450,116,716,1564,740,216,104,146,Low,File_15
FILE15_REC00278,2018,May,Tamil Nadu,Chennai,HMIS,211895,242,483,228,921,337,188,13,Low,File_15
FILE15_REC00279,2016,Feb,Karnataka,Bengaluru,NHM,66205,291,1045,2218,410,34,95,128,Medium,File_15
FILE15_REC00280,2018,Jan,Karnataka,Bengaluru,NFHS,137285,76,1390,1396,1163,277,40,113,Medium,File_15
FILE15_REC00281,2019,May,Maharashtra,Pune,CARE India,56615,169,999,324,797,375,273,180,Medium,File_15
FILE15_REC00282,2018,Jan,Uttar Pradesh,Lucknow,UNICEF India,156474,76,110,2157,1139,353,8,182,High,File_15
FILE15_REC00283,2018,Jul,Maharashtra,Pune,NFHS,262382,178,722,737,85,251,28,78,Medium,File_15
FILE15_REC00284,2017,Feb,Gujarat,Ahmedabad,NFHS,287590,233,434,2354,878,57,223,166,Low,File_15
FILE15_REC00285,2018,May,Tamil Nadu,Madurai,HMIS,222424,120,901,356,517,158,178,99,High,File_15
FILE15_REC00286,2019,May,Tamil Nadu,Chennai,NHM,77056,146,298,544,1173,173,242,99,High,File_15
FILE15_REC00287,2018,Jan,Maharashtra,Mumbai,Smile Foundation,163498,213,364,1540,1143,157,288,87,Low,File_15
FILE15_REC00288,2019,Mar,Uttar Pradesh,Agra,UNICEF India,294691,278,1208,329,608,333,217,86,High,File_15
FILE15_REC00289,2018,Jul,Karnataka,Bengaluru,HMIS,230164,213,1111,1544,408,69,82,149,Medium,File_15
FILE15_REC00290,2019,May,Uttar Pradesh,Varanasi,CARE India,217920,272,624,2271,1066,356,198,122,High,File_15
FILE15_REC00291,2018,Mar,Tamil Nadu,Madurai,UNICEF India,229840,146,755,1911,451,383,61,174,Low,File_15
FILE15_REC00292,2018,Aug,Gujarat,Ahmedabad,CARE India,146876,162,1030,2265,1121,237,72,46,Low,File_15
FILE15_REC00293,2017,Jul,Karnataka,Hubli,UNICEF India,240768,244,347,1951,1169,383,28,24,Low,File_15
FILE15_REC00294,2018,Jan,Tamil Nadu,Coimbatore,HMIS,163230,228,460,976,841,221,93,120,Low,File_15
FILE15_REC00295,2019,Aug,Karnataka,Mysuru,CARE India,282563,193,445,800,1033,204,179,141,Medium,File_15
FILE15_REC00296,2016,Mar,Tamil Nadu,Coimbatore,NHM,287423,298,1335,1595,923,172,269,118,Medium,File_15
FILE15_REC00297,2018,Jan,Karnataka,Bengaluru,Smile Foundation,238390,165,537,1678,979,295,237,119,Medium,File_15
FILE15_REC00298,2017,Aug,Gujarat,Vadodara,HMIS,122154,119,1305,523,241,20,169,34,Medium,File_15
FILE15_REC00299,2018,Apr,Maharashtra,Mumbai,WHO India,147858,159,812,2305,890,21,264,152,High,File_15
FILE16_REC00000,2020,Jan,Gujarat,Ahmedabad,NHM,123506,187,481,2069,348,233,87,114,Medium,File_16
FILE16_REC00001,2019,Jul,Tamil Nadu,Coimbatore,NFHS,116935,262,253,1195,1109,21,224,73,Low,File_16
FILE16_REC00002,2020,Aug,Tamil Nadu,Coimbatore,CARE India,289515,206,135,2098,428,283,212,186,High,File_16
FILE16_REC00003,2019,Jun,Maharashtra,Nagpur,Smile Foundation,212942,201,977,1189,1154,297,249,14,Low,File_16
FILE16_REC00004,2019,Apr,Maharashtra,Mumbai,Smile Foundation,225688,177,584,2096,692,176,187,13,Medium,File_16
FILE16_REC00005,2019,Aug,Karnataka,Bengaluru,Smile Foundation,206662,188,904,1098,824,308,275,154,Medium,File_16
FILE16_REC00006,2020,Jan,Maharashtra,Nagpur,NHM,244856,278,832,614,1140,207,12,65,Low,File_16
FILE16_REC00007,2019,Jul,Maharashtra,Mumbai,Smile Foundation,90096,247,568,1099,417,81,25,39,High,File_16
FILE16_REC00008,2020,Jul,Karnataka,Mysuru,NFHS,283829,98,130,361,629,88,291,118,Low,File_16
FILE16_REC00009,2020,Mar,Maharashtra,Mumbai,Smile Foundation,133584,262,1439,1650,851,73,122,98,Medium,File_16
FILE16_REC00010,2019,Jan,Karnataka,Mysuru,HMIS,249497,214,1462,1607,878,201,43,144,Low,File_16
FILE16_REC00011,2020,Aug,Uttar Pradesh,Agra,Smile Foundation,74575,273,1270,610,842,226,99,191,High,File_16
FILE16_REC00012,2019,May,Tamil Nadu,Madurai,Smile Foundation,112899,149,454,1838,1025,274,277,185,Low,File_16
FILE16_REC00013,2020,Aug,Gujarat,Vadodara,Smile Foundation,280884,56,248,776,256,272,283,89,Medium,File_16
FILE16_REC00014,2020,Jan,Uttar Pradesh,Agra,Smile Foundation,53795,113,455,686,662,131,74,93,High,File_16
FILE16_REC00015,2019,Aug,Uttar Pradesh,Agra,WHO India,65864,95,312,1440,455,204,248,115,Low,File_16
FILE16_REC00016,2019,Jul,Karnataka,Hubli,HMIS,159852,78,185,2433,99,394,42,82,High,File_16
FILE16_REC00017,2020,Mar,Maharashtra,Pune,NHM,125270,215,1176,2202,669,224,246,75,High,File_16
FILE16_REC00018,2020,Aug,Uttar Pradesh,Agra,NHM,174716,130,804,1198,769,152,275,98,High,File_16
FILE16_REC00019,2020,May,Maharashtra,Mumbai,CARE India,71342,107,1214,2409,564,262,83,190,High,File_16
FILE16_REC00020,2019,Mar,Gujarat,Vadodara,NFHS,234004,149,1375,2202,708,98,53,128,High,File_16
FILE16_REC00021,2019,Jun,Maharashtra,Nagpur,WHO India,240153,211,277,301,331,246,83,200,Medium,File_16
FILE16_REC00022,2019,Jul,Tamil Nadu,Coimbatore,UNICEF India,122022,95,708,2260,325,398,67,78,High,File_16
FILE16_REC00023,2019,Jun,Karnataka,Mysuru,NFHS,189302,287,225,271,518,1,227,27,High,File_16
FILE16_REC00024,2019,Aug,Uttar Pradesh,Lucknow,NHM,104780,286,1058,358,1167,157,197,158,Medium,File_16
FILE16_REC00025,2020,Jul,Karnataka,Bengaluru,UNICEF India,179763,192,596,1858,375,303,216,64,Low,File_16
FILE16_REC00026,2019,Apr,Gujarat,Vadodara,CARE India,256554,273,1041,638,635,272,147,39,Low,File_16
FILE16_REC00027,2020,Aug,Maharashtra,Nagpur,NFHS,290762,106,404,2220,437,190,297,70,High,File_16
FILE16_REC00028,2019,Feb,Maharashtra,Mumbai,Smile Foundation,66162,157,499,1903,935,70,193,64,High,File_16
FILE16_REC00029,2020,Jul,Gujarat,Surat,CARE India,87920,246,986,1749,1151,179,157,127,Medium,File_16
FILE16_REC00030,2019,Jun,Maharashtra,Pune,Smile Foundation,76409,167,120,1344,965,274,71,26,Medium,File_16
FILE16_REC00031,2019,May,Maharashtra,Mumbai,Smile Foundation,184877,50,877,631,174,120,198,110,Low,File_16
FILE16_REC00032,2019,Jan,Tamil Nadu,Madurai,WHO India,295839,224,1273,1803,210,198,64,188,High,File_16
FILE16_REC00033,2019,Apr,Uttar Pradesh,Lucknow,HMIS,271999,290,137,844,714,67,300,80,Medium,File_16
FILE16_REC00034,2019,Mar,Uttar Pradesh,Varanasi,HMIS,243857,57,1338,404,162,276,177,161,Low,File_16
FILE16_REC00035,2020,Feb,Uttar Pradesh,Varanasi,CARE India,150928,114,1416,1680,325,103,212,102,Low,File_16
FILE16_REC00036,2020,Aug,Maharashtra,Mumbai,NHM,167515,154,100,1335,254,65,263,164,High,File_16
FILE16_REC00037,2020,Mar,Gujarat,Vadodara,NFHS,234097,234,207,2018,246,113,29,64,Medium,File_16
FILE16_REC00038,2019,Jun,Uttar Pradesh,Agra,CARE India,243881,59,528,1906,680,154,199,11,Medium,File_16
FILE16_REC00039,2020,Apr,Karnataka,Hubli,NFHS,257244,251,738,562,717,30,155,97,Low,File_16
FILE16_REC00040,2019,Jun,Karnataka,Mysuru,NHM,106214,284,1447,1098,906,87,132,50,Medium,File_16
FILE16_REC00041,2019,Aug,Karnataka,Hubli,CARE India,174544,299,829,1860,1002,392,267,46,Low,File_16
FILE16_REC00042,2020,Jun,Gujarat,Vadodara,Smile Foundation,174086,125,1241,1485,943,309,8,62,Medium,File_16
FILE16_REC00043,2020,Jan,Tamil Nadu,Coimbatore,WHO India,224998,282,1034,573,859,66,278,81,Low,File_16
FILE16_REC00044,2019,Jul,Maharashtra,Nagpur,HMIS,60649,176,1223,2122,533,347,163,38,Medium,File_16
FILE16_REC00045,2020,Feb,Tamil Nadu,Coimbatore,UNICEF India,161163,118,930,1809,331,382,267,106,High,File_16
FILE16_REC00046,2019,Jan,Uttar Pradesh,Varanasi,NFHS,97923,178,357,1179,500,194,51,165,Medium,File_16
FILE16_REC00047,2020,Jul,Uttar Pradesh,Agra,CARE India,149509,71,1323,1004,282,314,290,26,Medium,File_16
FILE16_REC00048,2020,Apr,Gujarat,Ahmedabad,WHO India,253335,249,429,727,752,117,155,180,Medium,File_16
FILE16_REC00049,2020,Mar,Uttar Pradesh,Varanasi,Smile Foundation,127042,213,1129,551,207,289,122,120,Low,File_16
FILE16_REC00050,2020,Feb,Karnataka,Mysuru,CARE India,202788,192,369,1523,178,245,159,100,High,File_16
FILE16_REC00051,2019,May,Tamil Nadu,Chennai,WHO India,98777,283,450,2066,919,250,257,95,Low,File_16
FILE16_REC00052,2020,Apr,Tamil Nadu,Coimbatore,UNICEF India,199482,155,287,965,389,153,69,116,Medium,File_16
FILE16_REC00053,2020,Jul,Uttar Pradesh,Agra,HMIS,212285,223,471,2336,431,287,79,161,Medium,File_16
FILE16_REC00054,2019,Apr,Tamil Nadu,Coimbatore,NHM,254543,268,640,1257,383,18,35,18,High,File_16
FILE16_REC00055,2020,Aug,Karnataka,Mysuru,HMIS,256013,248,261,2309,921,9,229,181,Low,File_16
FILE16_REC00056,2020,Aug,Tamil Nadu,Coimbatore,HMIS,182270,220,1134,263,546,129,282,156,Medium,File_16
FILE16_REC00057,2019,Feb,Karnataka,Hubli,Smile Foundation,76698,228,1003,1745,873,263,223,126,Medium,File_16
FILE16_REC00058,2020,Apr,Gujarat,Ahmedabad,WHO India,216360,102,505,1606,267,189,221,8,Medium,File_16
FILE16_REC00059,2020,Apr,Karnataka,Mysuru,Smile Foundation,275547,234,586,2132,615,30,58,84,High,File_16
FILE16_REC00060,2019,Jul,Karnataka,Bengaluru,HMIS,69125,152,1450,1849,903,72,59,41,Low,File_16
FILE16_REC00061,2019,Jul,Maharashtra,Mumbai,NHM,75986,50,1418,1217,508,118,55,69,Medium,File_16
FILE16_REC00062,2019,Feb,Karnataka,Hubli,NHM,173991,137,509,1532,730,208,122,21,Medium,File_16
FILE16_REC00063,2020,Jul,Maharashtra,Pune,WHO India,249352,135,772,1655,960,212,106,72,High,File_16
FILE16_REC00064,2020,Jun,Gujarat,Vadodara,CARE India,213684,174,1236,884,680,144,144,32,Low,File_16
FILE16_REC00065,2019,Jun,Uttar Pradesh,Agra,UNICEF India,65021,206,818,1147,975,371,100,191,Medium,File_16
