Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases,Source_File
F38_85,2017,Apr,Bihar,Muzaffarpur,NHM,50057,198,1292,1093,145,5,37,File_38
F38_86,2017,Apr,Uttar Pradesh,Lucknow,Smile Foundation,204190,66,1452,751,210,165,60,File_38
F38_87,2017,Feb,Uttar Pradesh,Agra,WHO India,288282,192,588,1910,101,14,83,File_38
F38_88,2017,Apr,Uttar Pradesh,Varanasi,NHM,103441,104,102,1414,7,160,62,File_38
F38_89,2018,Jan,Maharashtra,Pune,Smile Foundation,289320,166,1456,719,47,18,68,File_38
F38_90,2017,Apr,Karnataka,Bengaluru,UNICEF India,164862,180,1100,1044,234,139,85,File_38
F38_91,2019,May,Bihar,Muzaffarpur,CARE India,153528,183,376,1485,51,50,101,File_38
F38_92,2018,Feb,Gujarat,Vadodara,UNICEF India,224983,180,346,1578,269,42,49,File_38
F38_93,2019,Jan,Bihar,Patna,UNICEF India,256449,248,616,2438,193,176,143,File_38
F38_94,2017,Apr,Tamil Nadu,Madurai,WHO India,96784,98,106,526,272,1,146,File_38
F38_95,2017,Apr,Karnataka,Hubli,WHO India,200198,182,1319,650,243,53,49,File_38
F38_96,2018,May,Maharashtra,Nagpur,CARE India,80767,282,270,1099,262,191,26,File_38
F38_97,2019,May,Uttar Pradesh,Agra,UNICEF India,200736,102,962,1689,46,126,106,File_38
F38_98,2019,Jan,Tamil Nadu,Madurai,Smile Foundation,105036,175,180,456,178,42,142,File_38
F38_99,2017,May,Karnataka,Mysuru,NHM,92662,82,1447,2196,162,195,82,File_38
F38_100,2018,Mar,Maharashtra,Mumbai,NFHS,279573,277,731,2022,300,18,124,File_38
F38_101,2019,Mar,Gujarat,Surat,WHO India,241992,117,1206,587,33,152,33,File_38
F38_102,2018,Apr,Tamil Nadu,Chennai,NHM,192493,149,550,208,41,50,124,File_38
F38_103,2019,Apr,Tamil Nadu,Coimbatore,Smile Foundation,237214,99,1378,1278,108,66,5,File_38
F38_104,2017,Jan,West Bengal,Howrah,HMIS,224134,102,625,1521,272,55,94,File_38
F38_105,2018,May,Tamil Nadu,Chennai,HMIS,271579,211,844,770,63,133,93,File_38
F38_106,2019,Mar,Karnataka,Mysuru,NHM,236423,58,293,2479,18,56,100,File_38
F38_107,2017,Feb,Bihar,Patna,NHM,230266,250,898,1400,89,174,17,File_38
F38_108,2017,Jan,Bihar,Muzaffarpur,NFHS,84677,131,1008,646,153,136,85,File_38
F38_109,2019,May,Bihar,Patna,NFHS,235133,227,840,1356,195,70,5,File_38
F38_110,2017,May,Gujarat,Surat,CARE India,261984,48,763,529,287,61,47,File_38
F38_111,2017,Jan,Tamil Nadu,Chennai,WHO India,186111,116,521,2134,254,119,15,File_38
F38_112,2017,Apr,Bihar,Gaya,UNICEF India,85087,215,906,1803,189,98,34,File_38
F38_113,2017,Apr,Tamil Nadu,Madurai,HMIS,115917,240,355,514,90,148,80,File_38
F38_114,2019,Feb,Bihar,Patna,Smile Foundation,149434,109,1416,1546,12,149,21,File_38
F38_115,2019,May,Tamil Nadu,Chennai,NFHS,145174,268,789,1982,251,147,98,File_38
F38_116,2018,May,Maharashtra,Nagpur,HMIS,228743,283,388,362,50,161,134,File_38
F38_117,2019,Feb,West Bengal,Siliguri,WHO India,142503,269,1411,473,21,173,81,File_38
F38_118,2019,Feb,Gujarat,Vadodara,NFHS,132547,147,1194,981,44,194,96,File_38
F38_119,2018,Apr,Gujarat,Vadodara,NFHS,246826,289,652,1270,48,156,143,File_38
F38_120,2019,Apr,West Bengal,Howrah,HMIS,273034,226,756,933,71,95,139,File_38
F38_121,2019,Jan,Uttar Pradesh,Lucknow,Smile Foundation,136925,159,935,585,178,51,6,File_38
F38_122,2019,Jan,Tamil Nadu,Chennai,UNICEF India,187214,153,1404,1888,13,43,81,File_38
F38_123,2017,Jan,Bihar,Patna,CARE India,262438,188,457,1851,8,32,140,File_38
F38_124,2019,Jan,Karnataka,Hubli,CARE India,280245,151,686,1643,95,126,86,File_38
F38_125,2017,Feb,Maharashtra,Pune,UNICEF India,253411,43,500,1341,160,76,65,File_38
F38_126,2018,Mar,Karnataka,Mysuru,HMIS,157367,186,1401,1953,201,136,36,File_38
F38_127,2018,Mar,Uttar Pradesh,Lucknow,NFHS,268458,59,628,2473,125,177,9,File_38
F38_128,2017,Mar,Maharashtra,Pune,UNICEF India,140519,226,1384,1039,128,23,52,File_38
F38_129,2017,Feb,Uttar Pradesh,Agra,HMIS,168281,155,1050,1028,70,92,59,File_38
F38_130,2018,Apr,Bihar,Gaya,UNICEF India,124181,216,748,848,278,96,119,File_38
F38_131,2017,May,Uttar Pradesh,Agra,Smile Foundation,110048,175,909,997,263,11,127,File_38
F38_132,2019,Jan,Maharashtra,Nagpur,CARE India,261085,239,224,2432,6,169,99,File_38
F38_133,2018,May,Bihar,Muzaffarpur,NHM,105230,182,1158,1193,63,163,20,File_38
F38_134,2019,May,Karnataka,Mysuru,Smile Foundation,54634,154,1463,624,116,81,63,File_38
F38_135,2019,Apr,Tamil Nadu,Chennai,NFHS,222717,241,633,1641,49,57,31,File_38
F38_136,2019,Jan,Uttar Pradesh,Agra,NHM,103119,81,223,2328,279,187,91,File_38
F38_137,2018,Apr,West Bengal,Siliguri,HMIS,247679,112,116,1684,115,114,23,File_38
F38_138,2018,Jan,Karnataka,Bengaluru,NHM,270379,54,367,2181,45,131,54,File_38
F38_139,2019,Mar,Uttar Pradesh,Varanasi,HMIS,143599,281,127,2006,113,124,73,File_38
F38_140,2019,Apr,West Bengal,Kolkata,Smile Foundation,165750,215,373,2194,234,107,100,File_38
F38_141,2018,Mar,Uttar Pradesh,Agra,NFHS,169786,73,1295,1650,4,103,22,File_38
F38_142,2017,Feb,Uttar Pradesh,Lucknow,NHM,245839,287,197,1230,299,164,14,File_38
F38_143,2017,May,Uttar Pradesh,Lucknow,CARE India,276729,76,1171,1019,217,6,17,File_38
F38_144,2018,Jan,Tamil Nadu,Chennai,NFHS,97636,271,836,785,286,104,26,File_38
F38_145,2019,May,Uttar Pradesh,Varanasi,HMIS,262967,154,625,1163,242,10,2,File_38
F38_146,2018,May,Bihar,Gaya,WHO India,196126,212,332,795,228,43,20,File_38
F38_147,2018,Mar,Uttar Pradesh,Lucknow,UNICEF India,92885,76,704,1799,38,28,142,File_38
F38_148,2017,May,Maharashtra,Nagpur,WHO India,179019,70,964,2071,274,113,89,File_38
F38_149,2017,Apr,Bihar,Patna,CARE India,159483,195,234,1713,42,10,103,File_38
F39_0,2022,Mar,Maharashtra,Pune,WHO India,299492,213,244,2036,141,178,133,File_39
F39_1,2023,Feb,Maharashtra,Pune,WHO India,171897,86,115,986,40,25,52,File_39
F39_2,2024,Mar,Maharashtra,Pune,Smile Foundation,122701,289,1112,985,99,70,37,File_39
F39_3,2022,Feb,Uttar Pradesh,Varanasi,CARE India,153523,118,570,1651,167,139,115,File_39
F39_4,2023,Apr,Karnataka,Bengaluru,HMIS,186766,299,1420,1960,50,71,8,File_39
F39_5,2023,May,West Bengal,Howrah,WHO India,259948,153,1100,1111,121,138,73,File_39
F39_6,2022,Jan,Karnataka,Bengaluru,WHO India,249956,205,978,1972,70,6,54,File_39
F39_7,2022,Jan,Tamil Nadu,Chennai,Smile Foundation,232989,58,327,2262,206,156,63,File_39
F39_8,2024,Mar,Uttar Pradesh,Varanasi,CARE India,266395,269,1481,983,16,99,1,File_39
F39_9,2024,Feb,Maharashtra,Nagpur,NFHS,144994,297,183,1202,210,109,128,File_39
F39_10,2022,Feb,Uttar Pradesh,Agra,Smile Foundation,258808,234,652,1143,283,118,18,File_39
F39_11,2024,Feb,Uttar Pradesh,Agra,HMIS,159897,194,1308,577,30,109,39,File_39
F39_12,2022,Jan,Uttar Pradesh,Lucknow,CARE India,225787,243,866,2285,188,175,83,File_39
F39_13,2023,Feb,Maharashtra,Pune,UNICEF India,206109,124,1177,2389,111,200,19,File_39
F39_14,2022,Mar,Maharashtra,Pune,UNICEF India,96914,90,641,778,96,62,36,File_39
F39_15,2023,Jan,Bihar,Gaya,UNICEF India,129916,74,1188,1132,31,199,136,File_39
F39_16,2022,Feb,Karnataka,Hubli,UNICEF India,126821,160,1352,870,35,96,63,File_39
F39_17,2024,Mar,Bihar,Muzaffarpur,NFHS,224564,71,1439,2224,290,90,87,File_39
F39_18,2024,Mar,Maharashtra,Mumbai,Smile Foundation,187930,280,633,1674,92,154,110,File_39
F39_19,2022,Mar,Uttar Pradesh,Agra,NFHS,93860,87,877,2400,280,78,125,File_39
F39_20,2024,Jan,Uttar Pradesh,Agra,NFHS,250523,117,1072,1975,178,152,120,File_39
F39_21,2024,Jan,West Bengal,Siliguri,Smile Foundation,81124,289,1465,1694,158,3,107,File_39
F39_22,2023,May,West Bengal,Howrah,NHM,54052,44,683,241,94,168,84,File_39
F39_23,2022,Feb,Bihar,Muzaffarpur,NHM,226170,275,410,2026,78,155,1,File_39
F39_24,2022,Feb,Gujarat,Vadodara,UNICEF India,103533,82,1412,826,101,74,64,File_39
F39_25,2022,Feb,Karnataka,Hubli,NHM,252633,294,431,219,179,130,136,File_39
F39_26,2024,Feb,West Bengal,Siliguri,Smile Foundation,96213,238,1348,1963,234,63,51,File_39
F39_27,2022,Mar,Maharashtra,Pune,WHO India,260962,192,1487,1902,247,16,125,File_39
F39_28,2022,Feb,Maharashtra,Nagpur,NFHS,87788,242,1330,314,213,112,41,File_39
F39_29,2022,Mar,Gujarat,Surat,Smile Foundation,116905,53,1360,2140,138,176,137,File_39
F39_30,2022,May,West Bengal,Siliguri,WHO India,233291,243,1283,912,80,195,36,File_39
F39_31,2024,Mar,Maharashtra,Mumbai,CARE India,194616,179,1158,838,156,49,26,File_39
F39_32,2022,Feb,Bihar,Gaya,HMIS,123443,205,228,1127,143,27,146,File_39
F39_33,2024,Feb,Bihar,Gaya,UNICEF India,229415,93,549,1404,287,158,34,File_39
F39_34,2023,Mar,Karnataka,Bengaluru,CARE India,196023,149,1035,619,152,30,85,File_39
F39_35,2022,Jan,Bihar,Gaya,Smile Foundation,87976,96,1192,1578,112,194,94,File_39
F39_36,2024,Feb,Gujarat,Ahmedabad,HMIS,205126,207,129,1315,34,18,13,File_39
F39_37,2023,Mar,Uttar Pradesh,Agra,Smile Foundation,108397,177,1361,459,210,165,92,File_39
F39_38,2024,Apr,West Bengal,Howrah,UNICEF India,135589,126,1160,2264,55,12,42,File_39
F39_39,2024,May,Tamil Nadu,Chennai,WHO India,298875,220,1338,1269,297,58,38,File_39
F39_40,2022,Jan,Gujarat,Ahmedabad,HMIS,275769,94,191,1064,166,154,83,File_39
F39_41,2022,Mar,Gujarat,Vadodara,NFHS,83034,98,803,331,42,177,139,File_39
F39_42,2022,Feb,West Bengal,Siliguri,CARE India,51364,218,1120,2043,255,3,18,File_39
F39_43,2022,Jan,Karnataka,Hubli,NHM,210631,128,724,203,79,49,104,File_39
F39_44,2024,May,Bihar,Patna,HMIS,238335,196,278,1729,51,150,130,File_39
F39_45,2023,Apr,Karnataka,Hubli,NHM,217344,224,1082,743,106,95,147,File_39
F39_46,2024,Mar,Uttar Pradesh,Lucknow,UNICEF India,242935,58,1265,1821,8,45,65,File_39
F39_47,2022,Apr,West Bengal,Siliguri,Smile Foundation,289739,237,1484,2420,190,184,79,File_39
F39_48,2023,Apr,Uttar Pradesh,Varanasi,UNICEF India,108898,265,877,1268,19,61,136,File_39
F39_49,2022,Mar,Maharashtra,Nagpur,WHO India,102045,56,442,1827,39,53,8,File_39
F39_50,2024,May,Gujarat,Vadodara,CARE India,170804,125,931,590,236,119,143,File_39
F39_51,2023,May,Tamil Nadu,Coimbatore,UNICEF India,77511,104,1145,605,93,22,123,File_39
F39_52,2022,Apr,Tamil Nadu,Chennai,HMIS,154362,276,1161,896,219,154,145,File_39
F39_53,2023,Apr,Bihar,Muzaffarpur,WHO India,96593,176,815,2019,15,9,42,File_39
F39_54,2023,Apr,Tamil Nadu,Madurai,NFHS,62313,167,1440,288,109,120,46,File_39
F39_55,2023,May,Maharashtra,Mumbai,CARE India,163170,68,608,675,101,89,134,File_39
F39_56,2024,Apr,Gujarat,Surat,CARE India,83852,255,731,1210,117,115,59,File_39
F39_57,2023,Feb,Maharashtra,Pune,NFHS,113818,164,569,1861,98,159,72,File_39
F39_58,2024,Apr,Tamil Nadu,Chennai,WHO India,210986,186,1103,1879,285,160,144,File_39
F39_59,2022,May,Uttar Pradesh,Agra,UNICEF India,286976,186,334,2028,272,181,91,File_39
F39_60,2024,May,Bihar,Patna,NFHS,179322,75,1257,1564,43,85,113,File_39
F39_61,2022,May,Karnataka,Mysuru,UNICEF India,290471,258,1465,817,299,172,139,File_39
F39_62,2022,Apr,Maharashtra,Pune,NHM,97250,61,979,1103,132,8,40,File_39
F39_63,2023,Mar,Tamil Nadu,Chennai,NFHS,107221,271,1232,1320,252,124,4,File_39
F39_64,2023,Jan,West Bengal,Howrah,WHO India,289374,140,820,1035,143,132,133,File_39
F39_65,2023,May,Gujarat,Surat,HMIS,121376,44,1388,481,156,106,4,File_39
F39_66,2024,Feb,Tamil Nadu,Coimbatore,HMIS,71693,118,290,624,38,20,45,File_39
F39_67,2022,Feb,Tamil Nadu,Chennai,WHO India,125862,91,681,2106,113,87,12,File_39
F39_68,2022,Jan,West Bengal,Howrah,CARE India,218442,66,812,1195,189,191,49,File_39
F39_69,2024,Feb,Tamil Nadu,Chennai,CARE India,295628,148,233,2274,211,146,86,File_39
F39_70,2023,Jan,Karnataka,Mysuru,CARE India,164061,52,1446,887,102,60,23,File_39
F39_71,2023,Feb,Tamil Nadu,Madurai,Smile Foundation,88863,277,134,2095,259,190,148,File_39
F39_72,2023,Feb,Karnataka,Hubli,Smile Foundation,219937,75,603,1943,38,25,1,File_39
F39_73,2024,May,Maharashtra,Pune,Smile Foundation,140583,81,1392,719,210,168,79,File_39
F39_74,2022,Jan,Tamil Nadu,Chennai,UNICEF India,288001,278,890,1442,67,32,16,File_39
F39_75,2023,May,Maharashtra,Pune,NFHS,151678,141,639,2110,135,120,28,File_39
F39_76,2024,Apr,Gujarat,Surat,HMIS,82693,197,133,2313,208,18,132,File_39
F39_77,2023,Mar,Uttar Pradesh,Varanasi,Smile Foundation,157136,219,1014,730,170,123,117,File_39
F39_78,2022,Feb,Maharashtra,Pune,HMIS,92201,194,1119,1150,108,97,81,File_39
F39_79,2024,Jan,West Bengal,Kolkata,WHO India,157573,39,1292,208,148,58,0,File_39
F39_80,2024,Mar,Bihar,Gaya,NFHS,166502,271,404,615,12,27,119,File_39
F39_81,2024,Feb,Bihar,Gaya,NFHS,268883,267,349,409,289,97,39,File_39
F39_82,2024,May,Uttar Pradesh,Lucknow,CARE India,230309,38,418,809,220,89,59,File_39
F39_83,2022,Mar,Karnataka,Hubli,Smile Foundation,74504,183,531,1407,247,82,67,File_39
F39_84,2022,Apr,Bihar,Gaya,Smile Foundation,215307,38,688,1400,185,188,37,File_39
F39_85,2022,Mar,Tamil Nadu,Chennai,HMIS,161515,243,1208,1974,39,199,54,File_39
F39_86,2024,Apr,Maharashtra,Nagpur,NHM,131160,36,1494,2019,236,61,31,File_39
F39_87,2022,Jan,Uttar Pradesh,Varanasi,NFHS,62647,296,1042,1566,240,188,50,File_39
F39_88,2023,Mar,Bihar,Muzaffarpur,WHO India,74737,278,1289,253,106,137,64,File_39
F39_89,2024,Jan,Maharashtra,Pune,NHM,199846,221,1259,1065,151,147,60,File_39
F39_90,2022,May,Karnataka,Hubli,HMIS,155417,67,1482,964,297,77,142,File_39
F39_91,2024,Mar,Maharashtra,Pune,NFHS,59324,262,870,606,132,45,67,File_39
F39_92,2024,Jan,Maharashtra,Mumbai,HMIS,233063,102,1220,2051,263,14,126,File_39
F39_93,2024,Apr,West Bengal,Kolkata,Smile Foundation,108985,203,1344,1320,128,118,115,File_39
F39_94,2024,May,West Bengal,Kolkata,WHO India,162126,102,1030,2014,88,145,5,File_39
F39_95,2022,Jan,Uttar Pradesh,Agra,UNICEF India,182468,242,112,1575,38,69,77,File_39
F39_96,2024,Jan,Maharashtra,Pune,UNICEF India,264502,108,277,916,91,114,53,File_39
F39_97,2024,May,West Bengal,Siliguri,NHM,106753,126,756,1228,156,35,54,File_39
F39_98,2022,Feb,Tamil Nadu,Chennai,WHO India,127451,86,863,2103,243,71,73,File_39
F39_99,2022,May,Maharashtra,Mumbai,Smile Foundation,203891,125,419,1742,95,198,82,File_39
F39_100,2024,May,Tamil Nadu,Coimbatore,UNICEF India,204962,88,505,1273,215,56,109,File_39
F39_101,2023,Mar,West Bengal,Howrah,Smile Foundation,102432,232,789,975,19,155,116,File_39
F39_102,2024,May,Uttar Pradesh,Agra,HMIS,164140,195,432,2477,72,193,112,File_39
F39_103,2023,Mar,Uttar Pradesh,Lucknow,NHM,181261,241,776,2204,101,141,128,File_39
F39_104,2023,Feb,Tamil Nadu,Madurai,Smile Foundation,275634,196,1382,480,277,100,47,File_39
F39_105,2024,May,Bihar,Patna,UNICEF India,241875,133,417,999,223,140,59,File_39
F39_106,2023,Jan,Uttar Pradesh,Agra,HMIS,274874,116,551,262,51,85,148,File_39
F39_107,2024,Jan,Gujarat,Vadodara,CARE India,188769,154,1004,2321,207,26,57,File_39
F39_108,2024,May,West Bengal,Siliguri,WHO India,253896,199,1264,251,124,14,101,File_39
F39_109,2024,Feb,Maharashtra,Mumbai,CARE India,283264,144,748,405,269,160,142,File_39
F39_110,2022,Feb,Karnataka,Mysuru,UNICEF India,165562,49,581,455,239,138,119,File_39
F39_111,2022,Apr,Maharashtra,Pune,WHO India,120874,214,1371,1665,130,71,114,File_39
F39_112,2022,Mar,Tamil Nadu,Coimbatore,NHM,240980,213,939,1156,107,124,65,File_39
F39_113,2024,Apr,Bihar,Gaya,HMIS,230691,121,890,2094,268,29,59,File_39
F39_114,2023,Feb,Karnataka,Hubli,Smile Foundation,290934,126,1311,239,278,172,73,File_39
F39_115,2023,Apr,Maharashtra,Nagpur,NHM,296204,165,1120,2074,109,93,103,File_39
F39_116,2023,Feb,Gujarat,Vadodara,WHO India,139132,199,209,1131,294,99,150,File_39
F39_117,2022,Apr,Maharashtra,Pune,Smile Foundation,163328,260,168,621,275,99,68,File_39
F39_118,2024,Mar,Maharashtra,Mumbai,NFHS,290987,298,593,1891,254,20,44,File_39
F39_119,2024,Jan,West Bengal,Siliguri,Smile Foundation,219483,223,1218,838,227,78,13,File_39
F39_120,2023,Apr,Karnataka,Mysuru,CARE India,221332,244,566,1779,179,89,119,File_39
F39_121,2024,Apr,Maharashtra,Pune,NFHS,279093,250,864,665,127,44,20,File_39
F39_122,2023,Jan,Maharashtra,Pune,NFHS,66445,169,323,1374,292,169,60,File_39
F39_123,2023,Feb,Gujarat,Vadodara,CARE India,128752,69,140,1997,82,154,81,File_39
F39_124,2023,Apr,Maharashtra,Mumbai,UNICEF India,290555,191,1152,579,268,93,2,File_39
F39_125,2022,Feb,Maharashtra,Pune,NFHS,174699,282,1083,448,202,34,11,File_39
F39_126,2023,Apr,West Bengal,Howrah,WHO India,278210,270,1485,1589,236,1,95,File_39
F39_127,2023,Jan,Karnataka,Bengaluru,WHO India,170703,267,1359,587,289,65,135,File_39
F39_128,2024,Feb,Maharashtra,Pune,NFHS,69259,69,888,460,294,74,123,File_39
F39_129,2022,Mar,Gujarat,Surat,HMIS,175258,132,1169,256,33,70,19,File_39
F39_130,2024,Apr,Gujarat,Ahmedabad,NHM,92222,69,755,1110,148,62,114,File_39
F39_131,2022,Jan,Karnataka,Mysuru,NFHS,296733,50,1232,893,155,150,136,File_39
F39_132,2022,Feb,Gujarat,Surat,NHM,152644,155,523,970,223,90,92,File_39
F39_133,2023,Feb,Tamil Nadu,Coimbatore,CARE India,195329,208,515,2444,22,105,142,File_39
F39_134,2022,Mar,Karnataka,Hubli,Smile Foundation,76389,273,974,1345,292,52,49,File_39
F39_135,2022,May,Bihar,Muzaffarpur,UNICEF India,101692,263,818,1625,80,84,7,File_39
F39_136,2024,Apr,West Bengal,Kolkata,WHO India,142962,159,200,1069,46,182,92,File_39
F39_137,2023,Feb,Karnataka,Bengaluru,CARE India,70458,58,1180,822,73,165,47,File_39
F39_138,2023,Jan,West Bengal,Howrah,HMIS,65190,190,247,1081,236,54,29,File_39
F39_139,2023,Feb,Bihar,Muzaffarpur,UNICEF India,119456,300,1414,695,93,167,77,File_39
F39_140,2024,Jan,Karnataka,Mysuru,NHM,236305,69,392,2238,107,72,47,File_39
F39_141,2024,Feb,Karnataka,Hubli,Smile Foundation,298890,164,330,2361,9,118,10,File_39
F39_142,2022,Mar,Gujarat,Vadodara,NHM,126329,165,117,1813,85,54,89,File_39
F39_143,2023,Feb,Bihar,Patna,Smile Foundation,203338,134,661,1031,101,64,138,File_39
F39_144,2022,Jan,Bihar,Gaya,NHM,194035,180,882,1445,255,64,62,File_39
F39_145,2022,Jan,Uttar Pradesh,Agra,CARE India,224364,230,590,1484,177,99,123,File_39
F39_146,2023,Mar,Maharashtra,Mumbai,HMIS,161249,225,129,1840,2,174,34,File_39
F39_147,2023,May,Tamil Nadu,Chennai,CARE India,168362,136,627,2247,255,62,23,File_39
F39_148,2024,Feb,Uttar Pradesh,Lucknow,CARE India,99183,235,742,425,73,185,61,File_39
F39_149,2022,Mar,West Bengal,Howrah,CARE India,196346,126,646,931,291,181,94,File_39
F40_0,2023,Apr,Gujarat,Surat,HMIS,195667,148,1394,1525,174,154,53,File_40
F40_1,2024,Jan,Gujarat,Surat,WHO India,229219,110,189,1376,19,27,65,File_40
F40_2,2024,Jan,Maharashtra,Nagpur,NFHS,184803,160,402,422,86,72,137,File_40
F40_3,2024,Feb,Tamil Nadu,Coimbatore,NHM,51682,90,623,364,126,114,115,File_40
F40_4,2022,Jan,Bihar,Patna,CARE India,129246,292,182,1932,243,77,105,File_40
F40_5,2022,May,West Bengal,Howrah,HMIS,244272,235,596,320,266,46,61,File_40
F40_6,2024,Jan,West Bengal,Siliguri,HMIS,154436,112,906,1079,289,186,143,File_40
F40_7,2023,May,Uttar Pradesh,Agra,UNICEF India,202829,117,1452,1171,214,197,92,File_40
F40_8,2023,Feb,West Bengal,Siliguri,Smile Foundation,241408,246,228,733,209,124,120,File_40
F40_9,2023,Jan,Maharashtra,Nagpur,Smile Foundation,280333,227,766,1270,26,151,20,File_40
F40_10,2022,Mar,Karnataka,Bengaluru,Smile Foundation,236104,283,770,794,206,38,57,File_40
F40_11,2024,Apr,Uttar Pradesh,Agra,NFHS,225375,59,117,1138,256,14,77,File_40
F40_12,2024,Mar,Tamil Nadu,Madurai,WHO India,84846,173,458,1030,215,1,72,File_40
F40_13,2022,Mar,Gujarat,Vadodara,Smile Foundation,287482,279,1352,482,36,107,28,File_40
F40_14,2022,Feb,Gujarat,Vadodara,NHM,289525,89,473,2486,32,189,63,File_40
F40_15,2023,Jan,Karnataka,Mysuru,UNICEF India,164296,56,391,253,89,165,15,File_40
F40_16,2024,Apr,Karnataka,Bengaluru,WHO India,102189,56,1444,900,32,49,77,File_40
F40_17,2024,May,Uttar Pradesh,Agra,CARE India,282660,71,1047,1906,60,38,138,File_40
F40_18,2024,Feb,Gujarat,Ahmedabad,HMIS,272874,65,764,1737,64,129,139,File_40
F40_19,2023,Jan,Gujarat,Surat,NHM,236644,246,254,2185,299,36,88,File_40
F40_20,2024,May,Maharashtra,Nagpur,NFHS,207903,55,606,1985,231,142,113,File_40
F40_21,2024,Mar,West Bengal,Siliguri,NFHS,277124,277,608,921,223,68,11,File_40
F40_22,2022,Feb,Maharashtra,Pune,WHO India,135252,109,568,821,33,4,39,File_40
F40_23,2023,May,Karnataka,Hubli,NFHS,63354,277,948,1230,115,58,60,File_40
F40_24,2023,Apr,Karnataka,Hubli,NHM,97173,160,460,2097,69,148,147,File_40
F40_25,2024,Mar,Tamil Nadu,Coimbatore,HMIS,167635,60,1447,2374,269,187,99,File_40
F40_26,2023,Mar,Bihar,Gaya,NHM,82417,205,134,1151,176,141,34,File_40
F40_27,2022,Jan,Uttar Pradesh,Agra,HMIS,219089,254,1194,248,80,100,138,File_40
F40_28,2024,Jan,Maharashtra,Nagpur,HMIS,151714,224,887,1747,57,114,29,File_40
F40_29,2022,Mar,West Bengal,Kolkata,NFHS,179647,118,191,1246,30,65,89,File_40
F40_30,2023,Mar,Tamil Nadu,Coimbatore,HMIS,170745,72,520,1122,81,134,124,File_40
F40_31,2024,May,Tamil Nadu,Coimbatore,HMIS,284672,78,1277,1817,60,114,104,File_40
F40_32,2023,Apr,Maharashtra,Mumbai,CARE India,235787,221,402,1440,115,58,32,File_40
F40_33,2022,Mar,Gujarat,Ahmedabad,NFHS,92541,168,824,558,54,3,23,File_40
F40_34,2022,Feb,Uttar Pradesh,Agra,WHO India,267619,102,431,1038,179,27,51,File_40
F40_35,2023,Jan,West Bengal,Howrah,Smile Foundation,266538,133,395,2447,217,174,36,File_40
F40_36,2024,May,Bihar,Muzaffarpur,WHO India,283156,280,737,1059,200,35,90,File_40
F40_37,2022,Mar,Bihar,Patna,NHM,191460,68,572,1289,213,171,86,File_40
F40_38,2024,May,Bihar,Gaya,UNICEF India,84544,290,1485,2148,218,48,65,File_40
F40_39,2022,Apr,West Bengal,Siliguri,Smile Foundation,148503,52,554,2234,116,193,113,File_40
F40_40,2023,Jan,Gujarat,Surat,Smile Foundation,289138,217,398,2244,112,148,26,File_40
F40_41,2022,Feb,Karnataka,Hubli,WHO India,252459,62,304,1485,51,1,75,File_40
F40_42,2024,Mar,Tamil Nadu,Madurai,NHM,133914,156,765,2477,253,187,137,File_40
F40_43,2023,Feb,Maharashtra,Mumbai,WHO India,124659,243,945,576,229,19,72,File_40
F40_44,2023,Mar,Bihar,Patna,WHO India,94184,176,1070,1158,151,185,123,File_40
F40_45,2024,May,West Bengal,Siliguri,HMIS,69330,127,888,558,90,2,80,File_40
F40_46,2023,Feb,Bihar,Muzaffarpur,UNICEF India,154263,204,1474,928,135,51,68,File_40
F40_47,2022,Mar,Maharashtra,Pune,NFHS,266402,151,1279,202,8,89,117,File_40
F40_48,2022,Apr,West Bengal,Siliguri,NFHS,299113,218,429,2001,58,13,118,File_40
F40_49,2022,Mar,Gujarat,Surat,WHO India,113328,38,1383,2221,145,58,6,File_40
F40_50,2024,Jan,Uttar Pradesh,Lucknow,NHM,236972,226,522,2074,179,153,69,File_40
F40_51,2022,Feb,Bihar,Muzaffarpur,WHO India,184511,215,143,1750,17,23,96,File_40
F40_52,2024,Feb,Gujarat,Vadodara,UNICEF India,151546,100,119,606,137,66,41,File_40
F40_53,2024,Jan,Maharashtra,Pune,NHM,183197,208,695,1655,296,52,89,File_40
F40_54,2023,Apr,Maharashtra,Mumbai,Smile Foundation,214778,284,199,2104,215,27,47,File_40
F40_55,2023,Apr,Tamil Nadu,Madurai,CARE India,274599,145,310,696,178,22,61,File_40
F40_56,2022,Mar,West Bengal,Kolkata,CARE India,217376,244,1258,759,214,180,76,File_40
F40_57,2023,Apr,West Bengal,Howrah,UNICEF India,57544,230,314,1460,73,156,73,File_40
F40_58,2022,Feb,Bihar,Gaya,UNICEF India,293497,194,1404,1002,218,96,66,File_40
F40_59,2023,May,West Bengal,Siliguri,Smile Foundation,259747,279,591,2154,233,2,73,File_40
F40_60,2022,May,Bihar,Muzaffarpur,HMIS,289844,278,104,647,32,49,143,File_40
F40_61,2024,Apr,Maharashtra,Nagpur,HMIS,255573,118,513,2029,213,22,91,File_40
F40_62,2024,Apr,Uttar Pradesh,Agra,CARE India,204196,110,1242,1246,210,16,42,File_40
F40_63,2023,Apr,Karnataka,Hubli,Smile Foundation,116166,62,745,1701,87,164,27,File_40
