village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Madurai,Tamil Nadu,Madurai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Medium,63596,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,High,13044,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,High,13044,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,High,13044,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,54626,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,54626,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2020,Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,54626,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Low,62118,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Low,62118,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Low,62118,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,54788,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,54788,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,54788,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,14536,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,14536,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,14536,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,49715,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,49715,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,49715,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Low Immunization Coverage,Low,32199,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Low Immunization Coverage,Low,32199,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Low Immunization Coverage,Low,32199,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,63940,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,63940,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,63940,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,42884,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,42884,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,42884,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Tuberculosis,Medium,16479,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Tuberculosis,Medium,16479,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Tuberculosis,Medium,16479,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,23183,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,23183,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,23183,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,32056,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,32056,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,32056,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,46353,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,46353,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,46353,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Agra,Uttar Pradesh,Agra,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,18333,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Agra,Uttar Pradesh,Agra,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,18333,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Agra,Uttar Pradesh,Agra,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Low,18333,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,17961,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,17961,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,17961,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Tuberculosis,Low,20089,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Tuberculosis,Low,20089,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Tuberculosis,Low,20089,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,58263,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,58263,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,58263,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,54159,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,54159,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,54159,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,20716,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,20716,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Surat,Gujarat,Surat,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,20716,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54155,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54155,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54155,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,49853,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,49853,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2020,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,49853,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,74070,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,74070,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,74070,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Vadodara,Gujarat,Vadodara,2021,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,46373,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Vadodara,Gujarat,Vadodara,2021,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,46373,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Vadodara,Gujarat,Vadodara,2021,Malaria Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Low,46373,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Lucknow,Uttar Pradesh,Lucknow,2020,Malaria Outbreak; Low Immunization Coverage,Medium,62987,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2020,Malaria Outbreak; Low Immunization Coverage,Medium,62987,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Lucknow,Uttar Pradesh,Lucknow,2020,Malaria Outbreak; Low Immunization Coverage,Medium,62987,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Bengaluru,Karnataka,Bengaluru,2021,Malaria Outbreak; Tuberculosis,Medium,43261,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2021,Malaria Outbreak; Tuberculosis,Medium,43261,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2021,Malaria Outbreak; Tuberculosis,Medium,43261,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,32130,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,32130,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,32130,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Vadodara,Gujarat,Vadodara,2021,Dengue Outbreak; Low Immunization Coverage,Low,62598,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Vadodara,Gujarat,Vadodara,2021,Dengue Outbreak; Low Immunization Coverage,Low,62598,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Vadodara,Gujarat,Vadodara,2021,Dengue Outbreak; Low Immunization Coverage,Low,62598,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Surat,Gujarat,Surat,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,67548,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Surat,Gujarat,Surat,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,67548,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Surat,Gujarat,Surat,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,67548,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,29544,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,29544,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,29544,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,16744,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,16744,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,16744,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Surat,Gujarat,Surat,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18491,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Surat,Gujarat,Surat,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18491,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Surat,Gujarat,Surat,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18491,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,35604,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,35604,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,35604,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19599,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19599,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Agra,Uttar Pradesh,Agra,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19599,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,61261,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
