GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TOBACCO_MPOWER_W1B_TOBACCOSMOKED,Tobacco Warning: W1b smoked tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1b-smoked-packaging-health-warnings,2016,2016,2016,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,85.0,85,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2024,2024,2024,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,82.974676304,83,,
RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-formulation-of-policies-and-strategies-for-treatment-of-substance-use-disorders,2014,2014,2014,SEAR,South-East Asia,IND,India,RSUDREP,RSUDREP_RSUDREP_TOBACCOINDUSTRY,Representative of the tobacco industry,,No data,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,226.00311,226.0,,
FINANCIALHARDSHIP_PROPORTIONOFPOP,"Financial hardship in health and components (SDG 3.8.2, 2025 definition): population (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/financial-hardship-in-health-----of-population-by-residence-area,2004,2004,2004,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,28.912952423,28.91,,
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2013,2013,2013,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,77.0,77 [65.8 - 85.9],65.8,85.9
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-at-least-basic-sanitation-services-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,30.051124944,30,,
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2010,2010,2010,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,26.113112844,26.11 [6.22 - 68.39],6.21740782,68.39148602
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1963,1963,1963,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2782848.0,2 782 848 [2 573 008-2 996 404],2573008.0,2996404.0
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,21.312963558,21.3 [6.2 - 39.4],6.215626196,39.42512867
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1.8,1.8 [1.4-2.2],1.4,2.2
SA_0000001819,Heavy episodic drinking (youth 15 -19 years) past 30 days (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/heavy-episodic-drinking-%28youth-15--19-years%29-past-30-days-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,7.129869471,7.1 [6.5-7.7],6.529004202,7.730734741
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,84209.0,84 209 [75 681-93 575],75681.0,93575.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,20.474274,20.5 [19.2-21.7],19.24603,21.732761
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,,No data,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,77450.604,77 451 [50 357-101 224],50356.873,101223.977
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2020,2020,2020,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),86.6,86.6 [85.7-87.5],85.7,87.5
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.4073,2.4,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.48338431,0.5 [0.4-0.6],0.38303814,0.59804837
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,,No data,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,27.362433,27.4 [24.3-30.4],24.326313,30.379629
TOBACCO_MPOWER_W1B_TOBACCOSMOKED,Tobacco Warning: W1b smoked tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1b-smoked-packaging-health-warnings,2014,2014,2014,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",,Yes,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1965,1965,1965,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2824707.0,2 824 707 [2 638 696-3 014 886],2638696.0,3014886.0
FINPROTECTION_IMP_NP215_POP,"Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-pushed-below-the-2.15-a-day-poverty-line-by-household-health-expenditures-%28percent--national--rural--urban%29,2007,2007,2007,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,3.74,3.74,,
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2010,2010,2010,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,21.5,21.5 [11.9 - 33.2],11.9,33.2
TOBACCO_MPOWER_P2_SMOKEFREEPLACEDETAILS,"Tobacco MPOWER Protect people: P2 smoke-free places, additional characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/protect-people--p2-smoke-free-places--additional-characteristics,2022,2022,2022,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_P10_subnat_auth_exists,Subnational smoke-free legislation authority exists,,Yes,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,46.0,46,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2005,2005,2005,SEAR,South-East Asia,IND,India,,,,,No data,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1983,1983,1983,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1798897.0,1 798 897 [1 690 450-1 913 225],1690450.0,1913225.0
RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-formulation-of-policies-and-strategies-for-prevention-for-alcohol-and-drugs,2014,2014,2014,SEAR,South-East Asia,IND,India,RSUDREP,RSUDREP_RSUDREP_NGO,Representatives of non-governmental organizations,,Yes,,
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,15420732.975,15 420 733 [12 303 682-18 050 733],12303681.629,18050733.023
GDO_q8x4_2,"Majority provider of behaviour and psychological management in community for dementia [public, private]",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/majority-provider-of-behaviour-and-psychological-management-in-community-for-dementia-public-private-,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Both,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,39.4822,39.5 [37.7-41.2],37.736621,41.230771
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,27.569211,27.6 [26.4-28.7],26.435265,28.711396
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2001,2001,2001,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,12.639117343,12.64 [5.12 - 24.08],5.11583321,24.082032508
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.06131,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.23383,0.2,,
TOBACCO_MPOWER_W2A_CIGARETTES,"Tobacco Warning: W2a cigarette packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2a-cigarette-packaging-health-warnings--other-characteristics,2020,2020,2020,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W21_emissions_quant_A,"Cigarette packaging/labelling must not display quantitative information on emission yields (such as tar nicotine, CO)",,No,,
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS,Tobacco Warning: W1c smokeless tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1c-smokeless-packaging-health-warnings,2012,2012,2012,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W6_font_C,"Font style, font size and colour of health warnings are mandated for smokeless tobacco packaging",,Yes,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,345498.0,345 498 [318 155-373 834],318155.0,373834.0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.9463194,4.9 [4.5-5.4],4.5420352,5.369119
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,,No data,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,1999,1999,1999,SEAR,South-East Asia,IND,India,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,6.0,6,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS0-5,0 to 5 months,22.6,22.6 [21.0-24.3],21.0,24.3
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1997,1997,1997,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,90.8,90.8 [83 - 96.2],83.0,96.2
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-clean-fuels-and-technologies-in-millions,2014,2014,2014,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,215.616595047,215.62 [134.87 - 315.88],134.871285791,315.8827483
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,13.08677,13.1 [10.6-15.9],10.590392,15.895464
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,4.54699,4.5,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1997,1997,1997,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.03,0.03,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,204370.0,204 370 [189 027-219 925],189027.0,219925.0
SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-tourist-consumption-%28in-litres-of-pure-alcohol%29,2010,2010,2010,SEAR,South-East Asia,IND,India,,,,-0.001270631,0.0 [0.0 - 0.0],-0.029474056,0.027228675
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,407754.479,407 754 [222 971-632 112],222971.228,632111.56
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2014,2014,2014,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,80.4,80.4 [68.7 - 89.5],68.7,89.5
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2014,2014,2014,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,14.8,14.8,,
TOBACCO_MPOWER_W1B_TOBACCOSMOKED,Tobacco Warning: W1b smoked tobacco packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1b-smoked-packaging-health-warnings,2016,2016,2016,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,,Yes,,
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/out-of-pocket-expenditure-as-percentage-of-current-health-expenditure-%28che%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,55.11247635,55.11,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,14.002,14 [8-22],7.544,21.504
NUT_BF_CBF,Continued breastfeeding 12-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/continued-breastfeeding-12-23-months,2015,2015,2015,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),68.5,68.5 [66.5-70.5],66.5,70.5
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2015,2015,2015,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,21.3,21.3 [20.8-21.8],20.8,21.8
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,40.6,40.6 [38.7-42.5],38.7,42.5
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1961,1961,1961,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,237.870638725,237.9 [217.8-258.8],217.788636599,258.848352923
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,285804.600425383,285 805,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00075,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,325791.0,325 791 [303 614-348 897],303614.0,348897.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.23275716,0.2 [0.1-0.3],0.14223092,0.34848086
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,64.880039483,64.9 [62.3-67.6],62.28489879,67.586254762
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,39.6,39.6 [37.0-42.1],37.0,42.1
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2000,2000,2000,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,76.979621641,76.98 [48.0 - 110.64],47.995184253,110.639912472
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2020,2020,2020,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,44.2,44.2 [42.9-45.5],42.9,45.5
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,81057.795960615,81 058,,
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-private-health-expenditure-%28pvt-d%29-as-percentage-of-current-health-expenditure-%28che%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,78.05872345,78.06,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-people-living-with-hiv-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,,No data,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,26.78693973,26.8 [24.1-29.6],24.11219155,29.570674611
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2.3191027,2.3 [1.9-2.7],1.94977,2.7136894
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,15.928851,15.9 [13.9-18.1],13.861492,18.101701
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,683.277,683 [475-918],474.685,917.794
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00081,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,23196.01426,23196.0,,
